province,year,effort_record,n_visits,n_observers,n_birding_days,effort_pc1,log_effort_record_z,log_effort_visits_z,log_effort_observers_z,log_effort_days_z,effort_pc1_z
Guizhou,2015,95,52,15,38,-0.531033259055009,-0.1010935755451,-0.0815423128300258,-0.156046426910279,-0.00801061230462334,-0.31235319133761
Hainan,2015,69,29,11,25,-0.549799392261235,-0.258815905777544,-0.358546068102729,-0.340530591097631,-0.268025656588502,-0.322252146680075
Hebei,2015,76,116,23,73,-0.263645034098107,-0.21122241747456,0.303902075274534,0.103969398681379,0.402728878775413,-0.171308466307571
Heilongjiang,2015,10,81,10,43,-0.678141937051291,-1.18291979657781,0.130886384983026,-0.396329066900856,0.0693452216734874,-0.389951608548624
Henan,2015,44,58,26,48,-0.535874818688237,-0.479446713217417,-0.0293411178097525,0.179501060085685,0.138366183913266,-0.314907067624777
Hong Kong,2015,12,2,2,2,-1.2284071917376,-1.0995007259108,-1.47931719109363,-1.22953057065565,-1.65285108668733,-0.68021125462438
Hubei,2015,726,89,20,81,0.167763926696903,0.909887026675631,0.176197656352253,0.0183386635050077,0.468558524483759,0.0562556242975205
Hunan,2015,128,76,20,55,-0.0759968842441235,0.0464475642280415,0.100263413014867,0.0183386635050077,0.223996661782378,-0.0723258663714049
Inner Mongolia,2015,60,97,28,68,-0.334553275646027,-0.327537646221548,0.217647769434027,0.225326116654512,0.357866114628983,-0.208711883878042
Jiangsu,2015,419,259,65,159,0.366658093862592,0.635905765250054,0.692571475649733,0.752686738248822,0.897222398678339,0.161170390542312
Jiangxi,2015,199,97,31,68,-0.207523397973421,0.265416627464141,0.217647769434027,0.288453562868731,0.357866114628983,-0.141704841328505
Jilin,2015,14,12,7,11,-0.940619818733295,-1.02804279411441,-0.765585373635431,-0.600546416689289,-0.76385377843825,-0.528406174579991
Liaoning,2015,54,291,18,194,0.158891813765894,-0.379241064494087,0.749068991471737,-0.0458426497186698,1.02408330084677,0.051575669789459
Ningxia,2015,2,12,7,12,-1.1142591792343,-1.83172152619813,-0.765585373635431,-0.600546416689289,-0.712524310713042,-0.619999272444355
Qinghai,2015,89,71,16,58,-0.4267525324076,-0.133321123086811,0.0675837122441514,-0.11716919486846,0.257462133040668,-0.257346107842115
Shaanxi,2015,107,43,22,38,-0.601067031475767,-0.0422781841429356,-0.172126613740788,0.0766768572057419,-0.00801061230462334,-0.34929533482764
Shandong,2015,20,13,10,13,-1.04051663900306,-0.860024147094881,-0.729513709910159,-0.396329066900856,-0.665000646466702,-0.581100789492803
Shanghai,2015,105,309,91,171,0.296579712030484,-0.0516121694076592,0.778185327826535,0.965676836763762,0.943599903541839,0.124204716015497
Shanxi,2015,34,6,4,6,-1.02730417132923,-0.60494149590815,-1.06689943620442,-0.90194937158129,-1.10949930059124,-0.574131339471868
Sichuan,2015,67,449,79,220,1.0219636766605,-0.273290938769212,0.959583053048886,0.87605058753475,1.1043474210068,0.506837802603102
Taiwan,2015,13,3,1,3,-1.21120710159193,-1.06249463786127,-1.33928946296008,-1.48954639624731,-1.46836747684667,-0.671138371981627
Tianjin,2015,189,76,10,70,-0.642303210022208,0.239803132541906,0.100263413014867,-0.396329066900856,0.376189532730348,-0.371047023651296
Tibet,2015,34,63,22,49,-0.514458484934321,-0.60494149590815,0.0102534422169826,0.0766768572057419,0.151321695331569,-0.303610156902701
Xinjiang,2015,303,49,11,46,-0.517725345213412,0.474501170850002,-0.109904395861079,-0.340530591097631,0.111642483690134,-0.305333394378286
Yunnan,2015,536,399,67,193,1.1021367691513,0.758618626136201,0.902252783021717,0.771830784689561,1.02078624472024,0.549128340217446
Zhejiang,2015,190,326,58,174,0.466350766024429,0.242424417681418,0.804171593014699,0.680788389288584,0.954688525711537,0.2137573192855
Anhui,2016,108,21,15,15,-0.911703990885333,-0.0376758135689907,-0.509512340035053,-0.156046426910279,-0.57937016859759,-0.513153352626111
Beijing,2016,263,727,170,279,1.04706194957048,0.404053054711,1.19373328459155,1.36318898102267,1.25609057493377,0.52007690092872
Chongqing,2016,5,37,22,32,-0.722560319940946,-1.48559593606752,-0.243485079885787,0.0766768572057419,-0.115138388167173,-0.413381879653345
Fujian,2016,279,136,45,100,-0.139610230590543,0.433435274483668,0.380713794021025,0.521176846984752,0.60220125786398,-0.105881296664259
Gansu,2016,175,49,19,42,-0.552062001497141,0.201582563944615,-0.109904395861079,-0.0129493920232701,0.0546025952927596,-0.323445651358825
Guangdong,2016,489,320,77,205,0.783688097147285,0.712881473325706,0.795157544402136,0.859814836014918,1.05927435416476,0.381149718921662
Guangxi,2016,119,86,30,74,-0.21233097123779,0.0103339762774098,0.159696255271227,0.268093823303856,0.411336739615448,-0.14424079013195
Guizhou,2016,51,47,12,32,-0.603071658468903,-0.40724954564959,-0.129774285916565,-0.289200969134761,-0.115138388167173,-0.350352756346782
Hainan,2016,29,53,21,38,-0.622859685835688,-0.681917203983802,-0.0724440158893969,0.048170922878154,-0.00801061230462334,-0.360790751061339
Hebei,2016,100,145,35,95,-0.0763952662616128,-0.0757402284132791,0.411683265177471,0.363985224273037,0.569642183935369,-0.0725360090660682
Heilongjiang,2016,47,50,10,30,-0.641932006849941,-0.447219165675706,-0.10026557169756,-0.396329066900856,-0.155231192860022,-0.370851217536905
Henan,2016,44,112,32,86,-0.318590368451631,-0.479446713217417,0.286970117142708,0.308186748469812,0.506514927409468,-0.200291603380363
Hong Kong,2016,30,13,9,11,-0.916296578888006,-0.665543485539593,-0.729513709910159,-0.45744938180228,-0.76385377843825,-0.515575898765222
Hubei,2016,897,146,55,73,-0.291160922347211,1.01537228949824,0.415005767594744,0.64732281747137,0.402728878775413,-0.185822833545237
Hunan,2016,133,84,20,73,-0.26767254065029,0.0654366838675711,0.148376100544091,0.0183386635050077,0.402728878775413,-0.173432937399374
Inner Mongolia,2016,70,91,26,51,-0.444677332067722,-0.251732756202569,0.186895773021324,0.179501060085685,0.176472997536038,-0.266801267805453
Jiangsu,2016,351,247,83,136,0.299147513306694,0.547708154075221,0.669571383718433,0.907338643063028,0.797700922713009,0.125559206569422
Jiangxi,2016,202,116,44,78,-0.159433399104974,0.272851310789928,0.303902075274534,0.507082259160046,0.444657273365158,-0.116337827997278
Jilin,2016,8,15,8,8,-0.934581493241917,-1.28312544530114,-0.664518010371548,-0.525014755284983,-0.948337388278911,-0.525221015776867
Liaoning,2016,32,194,16,151,-0.160483672794714,-0.634323715680818,0.552543747516185,-0.11716919486846,0.864329239822147,-0.11689183729892
Ningxia,2016,6,2,2,2,-1.2215590663345,-1.40862022799187,-1.47931719109363,-1.22953057065565,-1.65285108668733,-0.67659893413193
Qinghai,2016,85,228,20,136,-0.0912812545871559,-0.156022926538344,0.630774548067235,0.0183386635050077,0.797700922713009,-0.0803882251855888
Shaanxi,2016,54,56,32,49,-0.622983024963562,-0.379241064494087,-0.0461270817250702,0.308186748469812,0.151321695331569,-0.360855811268756
Shandong,2016,21,61,22,58,-0.285200284272316,-0.836794206447203,-0.00520006887009837,0.0766768572057419,0.257462133040668,-0.182678654109465
Shanghai,2016,400,609,124,243,0.815088951337072,0.61278904389147,1.10765633153646,1.16224465730877,1.16783728766619,0.3977133684452
Shanxi,2016,34,26,13,22,-0.919475965616484,-0.60494149590815,-0.409829742183662,-0.241677162086651,-0.346647583779436,-0.517252994781528
Sichuan,2016,29,581,99,229,1.52911065108647,-0.681917203983802,1.08478492294079,1.01914762242176,1.12994498349649,0.774352969246122
Taiwan,2016,20,5,4,4,-0.93032684022935,-0.860024147094881,-1.14193146479936,-0.90194937158129,-1.32527087194436,-0.522976727105021
Tianjin,2016,103,63,19,53,-0.597591391936458,-0.0611239555189846,0.0102534422169826,-0.0129493920232701,0.200674964254047,-0.347461968294
Tibet,2016,56,72,26,44,-0.640602168153734,-0.361405108775431,0.0742975388832059,0.179501060085685,0.083756524872478,-0.370149740374734
Xinjiang,2016,214,97,17,56,-0.415206426877956,0.301530215414772,0.217647769434027,-0.0805147655059728,0.235346975856947,-0.251255647875679
Yunnan,2016,515,583,93,257,1.54716719421666,0.738698744489254,1.086454717766,0.979468291550004,1.20361494782572,0.783877622626806
Zhejiang,2016,91,337,76,182,0.549787207476065,-0.122345875301317,0.820275894572014,0.851540167259803,0.98335367782553,0.257769242188717
Anhui,2017,89,34,20,29,-0.808536387562816,-0.133321123086811,-0.283514039507791,0.0183386635050077,-0.176258519411401,-0.458733431012218
Beijing,2017,273,1279,249,328,2.71253178989147,0.422618526516172,1.46841029150215,1.60674464708778,1.35950796819464,1.39859627369377
Chongqing,2017,3,95,33,76,-0.511688146806111,-1.68806642683391,0.2076114403777,0.32733079491055,0.428213397928915,-0.302148830101206
Fujian,2017,426,225,62,128,1.92825489552961,0.644159732881702,0.624355843436974,0.722854478875676,0.759116293701178,0.984897731319618
Gansu,2017,163,73,20,62,-0.521155248215574,0.166319422419936,0.0809200181044846,0.0183386635050077,0.299528096225596,-0.307142635327089
Guangdong,2017,509,410,107,222,0.879259012501442,0.732858284080895,0.915457518476007,1.06850103964371,1.11012472137908,0.431562460466915
Guangxi,2017,165,147,53,98,0.0050378160775377,0.172372268316322,0.41830574439875,0.624001049864696,0.589375310241246,-0.0295808388871073
Guizhou,2017,62,44,18,32,-0.620545437398828,-0.311428066197889,-0.161188069942012,-0.0458426497186698,-0.115138388167173,-0.359570007199186
Hainan,2017,55,102,34,68,-0.332801655914645,-0.370243457600054,0.241868921182089,0.345919862579368,0.357866114628983,-0.20778792126372
Hebei,2017,46,302,74,127,0.250361436944595,-0.457732262875314,0.767068325835405,0.834663458234407,0.754125793776029,0.0998250190340662
Heilongjiang,2017,55,26,13,26,-0.689109889724528,-0.370243457600054,-0.409829742183662,-0.241677162086651,-0.243823689870492,-0.395737098426455
Henan,2017,59,130,38,94,-0.117160923443199,-0.335791613853196,0.358915612159895,0.415314846235907,0.562927190599917,-0.0940395023809755
Hong Kong,2017,26,3,3,3,-0.841563322743565,-0.734529364404148,-1.33928946296008,-1.0450464064683,-1.46836747684667,-0.476154822668131
Hubei,2017,937,157,51,111,0.341371814539439,1.03713406297082,0.450130456869195,0.59979901042326,0.668495315906917,0.147832120636292
Hunan,2017,131,97,28,77,-0.362638695374126,0.0579274645803938,0.217647769434027,0.225326116654512,0.436488041819916,-0.223526673510388
Inner Mongolia,2017,88,84,41,56,-0.396249516056542,-0.138900551773383,0.148376100544091,0.462838653284018,0.235346975856947,-0.241256059170319
Jiangsu,2017,409,312,108,169,0.4156873527356,0.623872564373052,0.7828731141169,1.07441147715948,0.936099513900024,0.187032854520615
Jiangxi,2017,202,155,69,89,0.0263238253243956,0.272851310789928,0.443929803408083,0.790419852358379,0.528255178997018,-0.0183526730929933
Jilin,2017,37,25,18,20,-0.730704902346144,-0.563875599541817,-0.428199647341165,-0.0458426497186698,-0.404985602182823,-0.417678068784377
Liaoning,2017,154,171,26,133,-0.149669077528448,0.138135246544129,0.491454812370062,0.179501060085685,0.78350234998669,-0.111187241982924
Ningxia,2017,7,9,3,9,-1.07970966445461,-1.3419408367033,-0.893289792557711,-1.0450464064683,-0.88077221781982,-0.601774734648017
Qinghai,2017,102,346,47,183,0.256207522124468,-0.0659486662152217,0.833067002679636,0.54846938846039,0.986848378594183,0.102908772916012
Shaanxi,2017,127,249,61,181,0.0712116392425043,0.0425615238191205,0.673481000835554,0.712593813082867,0.979839827916005,0.00532521837847919
Shandong,2017,22,131,34,107,-0.329577926767543,-0.81459705556253,0.362617110714194,0.345919862579368,0.645173618378587,-0.206087435046731
Shanghai,2017,380,856,179,277,1.19034375450323,0.587241085247615,1.27313929394902,1.39608223871807,1.2514935946463,0.595656679289584
Shanxi,2017,26,22,17,15,-1.01382633802763,-0.734529364404148,-0.487875679567207,-0.0805147655059728,-0.57937016859759,-0.567021911626527
Sichuan,2017,31,692,125,256,1.42407896879873,-0.649689656442091,1.16975086192483,1.16735446865469,1.20112455244731,0.718949763850281
Taiwan,2017,58,22,7,20,-0.673836985779466,-0.344184310107046,-0.487875679567207,-0.600546416689289,-0.404985602182823,-0.387680788027264
Tianjin,2017,55,87,29,65,-0.434890030672799,-0.370243457600054,0.165259112553477,0.247066433568388,0.329360265957366,-0.261638560157218
Tibet,2017,14,71,23,59,-0.434571862901086,-1.02804279411441,0.0675837122441514,0.103969398681379,0.268240134713139,-0.261470729708132
Xinjiang,2017,77,132,29,69,-0.28324631621376,-0.204779054883205,0.366290673164133,0.247066433568388,0.367093266684688,-0.181647954692612
Yunnan,2017,497,719,107,275,1.76097432921777,0.720968349213313,1.18835483523505,1.06850103964371,1.24686342287806,0.896658836423908
Zhejiang,2017,49,367,85,201,0.515205771018146,-0.426834552797071,0.861667225609855,0.922428231755976,1.04669991198852,0.239527866013168
Anhui,2018,68,72,32,60,-0.548608277394665,-0.266000974665538,0.0742975388832059,0.308186748469812,0.278839979417111,-0.321623845007996
Beijing,2018,817,2246,306,348,2.50149737718438,0.968778731010229,1.74231902374632,1.73845468829394,1.39735234023242,1.28727764432277
Chongqing,2018,16,73,28,62,-0.387978868767614,-0.965542119030424,0.0809200181044846,0.225326116654512,0.299528096225596,-0.236893372021791
Fujian,2018,807,384,94,196,0.621471303533471,0.962636541978539,0.8836488097115,0.986254364726359,1.03062699032011,0.295581915574291
Gansu,2018,138,98,24,72,-0.398314283428406,0.0837300728063119,0.222589382580646,0.130147642863739,0.394003900593442,-0.242345204162633
Guangdong,2018,940,854,161,299,4.46165018697347,1.03872859441321,1.27200203942654,1.32851686523536,1.30033404786453,2.32123945815403
Guangxi,2018,388,257,78,137,0.430124237262608,0.597617638826453,0.688812810530779,0.867984092107524,0.802364768753523,0.194648172692275
Guizhou,2018,150,179,33,115,-0.0527465120929986,0.125079504907947,0.513583382646519,0.32733079491055,0.690998537250129,-0.0600615179789876
Hainan,2018,140,162,50,89,-0.200972753844057,0.0908638180216773,0.465295070105759,0.587346620502208,0.528255178997018,-0.138249439355794
Hebei,2018,87,342,79,161,0.531572814462247,-0.144543026185991,0.827423522483947,0.87605058753475,0.905188662662466,0.248161324507835
Heilongjiang,2018,80,32,17,29,-0.84802583549792,-0.185933283507156,-0.312154341874337,-0.0805147655059728,-0.176258519411401,-0.479563736185501
Henan,2018,44,198,56,118,-0.0114060783551186,-0.479446713217417,0.562427228490178,0.658673165651999,0.707372431128602,-0.0382548355414133
Hong Kong,2018,61,12,6,11,-0.905415023355768,-0.319417895408987,-0.765585373635431,-0.68617715186566,-0.76385377843825,-0.50983598255092
Hubei,2018,563,159,49,125,0.042351739401933,0.78311499828289,0.45625311261935,0.574647632642749,0.744026750350136,-0.00989810208772286
Hunan,2018,238,148,28,105,0.0362605729502557,0.354374579360533,0.421583498968214,0.225326116654512,0.633186802014555,-0.0131111339907825
Inner Mongolia,2018,241,173,56,80,-0.124246940747678,0.360603604070109,0.497081981565492,0.658673165651999,0.460690008537927,-0.097777308570569
Jiangsu,2018,505,320,112,174,0.440199964571931,0.728926345085389,0.795157544402136,1.09752309305825,0.954688525711537,0.199963022245018
Jiangxi,2018,269,251,96,116,1.05555276590845,0.415274957810181,0.677359465294072,0.999614804868216,0.696503086103796,0.524555725139706
Jilin,2018,92,60,29,31,-0.658760876752223,-0.116947404642602,-0.0131147914544373,0.247066433568388,-0.13487151447305,-0.379728285060414
Liaoning,2018,128,258,25,194,0.0852121735253651,0.0464475642280415,0.690695771154404,0.155299020644249,1.02408330084677,0.0127103659799415
Ningxia,2018,37,34,20,16,-0.901541857131266,-0.563875599541817,-0.283514039507791,0.0183386635050077,-0.540493053375906,-0.507792924502203
Qinghai,2018,331,487,54,210,0.534883559976108,0.518497858446928,0.999042387428359,0.635767947544173,1.07465341264667,0.249907711024003
Shaanxi,2018,354,307,70,213,0.496505629022548,0.551945975881153,0.775034865603397,0.799516145737009,1.08370687130912,0.229663720401607
Shandong,2018,35,130,32,95,-0.1468780029693,-0.590874265039927,0.358915612159895,0.308186748469812,0.569642183935369,-0.109714976912924
Shanghai,2018,824,1324,239,333,1.67363127328657,0.973033748486626,1.48522848056324,1.58056640290542,1.36918048948709,0.85058621183812
Shanxi,2018,65,42,21,38,-0.727185037446208,-0.288198125550212,-0.183316640218468,0.048170922878154,-0.00801061230462334,-0.415821373797025
Sichuan,2018,333,888,158,289,1.90902197818396,0.521496988617955,1.29098302268381,1.31653001285267,1.27859379627698,0.974752551818988
Taiwan,2018,144,17,5,17,-0.933210712921732,0.1048326637704,-0.60718774034438,-0.785030580876641,-0.503838734154372,-0.524497942300582
Tianjin,2018,146,123,51,77,-0.226541496155079,0.111673232008369,0.332185657424167,0.59979901042326,0.436488041819916,-0.151736705779749
Tibet,2018,140,170,36,91,-0.0913637230446466,0.0908638180216773,0.488616642729912,0.381555581749979,0.542349724469644,-0.0804317265062334
Xinjiang,2018,530,315,57,118,0.563047166721201,0.753007851686936,0.787516183163461,0.669826106433522,0.707372431128602,0.264763743558181
Yunnan,2018,1268,1053,139,319,2.29949095858011,1.18805597981566,1.37385155052597,1.23491984213739,1.34172105280288,1.18072119528342
Zhejiang,2018,105,587,103,264,1.18416975006277,-0.0516121694076592,1.08977722018327,1.04429900020227,1.2207820610414,0.592399951141666
Anhui,2019,66,194,49,131,0.986771610960237,-0.280688906263035,0.552543747516185,0.574647632642749,0.773858920081906,0.488274325356739
Beijing,2019,909,2527,390,362,4.24599748302934,1.02200097540678,1.79967336204626,1.8935540483636,1.42257431035298,2.20748472443422
Chongqing,2019,13,101,35,80,-0.343871852752281,-1.06249463786127,0.237120154596705,0.363985224273037,0.460690008537927,-0.213627343957986
Fujian,2019,514,420,114,187,0.988228461250831,0.7377300658685,0.92715867604604,1.10877387165077,1.00063979193921,0.489042799917202
Gansu,2019,164,225,40,162,0.217986853574854,0.169355016402904,0.624355843436974,0.447385425266934,0.909134988987078,0.0827477367039143
Guangdong,2019,1043,1292,218,327,2.32028531317025,1.09059727374187,1.47332885747841,1.52184638250038,1.35755583273284,1.19169001795994
Guangxi,2019,257,343,89,176,0.590773029203368,0.392573154358648,0.828840538664328,0.951582248939056,0.961975831449087,0.279388870190621
Guizhou,2019,64,198,25,148,0.0946059361901992,-0.295821993827081,0.562427228490178,0.155299020644249,0.851545906147927,0.0176654857211812
Hainan,2019,57,114,30,79,-0.218621209601729,-0.352720478182716,0.295509717129426,0.268093823303856,0.452723744553799,-0.147558830560088
Hebei,2019,161,506,109,160,0.735667071046115,0.160192306623449,1.01763389273273,1.08026793732318,0.901217900725071,0.355819088063884
Heilongjiang,2019,37,68,28,55,-0.57147958190849,-0.563875599541817,0.0468680448877761,0.225326116654512,0.223996661782378,-0.33368823885612
Henan,2019,123,275,79,176,0.429166207291661,0.0267076947216188,0.721639497476307,0.87605058753475,0.961975831449087,0.194142821067892
Hong Kong,2019,104,27,16,24,-0.741183753189381,-0.0563454150111586,-0.392127983615893,-0.11716919486846,-0.29317695879297,-0.423205562136238
Hubei,2019,634,185,69,137,0.306612317461039,0.842323736434346,0.529543655584884,0.790419852358379,0.802364768753523,0.12949681919063
Hunan,2019,313,183,57,121,0.0725850075421682,0.490662894524562,0.52428149931559,0.669826106433522,0.72333863354165,0.0060496569891259
Inner Mongolia,2019,127,141,50,95,0.0361370256496956,0.0425615238191205,0.39816170918581,0.587346620502208,0.569642183935369,-0.0131763040072951
Jiangsu,2019,580,727,173,295,1.2032378132792,0.797944057288965,1.19373328459155,1.37434192180419,1.29172618702449,0.602458171669702
Jiangxi,2019,263,312,118,132,0.623660720246896,0.404053054711,0.7828731141169,1.1307000392922,0.778698761953035,0.296736811899179
Jilin,2019,46,56,28,39,-0.595496246312106,-0.457732262875314,-0.0461270817250702,0.225326116654512,0.00822509042925968,-0.346356799064755
Liaoning,2019,118,193,31,153,-0.0676961819696415,0.00615526007282566,0.550041198485809,0.288453562868731,0.872712052053455,-0.0679473255061546
Ningxia,2019,25,55,28,29,-0.70839007977231,-0.753375135780197,-0.0547422573216276,0.225326116654512,-0.176258519411401,-0.405907213824224
Qinghai,2019,114,302,54,164,0.341367228585675,-0.0109183234788073,0.767068325835405,0.635767947544173,0.916955524984216,0.14782970158965
Shaanxi,2019,330,310,58,213,0.814282732973065,0.516991511384859,0.779752945008227,0.680788389288584,1.08370687130912,0.397288095987955
Shandong,2019,41,114,50,85,-0.0782777758909012,-0.513898556964274,0.295509717129426,0.587346620502208,0.499101249417299,-0.0735290148466039
Shanghai,2019,659,1821,260,352,2.05009592165474,0.861606196664116,1.64026754561788,1.63435774739585,1.40466040797353,1.04916770442695
Shanxi,2019,73,80,37,48,-0.537100234346318,-0.231066896528323,0.12491398227132,0.39865734006034,0.138366183913266,-0.315553462635513
Sichuan,2019,530,1017,204,281,2.13220469333347,0.753007851686936,1.35693593927466,1.47948243971196,1.26065483622309,1.09247929425424
Taiwan,2019,68,24,3,23,-0.140900315124344,-0.266000974665538,-0.447290122155344,-1.0450464064683,-0.319355124313711,-0.106561803886912
Tianjin,2019,100,208,55,139,0.00931536678138924,-0.0757402284132791,0.586292043039238,0.64732281747137,0.811591920809227,-0.0273244719026448
Tibet,2019,46,121,29,88,0.0284145930144946,-0.457732262875314,0.324270934839828,0.247066433568388,0.521090009438103,-0.0172498131820932
Xinjiang,2019,243,344,45,207,0.704097631499402,0.364713534039664,0.830253441584409,0.521176846984752,1.06547030578512,0.339166511380912
Yunnan,2019,984,1218,169,334,2.53255083665068,1.061548309004,1.44464292315138,1.35942780935558,1.37109760901354,1.30365804646038
Zhejiang,2019,110,824,150,299,1.4680210923837,-0.0285964057619384,1.25461645151893,1.28342444662002,1.30033404786453,0.742128812738006
Anhui,2020,216,163,25,120,-0.0920941137421527,0.306153893563657,0.468272111277291,0.155299020644249,0.718060611944565,-0.0808170005964101
Beijing,2020,3360,3446,250,363,3.59405035541155,1.67443113069502,1.95060112417088,1.60930464222773,1.42433848204054,1.86358886528113
Chongqing,2020,16,87,27,69,-0.145487837389408,-0.965542119030424,0.165259112553477,0.20282282769236,0.367093266684688,-0.108981677898004
Fujian,2020,1251,327,75,188,0.669333993254692,1.18132123875449,0.805657837571557,0.84315732983935,1.00404179463402,0.320829025509725
Gansu,2020,235,163,34,106,-0.147428637887222,0.348066870154166,0.468272111277291,0.345919862579368,0.639208217184578,-0.110005431552812
Guangdong,2020,3330,1183,166,317,1.91094714077842,1.66995393089574,1.43046292328155,1.34801009650963,1.33770050042297,0.975768056629708
Guangxi,2020,687,264,70,157,0.623847323992766,0.882353843853474,0.701843083866607,0.799516145737009,0.889155927489698,0.296835243586027
Guizhou,2020,183,215,17,115,-0.155589671783708,0.223779714829289,0.602327436699134,-0.0805147655059728,0.690998537250129,-0.114310298687766
Hainan,2020,331,124,43,85,-0.267182135084386,0.518497858446928,0.336095274541289,0.492670912657164,0.499101249417299,-0.173174253165215
Hebei,2020,391,270,93,143,0.349579919194868,0.601453921503196,0.712740808787067,0.979468291550004,0.829657228219248,0.152161817145289
Heilongjiang,2020,41,8,7,8,-1.07967471741401,-0.513898556964274,-0.944573466638645,-0.600546416689289,-0.948337388278911,-0.601756300419162
Henan,2020,217,201,41,142,0.176528082766391,0.308449776561615,0.569710327674688,0.462838653284018,0.825188387807114,0.0608786325961863
Hong Kong,2020,29,5,5,4,-0.96824968486073,-0.681917203983802,-1.14193146479936,-0.785030580876641,-1.32527087194436,-0.542980664055693
Hubei,2020,889,229,68,133,0.366365714881209,1.01090377044095,0.632895443423692,0.78119267257641,0.78350234998669,0.161016163432871
Hunan,2020,2080,134,33,95,-0.244621399439138,1.43504597301534,0.373555654512971,0.32733079491055,0.569642183935369,-0.161273681417628
Inner Mongolia,2020,299,141,44,93,-0.163940838217891,0.467887118230526,0.39816170918581,0.507082259160046,0.556141137814674,-0.118715458913424
Jiangsu,2020,955,729,121,313,1.86870553460949,1.04662575962174,1.1950686618741,1.14666628968139,1.32958297426006,0.953486014374915
Jiangxi,2020,753,201,64,138,1.32042235166409,0.928096403001603,0.569710327674688,0.742896045310268,0.806994940521757,0.664271892139005
Jilin,2020,140,4,4,3,-1.14336747296961,0.0908638180216773,-1.23067551885198,-0.90194937158129,-1.46836747684667,-0.635353618308509
Liaoning,2020,306,196,24,152,-0.00879856255119285,0.47940484697367,0.557510573411207,0.130147642863739,0.868534343440932,-0.036879395954889
Ningxia,2020,105,48,21,40,-0.675547073367825,-0.0516121694076592,-0.119737956860239,0.048170922878154,0.0240598703592195,-0.388582842834338
Qinghai,2020,627,413,69,185,0.905243824202651,0.836788484655168,0.918997495637024,0.790419852358379,0.993781159672937,0.44526919950505
Shaanxi,2020,367,140,38,103,-0.0503677587156374,0.569905304959895,0.394721802895662,0.415314846235907,0.620971651660577,-0.0588067483791734
Shandong,2020,65,133,55,94,-0.0723535031924298,-0.288198125550212,0.369936718034044,0.64732281747137,0.562927190599917,-0.0704040177982352
Shanghai,2020,2018,1853,186,348,2.74441527978248,1.41994241793383,1.64874209638632,1.420548124257,1.39735234023242,1.41541450892234
Shanxi,2020,232,97,23,84,-0.430635319654846,0.341678463120277,0.217647769434027,0.103969398681379,0.491600859775484,-0.259394240888087
Sichuan,2020,1170,947,157,285,1.82477929992397,1.14792237381966,1.32225990761844,1.31248408188653,1.26968704193165,0.930315346729312
Tianjin,2020,203,186,34,114,-0.0941421187275731,0.275305142127779,0.532153553066749,0.345919862579368,0.685446329371953,-0.0818973035905877
Tibet,2020,239,271,44,112,0.380994343154402,0.356459566408016,0.71453360902452,0.507082259160046,0.674195584586302,0.168732624592265
Xinjiang,2020,307,87,14,77,-0.449793461911177,0.481028762786652,0.165259112553477,-0.197433556210622,0.436488041819916,-0.269499977246022
Yunnan,2020,2119,845,113,247,1.90777086577564,1.44431774293728,1.26685125364491,1.10317315543101,1.1782647695136,0.974092602018874
Zhejiang,2020,251,1131,124,324,2.07329385331832,0.380823114063323,1.40860197371633,1.16224465730877,1.35166351558974,1.06140439096497
Anhui,2021,1553,218,52,162,1.42441982276721,1.28922656347192,0.609041263338188,0.612014197482006,0.909134988987078,0.719129561050653
Beijing,2021,8662,5363,365,365,6.28918470642953,2.14723044024726,2.16584240046671,1.85118210505206,1.42785233195007,3.28524639533734
Chongqing,2021,148,206,48,145,0.0661590687993873,0.118421357302138,0.581611769342758,0.561692082294998,0.838502554717982,0.00266003591220116
Fujian,2021,2498,646,111,276,1.58551405809151,1.52644872007307,1.13631943171637,1.09182280725038,1.24918268762664,0.804105225663044
Gansu,2021,780,192,43,141,0.113998493469075,0.945665054314743,0.547525716328088,0.492670912657164,0.820688186854888,0.0278948737560103
Guangdong,2021,8479,1966,229,332,3.1045749316689,2.13656892319849,1.6775398958305,1.55327386142978,1.36725762146771,1.60539527219425
Guangxi,2021,1644,705,102,290,1.34921343307148,1.31764384831166,1.17879712843097,1.03810302996397,1.28080128900411,0.679458911541513
Guizhou,2021,395,201,37,154,0.107788474069911,0.606523545477385,0.569710327674688,0.39865734006034,0.876862720291367,0.0246191480626763
Hainan,2021,1352,449,119,214,0.806765710552339,1.22006213357303,0.959583053048886,1.13606641312641,1.08669650844415,0.393322938731884
Hebei,2021,568,497,107,225,0.76888341371688,0.787522384991645,1.0089158439002,1.06850103964371,1.11869423871084,0.373340390354801
Heilongjiang,2021,136,40,11,36,-0.892705213251399,0.0764929363855656,-0.20649934131124,-0.340530591097631,-0.0417697753491267,-0.503131679578552
Henan,2021,501,558,81,274,2.07459043273288,0.724963199898524,1.06515890169471,0.891885415045944,1.24453573972719,1.06208832417495
Hong Kong,2021,18,6,4,6,-1.06064918211485,-0.910001189672423,-1.06689943620442,-0.90194937158129,-1.10949930059124,-0.591720512959741
Hubei,2021,3176,895,111,294,1.36874779230823,1.64631692298212,1.29480064785543,1.09182280725038,1.28955604619206,0.689763098749568
Hunan,2021,4042,554,52,272,0.739137716452125,1.76668594363693,1.06166341296183,0.612014197482006,1.23985487219988,0.357649820240091
