"species","species_cn","order","order_cn","family","family_cn","genus","genus_cn","tree_label_direct","target_tree_label","bridge_type","bridge_note","tree_label_final","exact_match","bridged_match","unresolved","match_status"
"Cypsiurus balasiensis","棕雨燕","Caprimulgiformes","夜鹰目","Apodidae","雨燕科","Cypsiurus","棕雨燕属","Cypsiurus_balasiensis",NA,NA,NA,"Cypsiurus_balasiensis",TRUE,FALSE,FALSE,"Exact match"
"Hirundapus caudacutus","白喉针尾雨燕","Caprimulgiformes","夜鹰目","Apodidae","雨燕科","Hirundapus","针尾雨燕属","Hirundapus_caudacutus",NA,NA,NA,"Hirundapus_caudacutus",TRUE,FALSE,FALSE,"Exact match"
"Hirundapus celebensis","紫针尾雨燕","Caprimulgiformes","夜鹰目","Apodidae","雨燕科","Hirundapus","针尾雨燕属","Hirundapus_celebensis",NA,NA,NA,"Hirundapus_celebensis",TRUE,FALSE,FALSE,"Exact match"
"Hirundapus cochinchinensis","灰喉针尾雨燕","Caprimulgiformes","夜鹰目","Apodidae","雨燕科","Hirundapus","针尾雨燕属","Hirundapus_cochinchinensis",NA,NA,NA,"Hirundapus_cochinchinensis",TRUE,FALSE,FALSE,"Exact match"
"Hirundapus giganteus","褐背针尾雨燕","Caprimulgiformes","夜鹰目","Apodidae","雨燕科","Hirundapus","针尾雨燕属","Hirundapus_giganteus",NA,NA,NA,"Hirundapus_giganteus",TRUE,FALSE,FALSE,"Exact match"
"Tachymarptis melba","高山雨燕","Caprimulgiformes","夜鹰目","Apodidae","雨燕科","Tachymarptis",NA,"Tachymarptis_melba",NA,NA,NA,"Tachymarptis_melba",TRUE,FALSE,FALSE,"Exact match"
"Caprimulgus aegyptius","埃及夜鹰","Caprimulgiformes","夜鹰目","Caprimulgidae","夜鹰科","Caprimulgus","夜鹰属","Caprimulgus_aegyptius",NA,NA,NA,"Caprimulgus_aegyptius",TRUE,FALSE,FALSE,"Exact match"
"Caprimulgus affinis","林夜鹰","Caprimulgiformes","夜鹰目","Caprimulgidae","夜鹰科","Caprimulgus","夜鹰属","Caprimulgus_affinis",NA,NA,NA,"Caprimulgus_affinis",TRUE,FALSE,FALSE,"Exact match"
"Caprimulgus europaeus","欧夜鹰","Caprimulgiformes","夜鹰目","Caprimulgidae","夜鹰科","Caprimulgus","夜鹰属","Caprimulgus_europaeus",NA,NA,NA,"Caprimulgus_europaeus",TRUE,FALSE,FALSE,"Exact match"
"Caprimulgus jotaka","普通夜鹰","Caprimulgiformes","夜鹰目","Caprimulgidae","夜鹰科","Caprimulgus","夜鹰属","Caprimulgus_jotaka",NA,NA,NA,"Caprimulgus_jotaka",TRUE,FALSE,FALSE,"Exact match"
"Caprimulgus macrurus","长尾夜鹰","Caprimulgiformes","夜鹰目","Caprimulgidae","夜鹰科","Caprimulgus","夜鹰属","Caprimulgus_macrurus",NA,NA,NA,"Caprimulgus_macrurus",TRUE,FALSE,FALSE,"Exact match"
"Lyncornis macrotis","毛腿夜鹰","Caprimulgiformes","夜鹰目","Caprimulgidae","夜鹰科","Lyncornis",NA,"Lyncornis_macrotis",NA,NA,NA,"Lyncornis_macrotis",TRUE,FALSE,FALSE,"Exact match"
"Hemiprocne coronata","凤头雨燕","Caprimulgiformes","夜鹰目","Hemiprocnodae","凤头雨燕科","Hemiprocne","凤头雨燕属","Hemiprocne_coronata",NA,NA,NA,"Hemiprocne_coronata",TRUE,FALSE,FALSE,"Exact match"
"Batrachostomus hodgsoni","黑顶蛙口夜鹰","Caprimulgiformes","夜鹰目","Podargidae","蛙口夜鹰科","Batrachostomus","蛙嘴夜鹰属","Batrachostomus_hodgsoni",NA,NA,NA,"Batrachostomus_hodgsoni",TRUE,FALSE,FALSE,"Exact match"
"Brachyramphus perdix","长嘴斑海雀","Charadriiformes","鸻形目","Alcidae","海雀科","Brachyramphus","斑海雀属","Brachyramphus_perdix",NA,NA,NA,"Brachyramphus_perdix",TRUE,FALSE,FALSE,"Exact match"
"Cerorhinca monocerata","角嘴海雀","Charadriiformes","鸻形目","Alcidae","海雀科","Cerorhinca","角嘴海雀属","Cerorhinca_monocerata",NA,NA,NA,"Cerorhinca_monocerata",TRUE,FALSE,FALSE,"Exact match"
"Synthliboramphus antiquus","扁嘴海雀","Charadriiformes","鸻形目","Alcidae","海雀科","Synthliboramphus","扁嘴海雀属","Synthliboramphus_antiquus",NA,NA,NA,"Synthliboramphus_antiquus",TRUE,FALSE,FALSE,"Exact match"
"Synthliboramphus wumizusume","冠海雀","Charadriiformes","鸻形目","Alcidae","海雀科","Synthliboramphus","扁嘴海雀属","Synthliboramphus_wumizusume",NA,NA,NA,"Synthliboramphus_wumizusume",TRUE,FALSE,FALSE,"Exact match"
"Uria aalge","崖海鸦","Charadriiformes","鸻形目","Alcidae","海雀科","Uria",NA,"Uria_aalge",NA,NA,NA,"Uria_aalge",TRUE,FALSE,FALSE,"Exact match"
"Burhinus oedicnemus","石鸻","Charadriiformes","鸻形目","Burhinidae","石鸻科","Burhinus","石鸻属","Burhinus_oedicnemus",NA,NA,NA,"Burhinus_oedicnemus",TRUE,FALSE,FALSE,"Exact match"
"Esacus recurvirostris","大石鸻","Charadriiformes","鸻形目","Burhinidae","石鸻科","Esacus","大石鸻属","Esacus_recurvirostris",NA,NA,NA,"Esacus_recurvirostris",TRUE,FALSE,FALSE,"Exact match"
"Charadrius alexandrinus","环颈鸻","Charadriiformes","鸻形目","Charadriidae","鸻科","Charadrius","鸻属","Charadrius_alexandrinus","Anarhynchus_alexandrinus","Genus update","Recent plover generic revision.","Anarhynchus_alexandrinus",FALSE,TRUE,FALSE,"Bridged match"
"Charadrius asiaticus","红胸鸻","Charadriiformes","鸻形目","Charadriidae","鸻科","Charadrius","鸻属","Charadrius_asiaticus","Anarhynchus_asiaticus","Genus update","Recent plover generic revision.","Anarhynchus_asiaticus",FALSE,TRUE,FALSE,"Bridged match"
"Charadrius atrifrons","青藏沙鸻","Charadriiformes","鸻形目","Charadriidae","鸻科","Charadrius","鸻属","Charadrius_atrifrons","Anarhynchus_atrifrons","Genus update","Recent plover generic revision.","Anarhynchus_atrifrons",FALSE,TRUE,FALSE,"Bridged match"
"Charadrius dealbatus","白脸鸻","Charadriiformes","鸻形目","Charadriidae","鸻科","Charadrius","鸻属","Charadrius_dealbatus","Anarhynchus_dealbatus","Genus update","Recent plover generic revision.","Anarhynchus_dealbatus",FALSE,TRUE,FALSE,"Bridged match"
"Charadrius dubius","金眶鸻","Charadriiformes","鸻形目","Charadriidae","鸻科","Charadrius","鸻属","Charadrius_dubius",NA,NA,NA,"Charadrius_dubius",TRUE,FALSE,FALSE,"Exact match"
"Charadrius hiaticula","剑鸻","Charadriiformes","鸻形目","Charadriidae","鸻科","Charadrius","鸻属","Charadrius_hiaticula",NA,NA,NA,"Charadrius_hiaticula",TRUE,FALSE,FALSE,"Exact match"
"Charadrius leschenaultii","铁嘴沙鸻","Charadriiformes","鸻形目","Charadriidae","鸻科","Charadrius","鸻属","Charadrius_leschenaultii","Anarhynchus_leschenaultii","Genus update","Recent plover generic revision.","Anarhynchus_leschenaultii",FALSE,TRUE,FALSE,"Bridged match"
"Charadrius mongolus","蒙古沙鸻","Charadriiformes","鸻形目","Charadriidae","鸻科","Charadrius","鸻属","Charadrius_mongolus","Anarhynchus_mongolus","Genus update","Recent plover generic revision.","Anarhynchus_mongolus",FALSE,TRUE,FALSE,"Bridged match"
"Charadrius placidus","长嘴剑鸻","Charadriiformes","鸻形目","Charadriidae","鸻科","Charadrius","鸻属","Charadrius_placidus",NA,NA,NA,"Charadrius_placidus",TRUE,FALSE,FALSE,"Exact match"
"Charadrius veredus","东方鸻","Charadriiformes","鸻形目","Charadriidae","鸻科","Charadrius","鸻属","Charadrius_veredus","Anarhynchus_veredus","Genus update","Recent plover generic revision.","Anarhynchus_veredus",FALSE,TRUE,FALSE,"Bridged match"
"Eudromias morinellus","小嘴鸻","Charadriiformes","鸻形目","Charadriidae","鸻科","Eudromias",NA,"Eudromias_morinellus",NA,NA,NA,"Eudromias_morinellus",TRUE,FALSE,FALSE,"Exact match"
"Pluvialis apricaria","欧金鸻","Charadriiformes","鸻形目","Charadriidae","鸻科","Pluvialis","斑鸻属","Pluvialis_apricaria",NA,NA,NA,"Pluvialis_apricaria",TRUE,FALSE,FALSE,"Exact match"
"Pluvialis fulva","金鸻","Charadriiformes","鸻形目","Charadriidae","鸻科","Pluvialis","斑鸻属","Pluvialis_fulva",NA,NA,NA,"Pluvialis_fulva",TRUE,FALSE,FALSE,"Exact match"
"Pluvialis squatarola","灰鸻","Charadriiformes","鸻形目","Charadriidae","鸻科","Pluvialis","斑鸻属","Pluvialis_squatarola",NA,NA,NA,"Pluvialis_squatarola",TRUE,FALSE,FALSE,"Exact match"
"Vanellus cinereus","灰头麦鸡","Charadriiformes","鸻形目","Charadriidae","鸻科","Vanellus","麦鸡属","Vanellus_cinereus",NA,NA,NA,"Vanellus_cinereus",TRUE,FALSE,FALSE,"Exact match"
"Vanellus duvaucelii","距翅麦鸡","Charadriiformes","鸻形目","Charadriidae","鸻科","Vanellus","麦鸡属","Vanellus_duvaucelii",NA,NA,NA,"Vanellus_duvaucelii",TRUE,FALSE,FALSE,"Exact match"
"Vanellus gregarius","黄颊麦鸡","Charadriiformes","鸻形目","Charadriidae","鸻科","Vanellus","麦鸡属","Vanellus_gregarius",NA,NA,NA,"Vanellus_gregarius",TRUE,FALSE,FALSE,"Exact match"
"Vanellus indicus","肉垂麦鸡","Charadriiformes","鸻形目","Charadriidae","鸻科","Vanellus","麦鸡属","Vanellus_indicus",NA,NA,NA,"Vanellus_indicus",TRUE,FALSE,FALSE,"Exact match"
"Vanellus leucurus","白尾麦鸡","Charadriiformes","鸻形目","Charadriidae","鸻科","Vanellus","麦鸡属","Vanellus_leucurus",NA,NA,NA,"Vanellus_leucurus",TRUE,FALSE,FALSE,"Exact match"
"Vanellus vanellus","凤头麦鸡","Charadriiformes","鸻形目","Charadriidae","鸻科","Vanellus","麦鸡属","Vanellus_vanellus",NA,NA,NA,"Vanellus_vanellus",TRUE,FALSE,FALSE,"Exact match"
"Chionis albus","白鞘嘴鸥","Charadriiformes","鸻形目","Chionidae","鞘嘴鸥科","Chionis",NA,"Chionis_albus",NA,NA,NA,"Chionis_albus",TRUE,FALSE,FALSE,"Exact match"
"Glareola lactea","灰燕鸻","Charadriiformes","鸻形目","Glareolidae","燕鸻科","Glareola","燕鸻属","Glareola_lactea",NA,NA,NA,"Glareola_lactea",TRUE,FALSE,FALSE,"Exact match"
"Glareola maldivarum","普通燕鸻","Charadriiformes","鸻形目","Glareolidae","燕鸻科","Glareola","燕鸻属","Glareola_maldivarum",NA,NA,NA,"Glareola_maldivarum",TRUE,FALSE,FALSE,"Exact match"
"Glareola nordmanni","黑翅燕鸻","Charadriiformes","鸻形目","Glareolidae","燕鸻科","Glareola","燕鸻属","Glareola_nordmanni",NA,NA,NA,"Glareola_nordmanni",TRUE,FALSE,FALSE,"Exact match"
"Glareola pratincola","领燕鸻","Charadriiformes","鸻形目","Glareolidae","燕鸻科","Glareola","燕鸻属","Glareola_pratincola",NA,NA,NA,"Glareola_pratincola",TRUE,FALSE,FALSE,"Exact match"
"Haematopus ostralegus","蛎鹬","Charadriiformes","鸻形目","Haematopodidae","蛎鹬科","Haematopus","蛎鹬属","Haematopus_ostralegus",NA,NA,NA,"Haematopus_ostralegus",TRUE,FALSE,FALSE,"Exact match"
"Ibidorhyncha struthersii","鹮嘴鹬","Charadriiformes","鸻形目","Ibidorhynchidae","鹮嘴鹬科","Ibidorhyncha","鹮嘴鹬属","Ibidorhyncha_struthersii",NA,NA,NA,"Ibidorhyncha_struthersii",TRUE,FALSE,FALSE,"Exact match"
"Hydrophasianus chirurgus","水雉","Charadriiformes","鸻形目","Jacanidae","水雉科","Hydrophasianus","水雉属","Hydrophasianus_chirurgus",NA,NA,NA,"Hydrophasianus_chirurgus",TRUE,FALSE,FALSE,"Exact match"
"Metopidius indicus","铜翅水雉","Charadriiformes","鸻形目","Jacanidae","水雉科","Metopidius","铜翅水雉属","Metopidius_indicus",NA,NA,NA,"Metopidius_indicus",TRUE,FALSE,FALSE,"Exact match"
"Anous minutus","玄燕鸥","Charadriiformes","鸻形目","Laridae","鸥科","Anous","玄燕鸥属","Anous_minutus",NA,NA,NA,"Anous_minutus",TRUE,FALSE,FALSE,"Exact match"
"Anous stolidus","白顶玄燕鸥","Charadriiformes","鸻形目","Laridae","鸥科","Anous","玄燕鸥属","Anous_stolidus",NA,NA,NA,"Anous_stolidus",TRUE,FALSE,FALSE,"Exact match"
"Chlidonias hybrida","灰翅浮鸥","Charadriiformes","鸻形目","Laridae","鸥科","Chlidonias","浮鸥属","Chlidonias_hybrida",NA,NA,NA,"Chlidonias_hybrida",TRUE,FALSE,FALSE,"Exact match"
"Chlidonias leucopterus","白翅浮鸥","Charadriiformes","鸻形目","Laridae","鸥科","Chlidonias","浮鸥属","Chlidonias_leucopterus",NA,NA,NA,"Chlidonias_leucopterus",TRUE,FALSE,FALSE,"Exact match"
"Chlidonias niger","黑浮鸥","Charadriiformes","鸻形目","Laridae","鸥科","Chlidonias","浮鸥属","Chlidonias_niger",NA,NA,NA,"Chlidonias_niger",TRUE,FALSE,FALSE,"Exact match"
"Chroicocephalus brunnicephalus","棕头鸥","Charadriiformes","鸻形目","Laridae","鸥科","Chroicocephalus",NA,"Chroicocephalus_brunnicephalus",NA,NA,NA,"Chroicocephalus_brunnicephalus",TRUE,FALSE,FALSE,"Exact match"
"Chroicocephalus genei","细嘴鸥","Charadriiformes","鸻形目","Laridae","鸥科","Chroicocephalus",NA,"Chroicocephalus_genei",NA,NA,NA,"Chroicocephalus_genei",TRUE,FALSE,FALSE,"Exact match"
"Chroicocephalus novaehollandiae","澳洲红嘴鸥","Charadriiformes","鸻形目","Laridae","鸥科","Chroicocephalus",NA,"Chroicocephalus_novaehollandiae",NA,NA,NA,"Chroicocephalus_novaehollandiae",TRUE,FALSE,FALSE,"Exact match"
"Chroicocephalus ridibundus","红嘴鸥","Charadriiformes","鸻形目","Laridae","鸥科","Chroicocephalus",NA,"Chroicocephalus_ridibundus",NA,NA,NA,"Chroicocephalus_ridibundus",TRUE,FALSE,FALSE,"Exact match"
"Gelochelidon nilotica","鸥嘴噪鸥","Charadriiformes","鸻形目","Laridae","鸥科","Gelochelidon","噪鸥属","Gelochelidon_nilotica",NA,NA,NA,"Gelochelidon_nilotica",TRUE,FALSE,FALSE,"Exact match"
"Gygis alba","白燕鸥","Charadriiformes","鸻形目","Laridae","鸥科","Gygis","玄鸥属","Gygis_alba",NA,NA,NA,"Gygis_alba",TRUE,FALSE,FALSE,"Exact match"
"Hydrocoloeus minutus","小鸥","Charadriiformes","鸻形目","Laridae","鸥科","Hydrocoloeus",NA,"Hydrocoloeus_minutus",NA,NA,NA,"Hydrocoloeus_minutus",TRUE,FALSE,FALSE,"Exact match"
"Hydroprogne caspia","红嘴巨燕鸥","Charadriiformes","鸻形目","Laridae","鸥科","Hydroprogne","巨鸥属","Hydroprogne_caspia",NA,NA,NA,"Hydroprogne_caspia",TRUE,FALSE,FALSE,"Exact match"
"Ichthyaetus ichthyaetus","渔鸥","Charadriiformes","鸻形目","Laridae","鸥科","Ichthyaetus",NA,"Ichthyaetus_ichthyaetus",NA,NA,NA,"Ichthyaetus_ichthyaetus",TRUE,FALSE,FALSE,"Exact match"
"Ichthyaetus relictus","遗鸥","Charadriiformes","鸻形目","Laridae","鸥科","Ichthyaetus",NA,"Ichthyaetus_relictus",NA,NA,NA,"Ichthyaetus_relictus",TRUE,FALSE,FALSE,"Exact match"
"Larus brachyrhynchus","美洲海鸥","Charadriiformes","鸻形目","Laridae","鸥科","Larus","鸥属","Larus_brachyrhynchus",NA,NA,NA,"Larus_brachyrhynchus",TRUE,FALSE,FALSE,"Exact match"
"Larus cachinnans","黄腿银鸥","Charadriiformes","鸻形目","Laridae","鸥科","Larus","鸥属","Larus_cachinnans",NA,NA,NA,"Larus_cachinnans",TRUE,FALSE,FALSE,"Exact match"
"Larus canus","普通海鸥","Charadriiformes","鸻形目","Laridae","鸥科","Larus","鸥属","Larus_canus",NA,NA,NA,"Larus_canus",TRUE,FALSE,FALSE,"Exact match"
"Larus crassirostris","黑尾鸥","Charadriiformes","鸻形目","Laridae","鸥科","Larus","鸥属","Larus_crassirostris",NA,NA,NA,"Larus_crassirostris",TRUE,FALSE,FALSE,"Exact match"
"Larus delawarensis","环嘴鸥","Charadriiformes","鸻形目","Laridae","鸥科","Larus","鸥属","Larus_delawarensis",NA,NA,NA,"Larus_delawarensis",TRUE,FALSE,FALSE,"Exact match"
"Larus fuscus","小黑背银鸥","Charadriiformes","鸻形目","Laridae","鸥科","Larus","鸥属","Larus_fuscus",NA,NA,NA,"Larus_fuscus",TRUE,FALSE,FALSE,"Exact match"
"Larus glaucescens","灰翅鸥","Charadriiformes","鸻形目","Laridae","鸥科","Larus","鸥属","Larus_glaucescens",NA,NA,NA,"Larus_glaucescens",TRUE,FALSE,FALSE,"Exact match"
"Larus hyperboreus","北极鸥","Charadriiformes","鸻形目","Laridae","鸥科","Larus","鸥属","Larus_hyperboreus",NA,NA,NA,"Larus_hyperboreus",TRUE,FALSE,FALSE,"Exact match"
"Larus schistisagus","灰背鸥","Charadriiformes","鸻形目","Laridae","鸥科","Larus","鸥属","Larus_schistisagus",NA,NA,NA,"Larus_schistisagus",TRUE,FALSE,FALSE,"Exact match"
"Larus vegae","西伯利亚银鸥","Charadriiformes","鸻形目","Laridae","鸥科","Larus","鸥属","Larus_vegae",NA,NA,NA,"Larus_vegae",FALSE,FALSE,TRUE,"Unresolved"
"Leucophaeus atricilla","笑鸥","Charadriiformes","鸻形目","Laridae","鸥科","Leucophaeus",NA,"Leucophaeus_atricilla",NA,NA,NA,"Leucophaeus_atricilla",TRUE,FALSE,FALSE,"Exact match"
"Leucophaeus pipixcan","弗氏鸥","Charadriiformes","鸻形目","Laridae","鸥科","Leucophaeus",NA,"Leucophaeus_pipixcan",NA,NA,NA,"Leucophaeus_pipixcan",TRUE,FALSE,FALSE,"Exact match"
"Onychoprion aleuticus","白腰燕鸥","Charadriiformes","鸻形目","Laridae","鸥科","Onychoprion",NA,"Onychoprion_aleuticus",NA,NA,NA,"Onychoprion_aleuticus",TRUE,FALSE,FALSE,"Exact match"
"Onychoprion anaethetus","褐翅燕鸥","Charadriiformes","鸻形目","Laridae","鸥科","Onychoprion",NA,"Onychoprion_anaethetus",NA,NA,NA,"Onychoprion_anaethetus",TRUE,FALSE,FALSE,"Exact match"
"Onychoprion fuscatus","乌燕鸥","Charadriiformes","鸻形目","Laridae","鸥科","Onychoprion",NA,"Onychoprion_fuscatus",NA,NA,NA,"Onychoprion_fuscatus",TRUE,FALSE,FALSE,"Exact match"
"Rhodostethia rosea","楔尾鸥","Charadriiformes","鸻形目","Laridae","鸥科","Rhodostethia","楔尾鸥属","Rhodostethia_rosea",NA,NA,NA,"Rhodostethia_rosea",TRUE,FALSE,FALSE,"Exact match"
"Rissa tridactyla","三趾鸥","Charadriiformes","鸻形目","Laridae","鸥科","Rissa","三趾鸥属","Rissa_tridactyla",NA,NA,NA,"Rissa_tridactyla",TRUE,FALSE,FALSE,"Exact match"
"Rynchops albicollis","剪嘴鸥","Charadriiformes","鸻形目","Laridae","鸥科","Rynchops","剪嘴鸥属","Rynchops_albicollis",NA,NA,NA,"Rynchops_albicollis",TRUE,FALSE,FALSE,"Exact match"
"Saundersilarus saundersi","黑嘴鸥","Charadriiformes","鸻形目","Laridae","鸥科","Saundersilarus",NA,"Saundersilarus_saundersi",NA,NA,NA,"Saundersilarus_saundersi",TRUE,FALSE,FALSE,"Exact match"
"Sterna acuticauda","黑腹燕鸥","Charadriiformes","鸻形目","Laridae","鸥科","Sterna","燕鸥属","Sterna_acuticauda",NA,NA,NA,"Sterna_acuticauda",TRUE,FALSE,FALSE,"Exact match"
"Sterna aurantia","河燕鸥","Charadriiformes","鸻形目","Laridae","鸥科","Sterna","燕鸥属","Sterna_aurantia",NA,NA,NA,"Sterna_aurantia",TRUE,FALSE,FALSE,"Exact match"
"Sterna dougallii","粉红燕鸥","Charadriiformes","鸻形目","Laridae","鸥科","Sterna","燕鸥属","Sterna_dougallii",NA,NA,NA,"Sterna_dougallii",TRUE,FALSE,FALSE,"Exact match"
"Sterna hirundo","普通燕鸥","Charadriiformes","鸻形目","Laridae","鸥科","Sterna","燕鸥属","Sterna_hirundo",NA,NA,NA,"Sterna_hirundo",TRUE,FALSE,FALSE,"Exact match"
"Sterna sumatrana","黑枕燕鸥","Charadriiformes","鸻形目","Laridae","鸥科","Sterna","燕鸥属","Sterna_sumatrana",NA,NA,NA,"Sterna_sumatrana",TRUE,FALSE,FALSE,"Exact match"
"Sternula albifrons","白额燕鸥","Charadriiformes","鸻形目","Laridae","鸥科","Sternula",NA,"Sternula_albifrons",NA,NA,NA,"Sternula_albifrons",TRUE,FALSE,FALSE,"Exact match"
"Thalasseus bengalensis","小凤头燕鸥","Charadriiformes","鸻形目","Laridae","鸥科","Thalasseus","凤头燕鸥属","Thalasseus_bengalensis",NA,NA,NA,"Thalasseus_bengalensis",TRUE,FALSE,FALSE,"Exact match"
"Thalasseus bergii","大凤头燕鸥","Charadriiformes","鸻形目","Laridae","鸥科","Thalasseus","凤头燕鸥属","Thalasseus_bergii",NA,NA,NA,"Thalasseus_bergii",TRUE,FALSE,FALSE,"Exact match"
"Thalasseus bernsteini","中华凤头燕鸥","Charadriiformes","鸻形目","Laridae","鸥科","Thalasseus","凤头燕鸥属","Thalasseus_bernsteini",NA,NA,NA,"Thalasseus_bernsteini",TRUE,FALSE,FALSE,"Exact match"
"Thalasseus sandvicensis","白嘴端凤头燕鸥","Charadriiformes","鸻形目","Laridae","鸥科","Thalasseus","凤头燕鸥属","Thalasseus_sandvicensis",NA,NA,NA,"Thalasseus_sandvicensis",TRUE,FALSE,FALSE,"Exact match"
"Xema sabini","叉尾鸥","Charadriiformes","鸻形目","Laridae","鸥科","Xema",NA,"Xema_sabini",NA,NA,NA,"Xema_sabini",TRUE,FALSE,FALSE,"Exact match"
"Himantopus himantopus","黑翅长脚鹬","Charadriiformes","鸻形目","Recurvirostridae","反嘴鹬科","Himantopus","长脚鹬属","Himantopus_himantopus",NA,NA,NA,"Himantopus_himantopus",TRUE,FALSE,FALSE,"Exact match"
"Recurvirostra avosetta","反嘴鹬","Charadriiformes","鸻形目","Recurvirostridae","反嘴鹬科","Recurvirostra","反嘴鹬属","Recurvirostra_avosetta",NA,NA,NA,"Recurvirostra_avosetta",TRUE,FALSE,FALSE,"Exact match"
"Rostratula benghalensis","彩鹬","Charadriiformes","鸻形目","Rostratulidae","彩鹬科","Rostratula","彩鹬属","Rostratula_benghalensis",NA,NA,NA,"Rostratula_benghalensis",TRUE,FALSE,FALSE,"Exact match"
"Actitis hypoleucos","矶鹬","Charadriiformes","鸻形目","Scolopacidae","鹬科","Actitis",NA,"Actitis_hypoleucos",NA,NA,NA,"Actitis_hypoleucos",TRUE,FALSE,FALSE,"Exact match"
"Arenaria interpres","翻石鹬","Charadriiformes","鸻形目","Scolopacidae","鹬科","Arenaria","翻石鹬属","Arenaria_interpres",NA,NA,NA,"Arenaria_interpres",TRUE,FALSE,FALSE,"Exact match"
"Calidris acuminata","尖尾滨鹬","Charadriiformes","鸻形目","Scolopacidae","鹬科","Calidris","滨鹬属","Calidris_acuminata",NA,NA,NA,"Calidris_acuminata",TRUE,FALSE,FALSE,"Exact match"
"Calidris alba","三趾滨鹬","Charadriiformes","鸻形目","Scolopacidae","鹬科","Calidris","滨鹬属","Calidris_alba",NA,NA,NA,"Calidris_alba",TRUE,FALSE,FALSE,"Exact match"
"Calidris alpina","黑腹滨鹬","Charadriiformes","鸻形目","Scolopacidae","鹬科","Calidris","滨鹬属","Calidris_alpina",NA,NA,NA,"Calidris_alpina",TRUE,FALSE,FALSE,"Exact match"
"Calidris bairdii","黑腰滨鹬","Charadriiformes","鸻形目","Scolopacidae","鹬科","Calidris","滨鹬属","Calidris_bairdii",NA,NA,NA,"Calidris_bairdii",TRUE,FALSE,FALSE,"Exact match"
"Calidris canutus","红腹滨鹬","Charadriiformes","鸻形目","Scolopacidae","鹬科","Calidris","滨鹬属","Calidris_canutus",NA,NA,NA,"Calidris_canutus",TRUE,FALSE,FALSE,"Exact match"
"Calidris falcinellus","阔嘴鹬","Charadriiformes","鸻形目","Scolopacidae","鹬科","Calidris","滨鹬属","Calidris_falcinellus",NA,NA,NA,"Calidris_falcinellus",TRUE,FALSE,FALSE,"Exact match"
"Calidris ferruginea","弯嘴滨鹬","Charadriiformes","鸻形目","Scolopacidae","鹬科","Calidris","滨鹬属","Calidris_ferruginea",NA,NA,NA,"Calidris_ferruginea",TRUE,FALSE,FALSE,"Exact match"
