"species","species_cn","order","order_cn","family","family_cn","genus","genus_cn"
"Acrocephalus bistrigiceps","黑眉苇莺","Passeriformes","雀形目","Acrocephalidae","苇莺科","Acrocephalus","苇莺属"
"Acrocephalus concinens","钝翅苇莺","Passeriformes","雀形目","Acrocephalidae","苇莺科","Acrocephalus","苇莺属"
"Acrocephalus dumetorum","布氏苇莺","Passeriformes","雀形目","Acrocephalidae","苇莺科","Acrocephalus","苇莺属"
"Acrocephalus melanopogon","须苇莺","Passeriformes","雀形目","Acrocephalidae","苇莺科","Acrocephalus","苇莺属"
"Acrocephalus orientalis","东方大苇莺","Passeriformes","雀形目","Acrocephalidae","苇莺科","Acrocephalus","苇莺属"
"Acrocephalus schoenobaenus","蒲苇莺","Passeriformes","雀形目","Acrocephalidae","苇莺科","Acrocephalus","苇莺属"
"Acrocephalus scirpaceus","芦莺","Passeriformes","雀形目","Acrocephalidae","苇莺科","Acrocephalus","苇莺属"
"Acrocephalus sorghophilus","细纹苇莺","Passeriformes","雀形目","Acrocephalidae","苇莺科","Acrocephalus","苇莺属"
"Acrocephalus stentoreus","噪苇莺","Passeriformes","雀形目","Acrocephalidae","苇莺科","Acrocephalus","苇莺属"
"Acrocephalus tangorum","远东苇莺","Passeriformes","雀形目","Acrocephalidae","苇莺科","Acrocephalus","苇莺属"
"Arundinax aedon","厚嘴苇莺","Passeriformes","雀形目","Acrocephalidae","苇莺科","Arundinax",NA
"Iduna caligata","靴篱莺","Passeriformes","雀形目","Acrocephalidae","苇莺科","Iduna",NA
"Iduna pallida","草绿篱莺","Passeriformes","雀形目","Acrocephalidae","苇莺科","Iduna",NA
"Iduna rama","赛氏篱莺","Passeriformes","雀形目","Acrocephalidae","苇莺科","Iduna",NA
"Aegithalos bonvaloti","黑眉长尾山雀","Passeriformes","雀形目","Aegithalidae","长尾山雀科","Aegithalos","长尾山雀属"
"Aegithalos caudatus","北长尾山雀","Passeriformes","雀形目","Aegithalidae","长尾山雀科","Aegithalos","长尾山雀属"
"Aegithalos concinnus","红头长尾山雀","Passeriformes","雀形目","Aegithalidae","长尾山雀科","Aegithalos","长尾山雀属"
"Aegithalos fuliginosus","银脸长尾山雀","Passeriformes","雀形目","Aegithalidae","长尾山雀科","Aegithalos","长尾山雀属"
"Aegithalos glaucogularis","银喉长尾山雀","Passeriformes","雀形目","Aegithalidae","长尾山雀科","Aegithalos","长尾山雀属"
"Aegithalos iouschistos","棕额长尾山雀","Passeriformes","雀形目","Aegithalidae","长尾山雀科","Aegithalos","长尾山雀属"
"Leptopoecile elegans","凤头雀莺","Passeriformes","雀形目","Aegithalidae","长尾山雀科","Leptopoecile","雀莺属"
"Leptopoecile sophiae","花彩雀莺","Passeriformes","雀形目","Aegithalidae","长尾山雀科","Leptopoecile","雀莺属"
"Aegithina lafresnayei","大绿雀鹎","Passeriformes","雀形目","Aegithinidae","雀鹎科","Aegithina","雀鹎属"
"Aegithina tiphia","黑翅雀鹎","Passeriformes","雀形目","Aegithinidae","雀鹎科","Aegithina","雀鹎属"
"Alauda arvensis","云雀","Passeriformes","雀形目","Alaudidae","百灵科","Alauda","云雀属"
"Alauda gulgula","小云雀","Passeriformes","雀形目","Alaudidae","百灵科","Alauda","云雀属"
"Alauda leucoptera","白翅云雀","Passeriformes","雀形目","Alaudidae","百灵科","Alauda","云雀属"
"Alaudala cheleensis","短趾百灵","Passeriformes","雀形目","Alaudidae","百灵科","Alaudala",NA
"Alaudala heinei","中亚短趾百灵","Passeriformes","雀形目","Alaudidae","百灵科","Alaudala",NA
"Calandrella acutirostris","细嘴短趾百灵","Passeriformes","雀形目","Alaudidae","百灵科","Calandrella","短趾百灵属"
"Calandrella brachydactyla","大短趾百灵","Passeriformes","雀形目","Alaudidae","百灵科","Calandrella","短趾百灵属"
"Calandrella dukhunensis","中华短趾百灵","Passeriformes","雀形目","Alaudidae","百灵科","Calandrella","短趾百灵属"
"Eremophila alpestris","角百灵","Passeriformes","雀形目","Alaudidae","百灵科","Eremophila","角百灵属"
"Galerida cristata","凤头百灵","Passeriformes","雀形目","Alaudidae","百灵科","Galerida","凤头百灵属"
"Melanocorypha bimaculata","双斑百灵","Passeriformes","雀形目","Alaudidae","百灵科","Melanocorypha","百灵属"
"Melanocorypha calandra","草原百灵","Passeriformes","雀形目","Alaudidae","百灵科","Melanocorypha","百灵属"
"Melanocorypha maxima","长嘴百灵","Passeriformes","雀形目","Alaudidae","百灵科","Melanocorypha","百灵属"
"Melanocorypha mongolica","蒙古百灵","Passeriformes","雀形目","Alaudidae","百灵科","Melanocorypha","百灵属"
"Melanocorypha yeltoniensis","黑百灵","Passeriformes","雀形目","Alaudidae","百灵科","Melanocorypha","百灵属"
"Mirafra javanica","歌百灵","Passeriformes","雀形目","Alaudidae","百灵科","Mirafra","歌百灵属"
"Alcippe davidi","灰眶雀鹛","Passeriformes","雀形目","Alcippeidae","雀鹛科","Alcippe","雀鹛属"
"Alcippe fratercula","云南雀鹛","Passeriformes","雀形目","Alcippeidae","雀鹛科","Alcippe","雀鹛属"
"Alcippe hueti","淡眉雀鹛","Passeriformes","雀形目","Alcippeidae","雀鹛科","Alcippe","雀鹛属"
"Alcippe morrisonia","台湾雀鹛","Passeriformes","雀形目","Alcippeidae","雀鹛科","Alcippe","雀鹛属"
"Alcippe nipalensis","白眶雀鹛","Passeriformes","雀形目","Alcippeidae","雀鹛科","Alcippe","雀鹛属"
"Alcippe poioicephala","褐脸雀鹛","Passeriformes","雀形目","Alcippeidae","雀鹛科","Alcippe","雀鹛属"
"Artamus fuscus","灰燕鵙","Passeriformes","雀形目","Artamidae","燕鵙科","Artamus","燕鵙属"
"Bombycilla garrulus","太平鸟","Passeriformes","雀形目","Bombycillidae","太平鸟科","Bombycilla","太平鸟属"
"Bombycilla japonica","小太平鸟","Passeriformes","雀形目","Bombycillidae","太平鸟科","Bombycilla","太平鸟属"
"Calcarius lapponicus","铁爪鹀","Passeriformes","雀形目","Calcariidae","铁爪鹀科","Calcarius","铁爪鹀属"
"Plectrophenax nivalis","雪鹀","Passeriformes","雀形目","Calcariidae","铁爪鹀科","Plectrophenax","雪鹀属"
"Coracina macei","大鹃鵙","Passeriformes","雀形目","Campephagidae","山椒鸟科","Coracina","鹃鵙属"
"Lalage melaschistos","暗灰鹃鵙","Passeriformes","雀形目","Campephagidae","山椒鸟科","Lalage",NA
"Lalage nigra","斑鹃鵙","Passeriformes","雀形目","Campephagidae","山椒鸟科","Lalage",NA
"Pericrocotus brevirostris","短嘴山椒鸟","Passeriformes","雀形目","Campephagidae","山椒鸟科","Pericrocotus","山椒鸟属"
"Pericrocotus cantonensis","小灰山椒鸟","Passeriformes","雀形目","Campephagidae","山椒鸟科","Pericrocotus","山椒鸟属"
"Pericrocotus divaricatus","灰山椒鸟","Passeriformes","雀形目","Campephagidae","山椒鸟科","Pericrocotus","山椒鸟属"
"Pericrocotus ethologus","长尾山椒鸟","Passeriformes","雀形目","Campephagidae","山椒鸟科","Pericrocotus","山椒鸟属"
"Pericrocotus roseus","粉红山椒鸟","Passeriformes","雀形目","Campephagidae","山椒鸟科","Pericrocotus","山椒鸟属"
"Pericrocotus solaris","灰喉山椒鸟","Passeriformes","雀形目","Campephagidae","山椒鸟科","Pericrocotus","山椒鸟属"
"Pericrocotus speciosus","赤红山椒鸟","Passeriformes","雀形目","Campephagidae","山椒鸟科","Pericrocotus","山椒鸟属"
"Pericrocotus tegimae","琉球山椒鸟","Passeriformes","雀形目","Campephagidae","山椒鸟科","Pericrocotus","山椒鸟属"
"Certhia discolor","褐喉旋木雀","Passeriformes","雀形目","Certhiidae","旋木雀科","Certhia","旋木雀属"
"Certhia familiaris","欧亚旋木雀","Passeriformes","雀形目","Certhiidae","旋木雀科","Certhia","旋木雀属"
"Certhia himalayana","高山旋木雀","Passeriformes","雀形目","Certhiidae","旋木雀科","Certhia","旋木雀属"
"Certhia hodgsoni","霍氏旋木雀","Passeriformes","雀形目","Certhiidae","旋木雀科","Certhia","旋木雀属"
"Certhia manipurensis","休氏旋木雀","Passeriformes","雀形目","Certhiidae","旋木雀科","Certhia","旋木雀属"
"Certhia nipalensis","锈红腹旋木雀","Passeriformes","雀形目","Certhiidae","旋木雀科","Certhia","旋木雀属"
"Certhia tianquanensis","四川旋木雀","Passeriformes","雀形目","Certhiidae","旋木雀科","Certhia","旋木雀属"
"Chloropsis aurifrons","金额叶鹎","Passeriformes","雀形目","Chloropseidae","叶鹎科","Chloropsis","叶鹎属"
"Chloropsis cochinchinensis","蓝翅叶鹎","Passeriformes","雀形目","Chloropseidae","叶鹎科","Chloropsis","叶鹎属"
"Chloropsis hardwickii","西南橙腹叶鹎","Passeriformes","雀形目","Chloropseidae","叶鹎科","Chloropsis","叶鹎属"
"Chloropsis lazulina","橙腹叶鹎","Passeriformes","雀形目","Chloropseidae","叶鹎科","Chloropsis","叶鹎属"
"Cinclus cinclus","河乌","Passeriformes","雀形目","Cinclidae","河乌科","Cinclus","河乌属"
"Cinclus pallasii","褐河乌","Passeriformes","雀形目","Cinclidae","河乌科","Cinclus","河乌属"
"Cisticola exilis","金头扇尾莺","Passeriformes","雀形目","Cisticolidae","扇尾莺科","Cisticola","扇尾莺属"
"Cisticola juncidis","棕扇尾莺","Passeriformes","雀形目","Cisticolidae","扇尾莺科","Cisticola","扇尾莺属"
"Orthotomus atrogularis","黑喉缝叶莺","Passeriformes","雀形目","Cisticolidae","扇尾莺科","Orthotomus","缝叶莺属"
"Orthotomus sutorius","长尾缝叶莺","Passeriformes","雀形目","Cisticolidae","扇尾莺科","Orthotomus","缝叶莺属"
"Prinia atrogularis","黑喉山鹪莺","Passeriformes","雀形目","Cisticolidae","扇尾莺科","Prinia","鹪莺属"
"Prinia crinigera","喜山山鹪莺","Passeriformes","雀形目","Cisticolidae","扇尾莺科","Prinia","鹪莺属"
"Prinia flaviventris","黄腹山鹪莺","Passeriformes","雀形目","Cisticolidae","扇尾莺科","Prinia","鹪莺属"
"Prinia hodgsonii","灰胸山鹪莺","Passeriformes","雀形目","Cisticolidae","扇尾莺科","Prinia","鹪莺属"
"Prinia inornata","纯色山鹪莺","Passeriformes","雀形目","Cisticolidae","扇尾莺科","Prinia","鹪莺属"
"Prinia rufescens","暗冕山鹪莺","Passeriformes","雀形目","Cisticolidae","扇尾莺科","Prinia","鹪莺属"
"Prinia striata","山鹪莺","Passeriformes","雀形目","Cisticolidae","扇尾莺科","Prinia","鹪莺属"
"Prinia superciliaris","白喉山鹪莺","Passeriformes","雀形目","Cisticolidae","扇尾莺科","Prinia","鹪莺属"
"Cissa chinensis","蓝绿鹊","Passeriformes","雀形目","Corvidae","鸦科","Cissa","绿鹊属"
"Cissa hypoleuca","黄胸绿鹊","Passeriformes","雀形目","Corvidae","鸦科","Cissa","绿鹊属"
"Corvus corax","渡鸦","Passeriformes","雀形目","Corvidae","鸦科","Corvus","鸦属"
"Corvus cornix","冠小嘴乌鸦","Passeriformes","雀形目","Corvidae","鸦科","Corvus","鸦属"
"Corvus corone","小嘴乌鸦","Passeriformes","雀形目","Corvidae","鸦科","Corvus","鸦属"
"Corvus dauuricus","达乌里寒鸦","Passeriformes","雀形目","Corvidae","鸦科","Corvus","鸦属"
"Corvus frugilegus","秃鼻乌鸦","Passeriformes","雀形目","Corvidae","鸦科","Corvus","鸦属"
"Corvus macrorhynchos","大嘴乌鸦","Passeriformes","雀形目","Corvidae","鸦科","Corvus","鸦属"
"Corvus monedula","寒鸦","Passeriformes","雀形目","Corvidae","鸦科","Corvus","鸦属"
"Corvus pectoralis","白颈鸦","Passeriformes","雀形目","Corvidae","鸦科","Corvus","鸦属"
"Corvus splendens","家鸦","Passeriformes","雀形目","Corvidae","鸦科","Corvus","鸦属"
"Cyanopica cyanus","灰喜鹊","Passeriformes","雀形目","Corvidae","鸦科","Cyanopica","灰喜鹊属"
"Dendrocitta formosae","灰树鹊","Passeriformes","雀形目","Corvidae","鸦科","Dendrocitta","树鹊属"
"Dendrocitta frontalis","黑额树鹊","Passeriformes","雀形目","Corvidae","鸦科","Dendrocitta","树鹊属"
"Dendrocitta vagabunda","棕腹树鹊","Passeriformes","雀形目","Corvidae","鸦科","Dendrocitta","树鹊属"
"Garrulus glandarius","松鸦","Passeriformes","雀形目","Corvidae","鸦科","Garrulus","松鸦属"
"Nucifraga caryocatactes","星鸦","Passeriformes","雀形目","Corvidae","鸦科","Nucifraga","星鸦属"
"Perisoreus infaustus","北噪鸦","Passeriformes","雀形目","Corvidae","鸦科","Perisoreus","噪鸦属"
"Perisoreus internigrans","黑头噪鸦","Passeriformes","雀形目","Corvidae","鸦科","Perisoreus","噪鸦属"
"Pica bottanensis","青藏喜鹊","Passeriformes","雀形目","Corvidae","鸦科","Pica","鹊属"
"Pica pica","欧亚喜鹊","Passeriformes","雀形目","Corvidae","鸦科","Pica","鹊属"
"Pica serica","喜鹊","Passeriformes","雀形目","Corvidae","鸦科","Pica","鹊属"
"Podoces biddulphi","白尾地鸦","Passeriformes","雀形目","Corvidae","鸦科","Podoces","地鸦属"
"Podoces hendersoni","黑尾地鸦","Passeriformes","雀形目","Corvidae","鸦科","Podoces","地鸦属"
"Pyrrhocorax graculus","黄嘴山鸦","Passeriformes","雀形目","Corvidae","鸦科","Pyrrhocorax","山鸦属"
"Pyrrhocorax pyrrhocorax","红嘴山鸦","Passeriformes","雀形目","Corvidae","鸦科","Pyrrhocorax","山鸦属"
"Temnurus temnurus","塔尾树鹊","Passeriformes","雀形目","Corvidae","鸦科","Temnurus","塔尾树鹊属"
"Urocissa caerulea","台湾蓝鹊","Passeriformes","雀形目","Corvidae","鸦科","Urocissa","蓝鹊属"
"Urocissa erythroryncha","红嘴蓝鹊","Passeriformes","雀形目","Corvidae","鸦科","Urocissa","蓝鹊属"
"Urocissa flavirostris","黄嘴蓝鹊","Passeriformes","雀形目","Corvidae","鸦科","Urocissa","蓝鹊属"
"Urocissa whiteheadi","白翅蓝鹊","Passeriformes","雀形目","Corvidae","鸦科","Urocissa","蓝鹊属"
"Dicaeum agile","厚嘴啄花鸟","Passeriformes","雀形目","Dicaeidae","啄花鸟科","Dicaeum","啄花鸟属"
"Dicaeum chrysorrheum","黄臀啄花鸟","Passeriformes","雀形目","Dicaeidae","啄花鸟科","Dicaeum","啄花鸟属"
"Dicaeum cruentatum","朱背啄花鸟","Passeriformes","雀形目","Dicaeidae","啄花鸟科","Dicaeum","啄花鸟属"
"Dicaeum ignipectus","红胸啄花鸟","Passeriformes","雀形目","Dicaeidae","啄花鸟科","Dicaeum","啄花鸟属"
"Dicaeum melanozanthum","黄腹啄花鸟","Passeriformes","雀形目","Dicaeidae","啄花鸟科","Dicaeum","啄花鸟属"
"Dicaeum minullum","纯色啄花鸟","Passeriformes","雀形目","Dicaeidae","啄花鸟科","Dicaeum","啄花鸟属"
"Dicrurus aeneus","古铜色卷尾","Passeriformes","雀形目","Dicruridae","卷尾科","Dicrurus","卷尾属"
"Dicrurus annectens","鸦嘴卷尾","Passeriformes","雀形目","Dicruridae","卷尾科","Dicrurus","卷尾属"
"Dicrurus hottentottus","发冠卷尾","Passeriformes","雀形目","Dicruridae","卷尾科","Dicrurus","卷尾属"
"Dicrurus leucophaeus","灰卷尾","Passeriformes","雀形目","Dicruridae","卷尾科","Dicrurus","卷尾属"
"Dicrurus macrocercus","黑卷尾","Passeriformes","雀形目","Dicruridae","卷尾科","Dicrurus","卷尾属"
"Dicrurus paradiseus","大盘尾","Passeriformes","雀形目","Dicruridae","卷尾科","Dicrurus","卷尾属"
"Dicrurus remifer","小盘尾","Passeriformes","雀形目","Dicruridae","卷尾科","Dicrurus","卷尾属"
"Elachura formosa","丽星鹩鹛","Passeriformes","雀形目","Elachuridae","丽星鹩鹛科","Elachura",NA
"Emberiza aureola","黄胸鹀","Passeriformes","雀形目","Emberizidae","鹀科","Emberiza","鹀属"
"Emberiza bruniceps","褐头鹀","Passeriformes","雀形目","Emberizidae","鹀科","Emberiza","鹀属"
"Emberiza buchanani","灰颈鹀","Passeriformes","雀形目","Emberizidae","鹀科","Emberiza","鹀属"
"Emberiza calandra","黍鹀","Passeriformes","雀形目","Emberizidae","鹀科","Emberiza","鹀属"
"Emberiza chrysophrys","黄眉鹀","Passeriformes","雀形目","Emberizidae","鹀科","Emberiza","鹀属"
"Emberiza cia","淡灰眉岩鹀","Passeriformes","雀形目","Emberizidae","鹀科","Emberiza","鹀属"
"Emberiza cioides","三道眉草鹀","Passeriformes","雀形目","Emberizidae","鹀科","Emberiza","鹀属"
"Emberiza citrinella","黄鹀","Passeriformes","雀形目","Emberizidae","鹀科","Emberiza","鹀属"
"Emberiza elegans","黄喉鹀","Passeriformes","雀形目","Emberizidae","鹀科","Emberiza","鹀属"
"Emberiza fucata","栗耳鹀","Passeriformes","雀形目","Emberizidae","鹀科","Emberiza","鹀属"
"Emberiza godlewskii","灰眉岩鹀","Passeriformes","雀形目","Emberizidae","鹀科","Emberiza","鹀属"
"Emberiza hortulana","圃鹀","Passeriformes","雀形目","Emberizidae","鹀科","Emberiza","鹀属"
"Emberiza jankowskii","栗斑腹鹀","Passeriformes","雀形目","Emberizidae","鹀科","Emberiza","鹀属"
"Emberiza koslowi","藏鹀","Passeriformes","雀形目","Emberizidae","鹀科","Emberiza","鹀属"
"Emberiza lathami","凤头鹀","Passeriformes","雀形目","Emberizidae","鹀科","Emberiza","鹀属"
"Emberiza leucocephalos","白头鹀","Passeriformes","雀形目","Emberizidae","鹀科","Emberiza","鹀属"
"Emberiza melanocephala","黑头鹀","Passeriformes","雀形目","Emberizidae","鹀科","Emberiza","鹀属"
"Emberiza pallasi","苇鹀","Passeriformes","雀形目","Emberizidae","鹀科","Emberiza","鹀属"
"Emberiza personata","日本灰头鹀","Passeriformes","雀形目","Emberizidae","鹀科","Emberiza","鹀属"
"Emberiza pusilla","小鹀","Passeriformes","雀形目","Emberizidae","鹀科","Emberiza","鹀属"
"Emberiza rustica","田鹀","Passeriformes","雀形目","Emberizidae","鹀科","Emberiza","鹀属"
"Emberiza rutila","栗鹀","Passeriformes","雀形目","Emberizidae","鹀科","Emberiza","鹀属"
"Emberiza schoeniclus","芦鹀","Passeriformes","雀形目","Emberizidae","鹀科","Emberiza","鹀属"
"Emberiza siemsseni","蓝鹀","Passeriformes","雀形目","Emberizidae","鹀科","Emberiza","鹀属"
"Emberiza spodocephala","灰头鹀","Passeriformes","雀形目","Emberizidae","鹀科","Emberiza","鹀属"
"Emberiza stewarti","白顶鹀","Passeriformes","雀形目","Emberizidae","鹀科","Emberiza","鹀属"
"Emberiza sulphurata","硫黄鹀","Passeriformes","雀形目","Emberizidae","鹀科","Emberiza","鹀属"
"Emberiza tristrami","白眉鹀","Passeriformes","雀形目","Emberizidae","鹀科","Emberiza","鹀属"
"Emberiza variabilis","灰鹀","Passeriformes","雀形目","Emberizidae","鹀科","Emberiza","鹀属"
"Emberiza yessoensis","红颈苇鹀","Passeriformes","雀形目","Emberizidae","鹀科","Emberiza","鹀属"
"Emberiza yunnanensis","西南灰眉岩鹀","Passeriformes","雀形目","Emberizidae","鹀科","Emberiza","鹀属"
"Amandava amandava","红梅花雀","Passeriformes","雀形目","Estrildidae","梅花雀科","Amandava",NA
"Erythrura prasina","长尾鹦雀","Passeriformes","雀形目","Estrildidae","梅花雀科","Erythrura",NA
"Estrilda melpoda","橙颊梅花雀","Passeriformes","雀形目","Estrildidae","梅花雀科","Estrilda","梅花雀属"
"Euodice malabarica","白喉文鸟","Passeriformes","雀形目","Estrildidae","梅花雀科","Euodice",NA
"Lonchura atricapilla","栗腹文鸟","Passeriformes","雀形目","Estrildidae","梅花雀科","Lonchura","文鸟属"
"Lonchura oryzivora","禾雀","Passeriformes","雀形目","Estrildidae","梅花雀科","Lonchura","文鸟属"
"Lonchura punctulata","斑文鸟","Passeriformes","雀形目","Estrildidae","梅花雀科","Lonchura","文鸟属"
"Lonchura striata","白腰文鸟","Passeriformes","雀形目","Estrildidae","梅花雀科","Lonchura","文鸟属"
"Psarisomus dalhousiae","长尾阔嘴鸟","Passeriformes","雀形目","Eurylaimidae","阔嘴鸟科","Psarisomus","阔嘴鸟属"
"Serilophus lunatus","银胸丝冠鸟","Passeriformes","雀形目","Eurylaimidae","阔嘴鸟科","Serilophus","丝冠鸟属"
"Acanthis flammea","白腰朱顶雀","Passeriformes","雀形目","Fringillidae","燕雀科","Acanthis",NA
"Acanthis hornemanni","极北朱顶雀","Passeriformes","雀形目","Fringillidae","燕雀科","Acanthis",NA
"Agraphospiza rubescens","赤朱雀","Passeriformes","雀形目","Fringillidae","燕雀科","Agraphospiza",NA
"Bucanetes mongolicus","蒙古沙雀","Passeriformes","雀形目","Fringillidae","燕雀科","Bucanetes",NA
"Callacanthis burtoni","红眉金翅雀","Passeriformes","雀形目","Fringillidae","燕雀科","Callacanthis",NA
"Carduelis carduelis","红额金翅雀","Passeriformes","雀形目","Fringillidae","燕雀科","Carduelis","金翅属"
"Carpodacus davidianus","中华朱雀","Passeriformes","雀形目","Fringillidae","燕雀科","Carpodacus","朱雀属"
"Carpodacus dubius","白眉朱雀","Passeriformes","雀形目","Fringillidae","燕雀科","Carpodacus","朱雀属"
"Carpodacus edwardsii","棕朱雀","Passeriformes","雀形目","Fringillidae","燕雀科","Carpodacus","朱雀属"
"Carpodacus erythrinus","普通朱雀","Passeriformes","雀形目","Fringillidae","燕雀科","Carpodacus","朱雀属"
"Carpodacus formosanus","台湾酒红朱雀","Passeriformes","雀形目","Fringillidae","燕雀科","Carpodacus","朱雀属"
"Carpodacus grandis","喜山红腰朱雀","Passeriformes","雀形目","Fringillidae","燕雀科","Carpodacus","朱雀属"
"Carpodacus lepidus","中华长尾雀","Passeriformes","雀形目","Fringillidae","燕雀科","Carpodacus","朱雀属"
"Carpodacus pulcherrimus","红眉朱雀","Passeriformes","雀形目","Fringillidae","燕雀科","Carpodacus","朱雀属"
"Carpodacus puniceus","红胸朱雀","Passeriformes","雀形目","Fringillidae","燕雀科","Carpodacus","朱雀属"
"Carpodacus rhodochlamys","红腰朱雀","Passeriformes","雀形目","Fringillidae","燕雀科","Carpodacus","朱雀属"
"Carpodacus roborowskii","藏雀","Passeriformes","雀形目","Fringillidae","燕雀科","Carpodacus","朱雀属"
"Carpodacus rodochroa","粉眉朱雀","Passeriformes","雀形目","Fringillidae","燕雀科","Carpodacus","朱雀属"
"Carpodacus rodopeplus","点翅朱雀","Passeriformes","雀形目","Fringillidae","燕雀科","Carpodacus","朱雀属"
"Carpodacus roseus","北朱雀","Passeriformes","雀形目","Fringillidae","燕雀科","Carpodacus","朱雀属"
"Carpodacus rubicilla","大朱雀","Passeriformes","雀形目","Fringillidae","燕雀科","Carpodacus","朱雀属"
"Carpodacus rubicilloides","拟大朱雀","Passeriformes","雀形目","Fringillidae","燕雀科","Carpodacus","朱雀属"
"Carpodacus sibiricus","长尾雀","Passeriformes","雀形目","Fringillidae","燕雀科","Carpodacus","朱雀属"
"Carpodacus sillemi","褐头朱雀","Passeriformes","雀形目","Fringillidae","燕雀科","Carpodacus","朱雀属"
"Carpodacus sipahi","血雀","Passeriformes","雀形目","Fringillidae","燕雀科","Carpodacus","朱雀属"
"Carpodacus stoliczkae","沙色朱雀","Passeriformes","雀形目","Fringillidae","燕雀科","Carpodacus","朱雀属"
"Carpodacus subhimachalus","红眉松雀","Passeriformes","雀形目","Fringillidae","燕雀科","Carpodacus","朱雀属"
"Carpodacus thura","喜山白眉朱雀","Passeriformes","雀形目","Fringillidae","燕雀科","Carpodacus","朱雀属"
"Carpodacus trifasciatus","斑翅朱雀","Passeriformes","雀形目","Fringillidae","燕雀科","Carpodacus","朱雀属"
"Carpodacus verreauxii","淡腹点翅朱雀","Passeriformes","雀形目","Fringillidae","燕雀科","Carpodacus","朱雀属"
"Carpodacus vinaceus","酒红朱雀","Passeriformes","雀形目","Fringillidae","燕雀科","Carpodacus","朱雀属"
"Carpodacus waltoni","曙红朱雀","Passeriformes","雀形目","Fringillidae","燕雀科","Carpodacus","朱雀属"
"Chloris ambigua","黑头金翅雀","Passeriformes","雀形目","Fringillidae","燕雀科","Chloris",NA
"Chloris chloris","欧金翅雀","Passeriformes","雀形目","Fringillidae","燕雀科","Chloris",NA
"Chloris sinica","金翅雀","Passeriformes","雀形目","Fringillidae","燕雀科","Chloris",NA
"Chloris spinoides","高山金翅雀","Passeriformes","雀形目","Fringillidae","燕雀科","Chloris",NA
"Coccothraustes coccothraustes","锡嘴雀","Passeriformes","雀形目","Fringillidae","燕雀科","Coccothraustes","锡嘴属"
"Eophona migratoria","黑尾蜡嘴雀","Passeriformes","雀形目","Fringillidae","燕雀科","Eophona","蜡嘴属"
"Eophona personata","黑头蜡嘴雀","Passeriformes","雀形目","Fringillidae","燕雀科","Eophona","蜡嘴属"
"Fringilla coelebs","苍头燕雀","Passeriformes","雀形目","Fringillidae","燕雀科","Fringilla","燕雀属"
"Fringilla montifringilla","燕雀","Passeriformes","雀形目","Fringillidae","燕雀科","Fringilla","燕雀属"
"Leucosticte arctoa","粉红腹岭雀","Passeriformes","雀形目","Fringillidae","燕雀科","Leucosticte","岭雀属"
"Leucosticte brandti","高山岭雀","Passeriformes","雀形目","Fringillidae","燕雀科","Leucosticte","岭雀属"
"Leucosticte nemoricola","林岭雀","Passeriformes","雀形目","Fringillidae","燕雀科","Leucosticte","岭雀属"
"Linaria cannabina","赤胸朱顶雀","Passeriformes","雀形目","Fringillidae","燕雀科","Linaria",NA
"Linaria flavirostris","黄嘴朱顶雀","Passeriformes","雀形目","Fringillidae","燕雀科","Linaria",NA
"Loxia curvirostra","红交嘴雀","Passeriformes","雀形目","Fringillidae","燕雀科","Loxia","交嘴雀属"
"Loxia leucoptera","白翅交嘴雀","Passeriformes","雀形目","Fringillidae","燕雀科","Loxia","交嘴雀属"
"Mycerobas affinis","黄颈拟蜡嘴雀","Passeriformes","雀形目","Fringillidae","燕雀科","Mycerobas","拟蜡嘴属"
"Mycerobas carnipes","白斑翅拟蜡嘴雀","Passeriformes","雀形目","Fringillidae","燕雀科","Mycerobas","拟蜡嘴属"
"Mycerobas melanozanthos","白点翅拟蜡嘴雀","Passeriformes","雀形目","Fringillidae","燕雀科","Mycerobas","拟蜡嘴属"
"Pinicola enucleator","松雀","Passeriformes","雀形目","Fringillidae","燕雀科","Pinicola","松雀属"
"Procarduelis nipalensis","暗胸朱雀","Passeriformes","雀形目","Fringillidae","燕雀科","Procarduelis",NA
"Pyrrhoplectes epauletta","金枕黑雀","Passeriformes","雀形目","Fringillidae","燕雀科","Pyrrhoplectes","黑雀属"
"Pyrrhula erythaca","灰头灰雀","Passeriformes","雀形目","Fringillidae","燕雀科","Pyrrhula","灰雀属"
"Pyrrhula erythrocephala","红头灰雀","Passeriformes","雀形目","Fringillidae","燕雀科","Pyrrhula","灰雀属"
"Pyrrhula nipalensis","褐灰雀","Passeriformes","雀形目","Fringillidae","燕雀科","Pyrrhula","灰雀属"
"Pyrrhula owstnoi","台湾灰头灰雀","Passeriformes","雀形目","Fringillidae","燕雀科","Pyrrhula","灰雀属"
"Pyrrhula pyrrhula","红腹灰雀","Passeriformes","雀形目","Fringillidae","燕雀科","Pyrrhula","灰雀属"
"Rhodopechys sanguineus","红翅沙雀","Passeriformes","雀形目","Fringillidae","燕雀科","Rhodopechys","沙雀属"
"Rhodospiza obsoleta","巨嘴沙雀","Passeriformes","雀形目","Fringillidae","燕雀科","Rhodospiza",NA
"Serinus pusillus","金额丝雀","Passeriformes","雀形目","Fringillidae","燕雀科","Serinus","丝雀属"
"Spinus spinus","黄雀","Passeriformes","雀形目","Fringillidae","燕雀科","Spinus",NA
"Spinus thibetanus","藏黄雀","Passeriformes","雀形目","Fringillidae","燕雀科","Spinus",NA
