species,order,mass,migration_av,habitat_av,trophic_level_av,trophic_niche_av,lifestyle_av,centroid_latitude,centroid_longitude,migration_cn,diet_cn,range_size_provinces,iucn_pool,log_mass,migration_class,iucn_group,risk_group,trophic_group,n_new_records,new_record
Charadrius mongolus,Charadriiformes,64,3,Wetland,Carnivore,Aquatic predator,Terrestrial,41.63,105.77,SWP,食虫，食肉,27,EN,1.80617997398389,Full migrant,Threatened,Threatened/DD,Carnivore,2,1
Chlidonias niger,Charadriiformes,65.3,3,Wetland,Carnivore,Aquatic predator,Aerial,50.61,-10.11,SPV,食肉，食虫,7,LC,1.81491318127507,Full migrant,LC,LC/NE,Carnivore,2,1
Gelochelidon nilotica,Charadriiformes,218.25,3,Coastal,Carnivore,Omnivore,Aerial,34.09,42.77,RSP,食虫，食肉,20,LC,2.33895425237761,Full migrant,LC,LC/NE,Carnivore,2,1
Glareola lactea,Charadriiformes,39.8,2,Riverine,Carnivore,Invertivore,Aerial,22.18,85.05,S,食虫,2,LC,1.59988307207369,Partial migrant,LC,LC/NE,Carnivore,2,1
Larus genei,Charadriiformes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1
Larus glaucescens,Charadriiformes,1056.54,3,Coastal,Carnivore,Aquatic predator,Generalist,58.07,-98.43,WP,食肉，食虫，食腐,4,LC,3.02388594384023,Full migrant,LC,LC/NE,Carnivore,2,1
Larus ichthyaetus,Charadriiformes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1
Limnodromus semipalmatus,Charadriiformes,212,3,Wetland,Carnivore,Aquatic predator,Terrestrial,52.31,97.12,PV,食虫,20,NT,2.32633586092875,Full migrant,NT,NT,Carnivore,2,1
Recurvirostra avosetta,Charadriiformes,304,2,Wetland,Carnivore,Aquatic predator,Terrestrial,25.97,62.92,SWP,食肉，食虫,33,LC,2.48287358360875,Partial migrant,LC,LC/NE,Carnivore,2,1
Thalasseus bengalensis,Charadriiformes,209,3,Coastal,Carnivore,Aquatic predator,Aerial,4.08,93.92,P,食肉,5,LC,2.32014628611105,Full migrant,LC,LC/NE,Carnivore,2,1
Spilopelia chinensis,Columbiformes,159,1,Woodland,Herbivore,Granivore,Terrestrial,19.96,107.84,NA,NA,NA,LC,2.20139712432045,Resident/low mobility,LC,LC/NE,Herbivore,2,1
Ceryle rudis,Coraciiformes,84.37,1,Wetland,Carnivore,Aquatic predator,Insessorial,7.17,44.36,RS,食肉，食虫,16,LC,1.92618804910721,Resident/low mobility,LC,LC/NE,Carnivore,2,1
Gavia stellata,Gaviiformes,1486,3,Wetland,Carnivore,Aquatic predator,Aquatic,65.76,30.64,SWP,食肉，食虫,16,LC,3.17201880942456,Full migrant,LC,LC/NE,Carnivore,2,1
Grus japonensis,Gruiformes,8785.99,3,Wetland,Omnivore,Omnivore,Terrestrial,48.03,128.14,SWPV,杂食性,16,VU,3.94379070462617,Full migrant,Threatened,Threatened/DD,Omnivore,2,1
Grus virgo,Gruiformes,NA,NA,NA,NA,NA,NA,NA,NA,SWPV,杂食性,20,NA,NA,NA,Unknown,Unknown,Other,2,1
Leucogeranus leucogeranus,Gruiformes,5913.44,3,Wetland,Omnivore,Omnivore,Terrestrial,69.84,143.6,NA,NA,NA,CR,3.7718401946532,Full migrant,Threatened,Threatened/DD,Omnivore,2,1
Acanthis flammea,Passeriformes,13,2,Forest,Herbivore,Granivore,Generalist,64.52,23.24,WV,杂食性,16,LC,1.11394335230684,Partial migrant,LC,LC/NE,Herbivore,2,1
Acridotheres tristis,Passeriformes,116.43,2,Human Modified,Carnivore,Omnivore,Terrestrial,27.06,81.59,R,杂食性,10,LC,2.06606489745968,Partial migrant,LC,LC/NE,Carnivore,2,1
Acrocephalus bistrigiceps,Passeriformes,8.67,3,Wetland,Carnivore,Invertivore,Insessorial,43.82,124.82,SWP,食虫,25,LC,0.93801909747621,Full migrant,LC,LC/NE,Carnivore,2,1
Aegithalos caudatus,Passeriformes,8.6,1,Forest,Carnivore,Invertivore,Insessorial,52.48,72.38,RW,食虫,7,LC,0.934498451243568,Resident/low mobility,LC,LC/NE,Carnivore,2,1
Aegithalos fuliginosus,Passeriformes,5.65,1,Forest,Carnivore,Invertivore,Insessorial,31.85,105.43,R,杂食性,9,LC,0.752048447819439,Resident/low mobility,LC,LC/NE,Carnivore,2,1
Aethopyga christinae,Passeriformes,5.2,1,Forest,Herbivore,Omnivore,Insessorial,19.2,109.74,R,食花,15,LC,0.716003343634799,Resident/low mobility,LC,LC/NE,Herbivore,2,1
Carduelis carduelis,Passeriformes,16,1,Woodland,Herbivore,Granivore,Insessorial,50.13,35.73,R,杂食性,3,LC,1.20411998265592,Resident/low mobility,LC,LC/NE,Herbivore,2,1
Cephalopyrus flammiceps,Passeriformes,7,2,Forest,Omnivore,Invertivore,Insessorial,30.12,87.64,RWP,杂食性,8,LC,0.845098040014257,Partial migrant,LC,LC/NE,Omnivore,2,1
Curruca curruca,Passeriformes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,NA,NA,LC,LC/NE,Other,2,1
Cyornis glaucicomans,Passeriformes,14.2,1,Forest,Carnivore,Invertivore,Insessorial,28.78,106.49,S,食虫,10,LC,1.15228834438306,Resident/low mobility,LC,LC/NE,Carnivore,2,1
Elachura formosa,Passeriformes,5,1,Grassland,Carnivore,Invertivore,Insessorial,24.86,99.87,R,食虫,4,LC,0.698970004336019,Resident/low mobility,LC,LC/NE,Carnivore,2,1
Emberiza godlewskii,Passeriformes,19,2,Shrubland,Omnivore,Granivore,Terrestrial,41.64,102.92,RSW,杂食性,21,LC,1.27875360095283,Partial migrant,LC,LC/NE,Omnivore,2,1
Emberiza siemsseni,Passeriformes,20,3,Shrubland,Omnivore,Invertivore,Terrestrial,32.27,106.09,SW,杂食性,14,LC,1.30102999566398,Full migrant,LC,LC/NE,Omnivore,2,1
Emberiza yessoensis,Passeriformes,13.49,3,Wetland,Herbivore,Granivore,Terrestrial,44.01,132.33,SWP,杂食性,16,NT,1.1300119496719,Full migrant,NT,NT,Herbivore,2,1
Enicurus maculatus,Passeriformes,40.39,1,Wetland,Carnivore,Aquatic predator,Terrestrial,25.59,100.85,R,食虫,8,LC,1.60627385316999,Resident/low mobility,LC,LC/NE,Carnivore,2,1
Ficedula erithacus,Passeriformes,10,1,Forest,Omnivore,Omnivore,Insessorial,29.11,99.73,NA,NA,NA,LC,1,Resident/low mobility,LC,LC/NE,Omnivore,2,1
Geokichla citrina,Passeriformes,53.3,3,Forest,Omnivore,Omnivore,Generalist,21.21,95.99,RSP,杂食性,16,LC,1.72672720902657,Full migrant,LC,LC/NE,Omnivore,2,1
Helopsaltes pleskei,Passeriformes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,VU,NA,NA,Threatened,Threatened/DD,Other,2,1
Hemixos castanonotus,Passeriformes,35.3,2,Forest,Omnivore,Frugivore,Insessorial,24.22,110.8,R,杂食性,15,LC,1.54777470538782,Partial migrant,LC,LC/NE,Omnivore,2,1
Heterophasia desgodinsi,Passeriformes,31,1,Forest,Omnivore,Invertivore,Insessorial,24.78,104.37,R,杂食性,7,LC,1.49136169383427,Resident/low mobility,LC,LC/NE,Omnivore,2,1
Ixos mcclellandii,Passeriformes,32.5,1,Woodland,Omnivore,Omnivore,Insessorial,24.56,104.72,R,杂食性,18,LC,1.51188336097887,Resident/low mobility,LC,LC/NE,Omnivore,2,1
Lanius tephronotus,Passeriformes,46.35,3,Grassland,Carnivore,Invertivore,Insessorial,31.55,98.62,RSP,食虫，食肉,15,LC,1.66604973848052,Full migrant,LC,LC/NE,Carnivore,2,1
Larvivora akahige,Passeriformes,17,1,Forest,Carnivore,Invertivore,Terrestrial,40.11,140.24,WPV,食虫,12,LC,1.2304489213782701,Resident/low mobility,LC,LC/NE,Carnivore,2,1
Larvivora cyane,Passeriformes,14.8,3,Forest,Carnivore,Invertivore,Generalist,53.95,117.4,SWP,食虫，食肉,32,LC,1.17026171539496,Full migrant,LC,LC/NE,Carnivore,2,1
Locustella davidi,Passeriformes,10,3,Shrubland,Carnivore,Invertivore,Generalist,49.15,120.27,SV,NA,10,LC,1,Full migrant,LC,LC/NE,Carnivore,2,1
Locustella mandelli,Passeriformes,11.3,2,Shrubland,Carnivore,Invertivore,Generalist,24.72,106.12,R,食虫,11,LC,1.05307844348342,Partial migrant,LC,LC/NE,Carnivore,2,1
Melanochlora sultanea,Passeriformes,37.6,1,Forest,Carnivore,Invertivore,Insessorial,19.6,99.45,R,食虫,5,LC,1.57518784492766,Resident/low mobility,LC,LC/NE,Carnivore,2,1
Mycerobas affinis,Passeriformes,83,2,Forest,Herbivore,Omnivore,Insessorial,30.02,96.37,R,杂食性,5,LC,1.91907809237607,Partial migrant,LC,LC/NE,Herbivore,2,1
Panurus biarmicus,Passeriformes,13.82,2,Wetland,Omnivore,Invertivore,Insessorial,44.98,78.52,SW,杂食性,11,LC,1.14050804303818,Partial migrant,LC,LC/NE,Omnivore,2,1
Pardaliparus venustulus,Passeriformes,10.6,1,Forest,Carnivore,Invertivore,Insessorial,31.64,110.34,RW,杂食性,26,LC,1.02530586526477,Resident/low mobility,LC,LC/NE,Carnivore,2,1
Passer cinnamomeus,Passeriformes,18.46,1,Forest,Herbivore,Granivore,Terrestrial,30.87,108.08,R,杂食性,27,LC,1.26623169668989,Resident/low mobility,LC,LC/NE,Herbivore,2,1
Passer domesticus,Passeriformes,26.51,1,Human Modified,Herbivore,Granivore,Terrestrial,46.32,61.68,R,杂食性,9,LC,1.42340972773309,Resident/low mobility,LC,LC/NE,Herbivore,2,1
Passer hispaniolensis,Passeriformes,24.2,1,Shrubland,Herbivore,Granivore,Terrestrial,38.13,40.32,R,杂食性,2,LC,1.38381536598043,Resident/low mobility,LC,LC/NE,Herbivore,2,1
Phoenicurus frontalis,Passeriformes,15.77,2,Forest,Carnivore,Invertivore,Insessorial,32.07,97.76,NA,NA,NA,LC,1.1978316933289,Partial migrant,LC,LC/NE,Carnivore,2,1
Phylloscopus cantator,Passeriformes,6,1,Forest,Carnivore,Invertivore,Insessorial,24.53,97.15,S,食虫,3,LC,0.778151250383644,Resident/low mobility,LC,LC/NE,Carnivore,2,1
Pitta nympha,Passeriformes,88.28,3,Forest,Carnivore,Invertivore,Terrestrial,27.62,114.09,SP,食虫,21,VU,1.94586232448962,Full migrant,Threatened,Threatened/DD,Carnivore,2,1
Plectrophenax nivalis,Passeriformes,42.2,3,Grassland,Herbivore,Granivore,Terrestrial,69.82,-29.77,WV,食种子,7,LC,1.62531245096167,Full migrant,LC,LC/NE,Herbivore,2,1
Prunella montanella,Passeriformes,17,3,Forest,Carnivore,Invertivore,Terrestrial,62.42,117.86,WPV,杂食性,19,LC,1.2304489213782701,Full migrant,LC,LC/NE,Carnivore,2,1
Prunella strophiata,Passeriformes,18.08,2,Forest,Omnivore,Invertivore,Terrestrial,32.01,95.81,R,杂食性,11,LC,1.25719842613934,Partial migrant,LC,LC/NE,Omnivore,2,1
Regulus regulus,Passeriformes,5.54,3,Forest,Carnivore,Invertivore,Insessorial,51.77,58.18,RSWP,食虫,26,LC,0.74350976472843,Full migrant,LC,LC/NE,Carnivore,2,1
Turdus cardis,Passeriformes,58.9,3,Forest,Omnivore,Invertivore,Terrestrial,34.4,125.98,SWP,杂食性,20,LC,1.7701152947871,Full migrant,LC,LC/NE,Omnivore,2,1
Turdus feae,Passeriformes,71,3,Forest,Omnivore,Omnivore,Generalist,38.78,113.66,SP,杂食性,7,VU,1.85125834871908,Full migrant,Threatened,Threatened/DD,Omnivore,2,1
Turdus pilaris,Passeriformes,106,3,Forest,Carnivore,Invertivore,Generalist,58.85,70.26,SWPV,食虫,4,LC,2.02530586526477,Full migrant,LC,LC/NE,Carnivore,2,1
Turdus viscivorus,Passeriformes,117.37,1,Forest,Omnivore,Omnivore,Insessorial,51.99,46.29,R,杂食性,1,LC,2.0695571045827,Resident/low mobility,LC,LC/NE,Omnivore,2,1
Yuhina nigrimenta,Passeriformes,9.5,1,Forest,Omnivore,Invertivore,Insessorial,26.12,104.49,R,杂食性,7,LC,0.977723605288848,Resident/low mobility,LC,LC/NE,Omnivore,2,1
Zoothera dixoni,Passeriformes,90,1,Forest,Carnivore,Invertivore,Terrestrial,27.47,97.95,WP,杂食性,7,LC,1.95424250943932,Resident/low mobility,LC,LC/NE,Carnivore,2,1
Zoothera monticola,Passeriformes,126,1,Forest,Carnivore,Invertivore,Terrestrial,26.9,88.92,R,NA,1,LC,2.10037054511756,Resident/low mobility,LC,LC/NE,Carnivore,2,1
Ardea intermedia,Pelecaniformes,458.83,2,Wetland,Carnivore,Aquatic predator,Terrestrial,21.5,99.46,RSWP,食肉，食虫,26,LC,2.66165180593479,Partial migrant,LC,LC/NE,Carnivore,2,1
Egretta eulophotes,Pelecaniformes,461.83,3,Coastal,Carnivore,Aquatic predator,Terrestrial,39.31,124.18,SWP,食肉，食虫,21,VU,2.66448214081866,Full migrant,Threatened,Threatened/DD,Carnivore,2,1
Plegadis falcinellus,Pelecaniformes,626.61,2,Wetland,Carnivore,Aquatic predator,Terrestrial,-2.86,50.72,P,食肉,17,LC,2.79699732145881,Partial migrant,LC,LC/NE,Carnivore,2,1
Picumnus innominatus,Piciformes,10.2,1,Forest,Carnivore,Invertivore,Insessorial,24.24,103.72,R,食虫,21,LC,1.00860017176192,Resident/low mobility,LC,LC/NE,Carnivore,2,1
Psilopogon faiostrictus,Piciformes,92.95,1,Forest,Herbivore,Frugivore,Insessorial,16.24,104.65,R,杂食性,3,LC,1.96824939410792,Resident/low mobility,LC,LC/NE,Herbivore,2,1
Sasia ochracea,Piciformes,9.7,1,Forest,Carnivore,Invertivore,Insessorial,20.83,99.6,R,食虫,5,LC,0.986771734266245,Resident/low mobility,LC,LC/NE,Carnivore,2,1
Podiceps auritus,Podicipediformes,453,3,Wetland,Carnivore,Aquatic predator,Aquatic,57.33,19.63,SWP,食肉，食虫,16,VU,2.65609820201283,Full migrant,Threatened,Threatened/DD,Carnivore,2,1
Podiceps nigricollis,Podicipediformes,412.44,3,Wetland,Carnivore,Aquatic predator,Aquatic,41.93,13.31,SWP,食虫，食肉,33,LC,2.61536077818485,Full migrant,LC,LC/NE,Carnivore,2,1
Ardenna pacifica,Procellariiformes,388,3,Marine,Carnivore,Aquatic predator,Generalist,-0.72,13.15,NA,NA,NA,LC,2.58883172559421,Full migrant,LC,LC/NE,Carnivore,2,1
Calonectris leucomelas,Procellariiformes,579.99,3,Marine,Carnivore,Aquatic predator,Generalist,6.96,138.23,SPR,食肉,12,NT,2.76342050566249,Full migrant,NT,NT,Carnivore,2,1
Athene noctua,Strigiformes,168.92,1,Human Modified,Carnivore,Omnivore,Insessorial,40.42,58.9,RV,食虫，食肉,22,LC,2.22768107275287,Resident/low mobility,LC,LC/NE,Carnivore,2,1
Bubo nipalensis,Strigiformes,1396.42,1,Forest,Carnivore,Vertivore,Insessorial,22.43,96.9,R,食肉,5,LC,3.14501606029929,Resident/low mobility,LC,LC/NE,Carnivore,2,1
Otus semitorques,Strigiformes,121.53,2,Forest,Carnivore,Invertivore,Insessorial,41.38,128.14,RS,NA,12,LC,2.08468349790325,Partial migrant,LC,LC/NE,Carnivore,2,1
Sula dactylatra,Strigiformes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1
Fregata andrewsi,Suliformes,1473.09,3,Marine,Carnivore,Aquatic predator,Aerial,-10.43,105.69,P,食肉,5,VU,3.16822928133641,Full migrant,Threatened,Threatened/DD,Carnivore,2,1
Accipiter badius,Accipitriformes,131.15,3,Shrubland,Carnivore,Vertivore,Insessorial,8.23,44.98,RP,食肉，食虫,11,LC,2.11776829492637,Full migrant,LC,LC/NE,Carnivore,1,1
Accipiter gularis,Accipitriformes,120.66,3,Forest,Carnivore,Vertivore,Insessorial,49.07,117.11,SWPV,食肉，食虫,29,LC,2.08156332098039,Full migrant,LC,LC/NE,Carnivore,1,1
Accipiter virgatus,Accipitriformes,116.99,2,Forest,Carnivore,Vertivore,Generalist,22.08,101.25,R,食肉，食虫,25,LC,2.06814874097329,Partial migrant,LC,LC/NE,Carnivore,1,1
Circus macrourus,Accipitriformes,384.36,3,Grassland,Carnivore,Vertivore,Aerial,51.02,62.85,SWP,食肉，食虫,13,NT,2.58473818471145,Full migrant,NT,NT,Carnivore,1,1
Circus spilonotus,Accipitriformes,558.78,3,Wetland,Carnivore,Vertivore,Aerial,52.88,121.45,SWP,食肉，食腐,34,LC,2.74724085333857,Full migrant,LC,LC/NE,Carnivore,1,1
Clanga clanga,Accipitriformes,2154.29,3,Wetland,Carnivore,Vertivore,Generalist,55.15,73.97,RWP,食肉，食腐,27,VU,3.3333041654997,Full migrant,Threatened,Threatened/DD,Carnivore,1,1
Gyps tenuirostris,Accipitriformes,5515,1,Woodland,Scavenger,Scavenger,Terrestrial,24.18,93.19,NA,NA,NA,CR,3.74154551677621,Resident/low mobility,Threatened,Threatened/DD,Scavenger,1,1
Haliaeetus leucoryphus,Accipitriformes,2885.92,3,Wetland,Carnivore,Aquatic predator,Aerial,27.12,85.7,SWP,食肉,22,EN,3.46028428793554,Full migrant,Threatened,Threatened/DD,Carnivore,1,1
Haliaeetus pelagicus,Accipitriformes,7756.99,3,Wetland,Carnivore,Aquatic predator,Generalist,58.65,151.19,WPV,食肉，食腐,9,VU,3.88969323156954,Full migrant,Threatened,Threatened/DD,Carnivore,1,1
Haliastur indus,Accipitriformes,529,1,Coastal,Carnivore,Omnivore,Generalist,9.01,106.46,RSWPV,食肉，食虫,12,LC,2.72345567203519,Resident/low mobility,LC,LC/NE,Carnivore,1,1
Lophotriorchis kienerii,Accipitriformes,799,1,Forest,Carnivore,Vertivore,Aerial,9.42,104.2,R,食肉,1,NT,2.90254677931399,Resident/low mobility,NT,NT,Carnivore,1,1
Anas carolinensis,Anseriformes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
Anser albifrons,Anseriformes,2506.39,3,Grassland,Herbivore,Herbivore terrestrial,Terrestrial,68.29,12.71,WP,杂食性,21,LC,3.39904864912808,Full migrant,LC,LC/NE,Herbivore,1,1
Anser anser,Anseriformes,3302.41,3,Wetland,Herbivore,Herbivore terrestrial,Terrestrial,51.74,74.51,SWP,杂食性,34,LC,3.51883099069656,Full migrant,LC,LC/NE,Herbivore,1,1
Anser erythropus,Anseriformes,1755.5,3,Grassland,Herbivore,Herbivore terrestrial,Terrestrial,68.29,95.41,WPV,杂食性,23,VU,3.24440083380137,Full migrant,Threatened,Threatened/DD,Herbivore,1,1
Anser fabalis,Anseriformes,2754.73,3,Wetland,Herbivore,Herbivore terrestrial,Terrestrial,62.77,105.89,WP,杂食性,23,LC,3.44007903866642,Full migrant,LC,LC/NE,Herbivore,1,1
Asarcornis scutulata,Anseriformes,2937.39,1,Wetland,Omnivore,Omnivore,Aquatic,12.09,98.98,NA,NA,NA,CR,3.46796161203299,Resident/low mobility,Threatened,Threatened/DD,Omnivore,1,1
Aythya collaris,Anseriformes,704.55,3,Wetland,Omnivore,Herbivore aquatic,Aquatic,52.28,-100.06,NA,NA,NA,LC,2.84791181923893,Full migrant,LC,LC/NE,Omnivore,1,1
Aythya fuligula,Anseriformes,701.17,2,Wetland,Omnivore,Herbivore aquatic,Aquatic,57.84,83.37,SWP,食肉,34,LC,2.84582332625636,Partial migrant,LC,LC/NE,Omnivore,1,1
Branta leucopsis,Anseriformes,1683.97,3,Grassland,Herbivore,Herbivore terrestrial,Terrestrial,72.42,-0.02,V,杂食性,2,LC,3.22633435025715,Full migrant,LC,LC/NE,Herbivore,1,1
Cygnus columbianus,Anseriformes,6377.96,3,Wetland,Herbivore,Herbivore aquatic,Aquatic,67.98,51.4,WP,杂食性,27,LC,3.80468179119516,Full migrant,LC,LC/NE,Herbivore,1,1
Dendrocygna javanica,Anseriformes,519.61,2,Wetland,Herbivore,Herbivore aquatic,Aquatic,20.14,92.69,RSPV,杂食性,9,LC,2.71567750056694,Partial migrant,LC,LC/NE,Herbivore,1,1
Gracupica nigricollis,Anseriformes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
Oxyura leucocephala,Anseriformes,661.09,1,Wetland,Omnivore,Aquatic predator,Aquatic,48.43,65.67,SW,杂食性,3,EN,2.82026058784064,Resident/low mobility,Threatened,Threatened/DD,Omnivore,1,1
Aerodramus brevirostris,Caprimulgiformes,13.42,1,Rock,Carnivore,Invertivore,Aerial,26.62,99.51,RSP,食虫,11,LC,1.12775251583297,Resident/low mobility,LC,LC/NE,Carnivore,1,1
Caprimulgus macrurus,Caprimulgiformes,66.2,1,Woodland,Carnivore,Invertivore,Generalist,7.52,110.9,VR,食虫,2,LC,1.8208579894397,Resident/low mobility,LC,LC/NE,Carnivore,1,1
Hemiprocne coronata,Caprimulgiformes,29,1,Woodland,Carnivore,Invertivore,Aerial,20.18,90.5,R,食虫,1,LC,1.46239799789896,Resident/low mobility,LC,LC/NE,Carnivore,1,1
Hirundapus caudacutus,Caprimulgiformes,95.5,3,Woodland,Carnivore,Invertivore,Aerial,46.53,112.91,RSP,食虫,25,LC,1.98000337158375,Full migrant,LC,LC/NE,Carnivore,1,1
Brachyramphus perdix,Charadriiformes,220,3,Marine,Carnivore,Aquatic predator,Aquatic,54.22,149.82,PV,食肉,6,NT,2.34242268082221,Full migrant,NT,NT,Carnivore,1,1
Calidris alba,Charadriiformes,51.71,3,Coastal,Carnivore,Aquatic predator,Terrestrial,75.56,-43.49,WP,杂食性,32,LC,1.71357453777207,Full migrant,LC,LC/NE,Carnivore,1,1
Calidris bairdii,Charadriiformes,40.97,3,Grassland,Carnivore,Aquatic predator,Terrestrial,70.82,-108.4,NA,NA,NA,LC,1.61246596395314,Full migrant,LC,LC/NE,Carnivore,1,1
Calidris pygmaea,Charadriiformes,31.67,3,Coastal,Carnivore,Aquatic predator,Terrestrial,63.52,58.08,NA,NA,NA,CR,1.50064806337191,Full migrant,Threatened,Threatened/DD,Carnivore,1,1
Charadrius asiaticus,Charadriiformes,77.09,3,Desert,Carnivore,Omnivore,Terrestrial,44.94,66.44,P,杂食性,3,LC,1.8869980456711,Full migrant,LC,LC/NE,Carnivore,1,1
Charadrius dealbatus,Charadriiformes,42.3,2,Coastal,Carnivore,Aquatic predator,Terrestrial,22.29,111.54,NA,NA,NA,LC,1.62634036737504,Partial migrant,LC,LC/NE,Carnivore,1,1
Charadrius hiaticula,Charadriiformes,64.04,2,Coastal,Carnivore,Aquatic predator,Terrestrial,69.82,39,SWP,食肉,13,LC,1.80645132324726,Partial migrant,LC,LC/NE,Carnivore,1,1
Charadrius placidus,Charadriiformes,62.7,3,Riverine,Carnivore,Aquatic predator,Terrestrial,41.52,124.82,WP,杂食性,33,LC,1.79726754083072,Full migrant,LC,LC/NE,Carnivore,1,1
Chlidonias leucopterus,Charadriiformes,54.2,3,Wetland,Carnivore,Aquatic predator,Aerial,51.26,83.1,SWPV,食肉，食虫,34,LC,1.73399928653839,Full migrant,LC,LC/NE,Carnivore,1,1
Gygis alba,Charadriiformes,117,2,Marine,Carnivore,Aquatic predator,Aerial,-5.58,-7.04,V,NA,3,LC,2.06818586174616,Partial migrant,LC,LC/NE,Carnivore,1,1
Hydrocoloeus minutus,Charadriiformes,118,2,Coastal,Carnivore,Aquatic predator,Generalist,57.28,70.99,SPV,食虫,12,LC,2.07188200730613,Partial migrant,LC,LC/NE,Carnivore,1,1
Larus argentatus,Charadriiformes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
Larus brunnicephalus,Charadriiformes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
Larus cachinnans,Charadriiformes,1111.89,3,Coastal,Carnivore,Omnivore,Generalist,46.47,53.41,SW,食肉,4,LC,3.04606182433596,Full migrant,LC,LC/NE,Carnivore,1,1
Larus canus,Charadriiformes,412.53,3,Coastal,Carnivore,Omnivore,Terrestrial,60.59,40.08,WP,食肉，食虫,32,LC,2.61545553679068,Full migrant,LC,LC/NE,Carnivore,1,1
Larus crassirostris,Charadriiformes,561,2,Coastal,Carnivore,Aquatic predator,Aerial,40.37,131.72,SWP,食肉，食腐,26,LC,2.74896286125616,Partial migrant,LC,LC/NE,Carnivore,1,1
Larus relictus,Charadriiformes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
Limosa lapponica,Charadriiformes,291.65,3,Wetland,Carnivore,Aquatic predator,Terrestrial,69.14,73.39,WP,食虫,20,NT,2.46486198076603,Full migrant,NT,NT,Carnivore,1,1
Limosa limosa,Charadriiformes,288.37,3,Wetland,Carnivore,Aquatic predator,Terrestrial,55.43,66.46,SWP,食虫,34,NT,2.45995007743384,Full migrant,NT,NT,Carnivore,1,1
Numenius madagascariensis,Charadriiformes,792,3,Wetland,Carnivore,Aquatic predator,Terrestrial,56.7,135.49,WP,食虫,30,EN,2.89872518158949,Full migrant,Threatened,Threatened/DD,Carnivore,1,1
Numenius minutus,Charadriiformes,173,3,Grassland,Carnivore,Aquatic predator,Terrestrial,67.89,134.75,P,杂食性,26,LC,2.2380461031288,Full migrant,LC,LC/NE,Carnivore,1,1
Numenius phaeopus,Charadriiformes,364.57,3,Grassland,Carnivore,Omnivore,Terrestrial,63.88,-11.94,WP,食虫,34,LC,2.56178092825065,Full migrant,LC,LC/NE,Carnivore,1,1
Onychoprion fuscatus,Charadriiformes,185.72,2,Marine,Carnivore,Aquatic predator,Aerial,6.81,115.01,WPV,食肉,7,LC,2.26885867499414,Partial migrant,LC,LC/NE,Carnivore,1,1
Pluvialis apricaria,Charadriiformes,214,3,Grassland,Carnivore,Invertivore,Terrestrial,65.53,46.78,V,NA,2,LC,2.33041377334919,Full migrant,LC,LC/NE,Carnivore,1,1
Thalasseus bergii,Charadriiformes,328,3,Coastal,Carnivore,Aquatic predator,Aerial,-10.25,77.11,RS,食肉,8,LC,2.51587384371168,Full migrant,LC,LC/NE,Carnivore,1,1
Tringa brevipes,Charadriiformes,127,3,Wetland,Carnivore,Aquatic predator,Terrestrial,62.43,142.4,WP,食虫,29,LC,2.10380372095596,Full migrant,LC,LC/NE,Carnivore,1,1
Vanellus cinereus,Charadriiformes,270,3,Wetland,Carnivore,Aquatic predator,Terrestrial,45.14,126.71,SWP,杂食性,33,LC,2.43136376415899,Full migrant,LC,LC/NE,Carnivore,1,1
Vanellus vanellus,Charadriiformes,218.37,2,Wetland,Carnivore,Omnivore,Terrestrial,52.6,61.57,SWP,杂食性,34,NT,2.33919297409966,Partial migrant,NT,NT,Carnivore,1,1
