"species_lat","class_lat","order_lat","family_lat","genus_lat","species","order","family","genus","genus_size","n_congeners","n_new_records","new_record","mass","hwi","habitat_av","habitat_density_av","migration_av_raw","trophic_level_av","trophic_niche_av","range_size_av","centroid_latitude","centroid_longitude","endemic_cn","diet_cn","clutch_raw","migration_cn_raw","range_size_provinces","clutch_size","endemic_status","migration_class_av","diet_group_av","forest_association","log_mass","log_hwi","log_range_provinces","log_clutch_size","log_n_congeners","tree_label","z_log_mass","z_log_hwi","z_log_range_provinces","z_log_clutch_size","z_log_n_congeners"
"Dicaeum chrysorrheum","Aves","PASSERIFORMES","Dicaeidae","Dicaeum","Dicaeum chrysorrheum","Passeriformes","Dicaeidae","Dicaeum",6,5,0,0,9,24.4,"Forest",1,"1","Herbivore","Frugivore",3155552.17,10.78,103.76,"否","杂食性","2-3","R",2,2.5,"Non_endemic","Resident_low","Fruit_nectar","Forest_primary",0.954242509439325,3.23474917402449,1.09861228866811,1.25276296849537,1.79175946922805,"Dicaeum_chrysorrheum",-1.25861140366971,-0.274452771455123,-1.07882284575047,-0.889910430137798,0.298690797068234
"Dicaeum cruentatum","Aves","PASSERIFORMES","Dicaeidae","Dicaeum","Dicaeum cruentatum","Passeriformes","Dicaeidae","Dicaeum",6,5,1,1,5.6,21.3,"Forest",1,"1","Herbivore","Omnivore",4479690.76,14.78,104.8,"否","杂食性","2-3","R",9,2.5,"Non_endemic","Resident_low","Omnivore","Forest_primary",0.7481880270062,3.10458667846607,2.30258509299405,1.25276296849537,1.79175946922805,"Dicaeum_cruentatum",-1.52776845669398,-0.53674697480418,0.128236378736056,-0.889910430137798,0.298690797068234
"Dicaeum ignipectus","Aves","PASSERIFORMES","Dicaeidae","Dicaeum","Dicaeum ignipectus","Passeriformes","Dicaeidae","Dicaeum",6,5,1,1,5.72,23.3,"Forest",1,"1","Herbivore","Omnivore",4029931.67,24.88,103.67,"否","杂食性","2-3","R",18,2.5,"Non_endemic","Resident_low","Omnivore","Forest_primary",0.757396028793024,3.1904763503465,2.94443897916644,1.25276296849537,1.79175946922805,"Dicaeum_ignipectus",-1.51574057651433,-0.363668216862893,0.771735676472,-0.889910430137798,0.298690797068234
"Dicaeum melanozanthum","Aves","PASSERIFORMES","Dicaeidae","Dicaeum","Dicaeum melanozanthum","Passeriformes","Dicaeidae","Dicaeum",6,5,0,0,8.46,23.3,"Forest",2,"1","Carnivore","Invertivore",1275828.24,25.86,97.8,"否","杂食性","3","RS",4,3,"Non_endemic","Resident_low","Invertebrate","Forest_primary",0.927370363039024,3.1904763503465,1.6094379124341,1.38629436111989,1.79175946922805,"Dicaeum_melanozanthum",-1.29371293433352,-0.363668216862893,-0.566687705276071,-0.521195719216021,0.298690797068234
"Dicrurus aeneus","Aves","PASSERIFORMES","Dicruridae","Dicrurus","Dicrurus aeneus","Passeriformes","Dicruridae","Dicrurus",7,6,0,0,26,29.4,"Forest",1,"1","Carnivore","Invertivore",4639369.76,14.77,98.92,"否","食虫","3-4","R",8,3.5,"Non_endemic","Resident_low","Invertebrate","Forest_primary",1.41497334797082,3.41444260841218,2.19722457733622,1.50407739677627,1.94591014905531,"Dicrurus_aeneus",-0.656785356149578,0.0876526569754546,0.0226057682567446,-0.195966294958842,0.451030460808055
"Dicrurus hottentottus","Aves","PASSERIFORMES","Dicruridae","Dicrurus","Dicrurus hottentottus","Passeriformes","Dicruridae","Dicrurus",7,6,1,1,79.19,24.5,"Forest",1,"1","Carnivore","Invertivore",7425702.56,21.4,103.03,"否","食虫","3-4","RSP",31,3.5,"Non_endemic","Resident_low","Invertebrate","Forest_primary",1.89867034296553,3.23867845216438,3.46573590279973,1.50407739677627,1.94591014905531,"Dicrurus_hottentottus",-0.0249599467134006,-0.266534769614288,1.29436896030294,-0.195966294958842,0.451030460808055
"Dicrurus leucophaeus","Aves","PASSERIFORMES","Dicruridae","Dicrurus","Dicrurus leucophaeus","Passeriformes","Dicruridae","Dicrurus",7,6,0,0,37.6,31.5,"Forest",1,"1","Carnivore","Invertivore",6692531.66,25.68,107.28,"否","食虫","3-4","RSWP",25,3.5,"Non_endemic","Resident_low","Invertebrate","Forest_primary",1.57518784492766,3.48124008933569,3.25809653802148,1.50407739677627,1.94591014905531,"Dicrurus_leucophaeus",-0.447506424949116,0.222258189616722,1.08619730582572,-0.195966294958842,0.451030460808055
"Dicrurus macrocercus","Aves","PASSERIFORMES","Dicruridae","Dicrurus","Dicrurus macrocercus","Passeriformes","Dicruridae","Dicrurus",7,6,0,0,48.3,27.8,"Shrubland",2,"1","Carnivore","Invertivore",9351037.98,25.16,96.34,"否","食虫","3-4","RS",33,3.5,"Non_endemic","Resident_low","Invertebrate","Non_forest",1.68394713075151,3.3603753871419,3.52636052461616,1.50407739677627,1.94591014905531,"Dicrurus_macrocercus",-0.305440460085323,-0.0212997618418338,1.35514899514393,-0.195966294958842,0.451030460808055
"Dicrurus paradiseus","Aves","PASSERIFORMES","Dicruridae","Dicrurus","Dicrurus paradiseus","Passeriformes","Dicruridae","Dicrurus",7,6,0,0,85.82,21.8,"Forest",1,"1","Carnivore","Invertivore",5998619.7,14.98,94.83,"否","食虫","3-4","R",2,3.5,"Non_endemic","Resident_low","Invertebrate","Forest_primary",1.93358851019665,3.1267605359604,1.09861228866811,1.50407739677627,1.94591014905531,"Dicrurus_paradiseus",0.0206516356116178,-0.492063794278969,-1.07882284575047,-0.195966294958842,0.451030460808055
"Dicrurus remifer","Aves","PASSERIFORMES","Dicruridae","Dicrurus","Dicrurus remifer","Passeriformes","Dicruridae","Dicrurus",7,6,1,1,43.1,25.4,"Forest",1,"1","Carnivore","Invertivore",2417911.23,18.91,99.14,"否","食虫","3-4","SP",2,3.5,"Non_endemic","Resident_low","Invertebrate","Forest_primary",1.63447727016073,3.27336401015227,1.09861228866811,1.50407739677627,1.94591014905531,"Dicrurus_remifer",-0.370060077833542,-0.196638900138829,-1.07882284575047,-0.195966294958842,0.451030460808055
"Elachura formosa","Aves","PASSERIFORMES","Elachuridae","Elachura","Elachura formosa","Passeriformes","Elachuridae","Elachura",1,0,2,1,5,9.3,"Grassland",1,"1","Carnivore","Invertivore",663267.73,24.86,99.87,"否","食虫","3-4","R",4,3.5,"Non_endemic","Resident_low","Invertebrate","Non_forest",0.698970004336019,2.33214389523559,1.6094379124341,1.50407739677627,0,"Elachura_formosa",-1.59205911313183,-2.09331873221365,-0.566687705276071,-0.195966294958842,-1.47201845540291
"Emberiza aureola","Aves","PASSERIFORMES","Emberizidae","Emberiza","Emberiza aureola","Passeriformes","Emberizidae","Emberiza",31,30,0,0,19.6,25.8,"Shrubland",2,"3","Omnivore","Omnivore",14850268.01,58.85,103.13,"否","杂食性","4-5","SWP",33,4.5,"Non_endemic","Long_distance_migrant","Omnivore","Non_forest",1.29225607135648,3.28840188751681,3.52636052461616,1.70474809223843,3.43398720448515,"Emberiza_aureola",-0.817083837107883,-0.166335639230446,1.35514899514393,0.358137395668069,1.92162506666485
"Emberiza bruniceps","Aves","PASSERIFORMES","Emberizidae","Emberiza","Emberiza bruniceps","Passeriformes","Emberizidae","Emberiza",31,30,0,0,24.8,27.1,"Grassland",3,"3","Omnivore","Omnivore",4074558.12,43.78,67.02,"否","杂食性","4-5","S",1,4.5,"Non_endemic","Long_distance_migrant","Omnivore","Non_forest",1.39445168082622,3.3357695763397,0.693147180559945,1.70474809223843,3.43398720448515,"Emberiza_bruniceps",-0.683591623048327,-0.0708836417024052,-1.48532737574557,0.358137395668069,1.92162506666485
"Emberiza buchanani","Aves","PASSERIFORMES","Emberizidae","Emberiza","Emberiza buchanani","Passeriformes","Emberizidae","Emberiza",31,30,1,1,21.2,24.8,"Rock",3,"3","Omnivore","Granivore",2911334.78,42.43,74.82,"否","杂食性","4-5","S",1,4.5,"Non_endemic","Long_distance_migrant","Plant_seed","Non_forest",1.32633586092875,3.25037449192757,0.693147180559945,1.70474809223843,3.43398720448515,"Emberiza_buchanani",-0.772567379030162,-0.242965742154697,-1.48532737574557,0.358137395668069,1.92162506666485
"Emberiza calandra","Aves","PASSERIFORMES","Emberizidae","Emberiza","Emberiza calandra","Passeriformes","Emberizidae","Emberiza",31,30,0,0,48.5,26.5,"Grassland",3,"2","Herbivore","Omnivore",7483952.2,44.09,27.42,"否","杂食性","5","SW",1,5,"Non_endemic","Partial_migrant","Omnivore","Non_forest",1.68574173860226,3.31418600467253,0.693147180559945,1.79175946922805,3.43398720448515,"Emberiza_calandra",-0.303096267642922,-0.114377320212341,-1.48532737574557,0.598398311719844,1.92162506666485
"Emberiza chrysophrys","Aves","PASSERIFORMES","Emberizidae","Emberiza","Emberiza chrysophrys","Passeriformes","Emberizidae","Emberiza",31,30,3,1,17.97,21.6,"Forest",2,"3","Omnivore","Omnivore",2478480.52,59.19,114.08,"否","杂食性","4","WP",27,4,"Non_endemic","Long_distance_migrant","Omnivore","Forest_primary",1.25454807710897,3.11794990627824,3.3322045101752,1.6094379124341,3.43398720448515,"Emberiza_chrysophrys",-0.866339609111812,-0.50981834856567,1.16049525597437,0.0949613386844429,1.92162506666485
"Emberiza cia","Aves","PASSERIFORMES","Emberizidae","Emberiza","Emberiza cia","Passeriformes","Emberizidae","Emberiza",31,30,0,0,23.43,19.6,"Rock",3,"2","Omnivore","Omnivore",4412208.21,39.73,43.32,"否","杂食性","4","R",2,4,"Non_endemic","Partial_migrant","Omnivore","Non_forest",1.36977228859696,3.02529107579554,1.09861228866811,1.6094379124341,3.43398720448515,"Emberiza_cia",-0.715828885758744,-0.696537833471433,-1.07882284575047,0.0949613386844429,1.92162506666485
"Emberiza cioides","Aves","PASSERIFORMES","Emberizidae","Emberiza","Emberiza cioides","Passeriformes","Emberizidae","Emberiza",31,30,0,0,21.02,22.1,"Grassland",3,"2","Herbivore","Granivore",10532097.13,43.23,110.38,"否","杂食性","4-5","RSWV",29,4.5,"Non_endemic","Partial_migrant","Plant_seed","Non_forest",1.32263271169222,3.13983261752775,3.40119738166216,1.70474809223843,3.43398720448515,"Emberiza_cioides",-0.7774045887023,-0.465721865245472,1.22966499274327,0.358137395668069,1.92162506666485
"Emberiza citrinella","Aves","PASSERIFORMES","Emberizidae","Emberiza","Emberiza citrinella","Passeriformes","Emberizidae","Emberiza",31,30,0,0,29.7,25.7,"Shrubland",3,"2","Herbivore","Granivore",12899942.03,56.2,51.75,"否","杂食性","4-5","SWV",4,4.5,"Non_endemic","Partial_migrant","Plant_seed","Non_forest",1.47275644931721,3.2846635654062,1.6094379124341,1.70474809223843,3.43398720448515,"Emberiza_citrinella",-0.58130663280734,-0.173868840062661,-0.566687705276071,0.358137395668069,1.92162506666485
"Emberiza elegans","Aves","PASSERIFORMES","Emberizidae","Emberiza","Emberiza elegans","Passeriformes","Emberizidae","Emberiza",31,30,3,1,16.84,17.7,"Woodland",3,"2","Omnivore","Omnivore",3012325.14,39.44,120.22,"否","杂食性","6","SWP",30,6,"Non_endemic","Partial_migrant","Omnivore","Forest_primary",1.22634208716363,2.92852352386054,3.43398720448515,1.94591014905531,3.43398720448515,"Emberiza_elegans",-0.903183462454262,-0.891536921618421,1.26253887325416,1.02404820747675,1.92162506666485
"Emberiza fucata","Aves","PASSERIFORMES","Emberizidae","Emberiza","Emberiza fucata","Passeriformes","Emberizidae","Emberiza",31,30,0,0,19.8,19.5,"Shrubland",2,"3","Herbivore","Granivore",3876445.61,44.35,121.8,"否","杂食性","5","RSWP",32,5,"Non_endemic","Long_distance_migrant","Plant_seed","Non_forest",1.29666519026153,3.02042488614436,3.49650756146648,1.79175946922805,3.43398720448515,"Emberiza_fucata",-0.811324460088248,-0.706343832752746,1.32521950303364,0.598398311719844,1.92162506666485
"Emberiza godlewskii","Aves","PASSERIFORMES","Emberizidae","Emberiza","Emberiza godlewskii","Passeriformes","Emberizidae","Emberiza",31,30,2,1,19,21.4,"Shrubland",2,"2","Omnivore","Granivore",5814242.22,41.64,102.92,"否","杂食性","4","RSW",21,4,"Non_endemic","Partial_migrant","Plant_seed","Non_forest",1.27875360095283,3.10906095886099,3.09104245335832,1.6094379124341,3.43398720448515,"Emberiza_godlewskii",-0.834721333266563,-0.527730723181842,0.918714973038544,0.0949613386844429,1.92162506666485
"Emberiza hortulana","Aves","PASSERIFORMES","Emberizidae","Emberiza","Emberiza hortulana","Passeriformes","Emberizidae","Emberiza",31,30,1,1,19.9,28.8,"Shrubland",2,"3","Omnivore","Omnivore",9881195.68,52.13,47.51,"否","杂食性","4-5","SP",1,4.5,"Non_endemic","Long_distance_migrant","Omnivore","Non_forest",1.29885307640971,3.39450839351136,0.693147180559945,1.70474809223843,3.43398720448515,"Emberiza_hortulana",-0.808466550951587,0.0474826449119403,-1.48532737574557,0.358137395668069,1.92162506666485
"Emberiza jankowskii","Aves","PASSERIFORMES","Emberizidae","Emberiza","Emberiza jankowskii","Passeriformes","Emberizidae","Emberiza",31,30,0,0,22.5,23.9,"Grassland",3,"2","Omnivore","Granivore",13036.49,44.76,121.08,"否","杂食性","4-6","SWP",6,5,"Non_endemic","Partial_migrant","Plant_seed","Non_forest",1.35218251811136,3.21486780347066,1.94591014905531,1.79175946922805,3.43398720448515,"Emberiza_jankowskii",-0.738805385621172,-0.314516295349097,-0.229352912049878,0.598398311719844,1.92162506666485
"Emberiza leucocephalos","Aves","PASSERIFORMES","Emberizidae","Emberiza","Emberiza leucocephalos","Passeriformes","Emberizidae","Emberiza",31,30,3,1,28.5,26.7,"Forest",2,"3","Omnivore","Omnivore",9867084.71,56.37,101.24,"否","杂食性","4-5","RSWV",18,4.5,"Non_endemic","Long_distance_migrant","Omnivore","Forest_primary",1.45484486000851,3.32143241319329,2.94443897916644,1.70474809223843,3.43398720448515,"Emberiza_leucocephalos",-0.604703505985655,-0.0997748731561277,0.771735676472,0.358137395668069,1.92162506666485
"Emberiza melanocephala","Aves","PASSERIFORMES","Emberizidae","Emberiza","Emberiza melanocephala","Passeriformes","Emberizidae","Emberiza",31,30,1,1,28.31,29.6,"Shrubland",2,"3","Omnivore","Omnivore",2122285.8,38.73,39.34,"否","杂食性","4-5","PV",5,4.5,"Non_endemic","Long_distance_migrant","Omnivore","Non_forest",1.4519398693651,3.42100000895834,1.79175946922805,1.70474809223843,3.43398720448515,"Emberiza_melanocephala",-0.608498127249943,0.100866664166363,-0.383898761738348,0.358137395668069,1.92162506666485
"Emberiza pallasi","Aves","PASSERIFORMES","Emberizidae","Emberiza","Emberiza pallasi","Passeriformes","Emberizidae","Emberiza",31,30,0,0,13.96,22.3,"Shrubland",3,"3","Omnivore","Omnivore",6843352.03,61.71,119.82,"否","杂食性","4-5","SWP",25,4.5,"Non_endemic","Long_distance_migrant","Omnivore","Non_forest",1.14488541828714,3.14845336057165,3.25809653802148,1.70474809223843,3.43398720448515,"Emberiza_pallasi",-1.00958559787534,-0.448349957006638,1.08619730582572,0.358137395668069,1.92162506666485
"Emberiza pusilla","Aves","PASSERIFORMES","Emberizidae","Emberiza","Emberiza pusilla","Passeriformes","Emberizidae","Emberiza",31,30,1,1,14.57,24.5,"Forest",2,"3","Herbivore","Granivore",10268381.21,62.69,104.75,"否","杂食性","4-6","WP",34,5,"Non_endemic","Long_distance_migrant","Plant_seed","Forest_primary",1.16345955176999,3.23867845216438,3.55534806148941,1.79175946922805,3.43398720448515,"Emberiza_pusilla",-0.985323281561276,-0.266534769614288,1.38421084243174,0.598398311719844,1.92162506666485
"Emberiza rustica","Aves","PASSERIFORMES","Emberizidae","Emberiza","Emberiza rustica","Passeriformes","Emberizidae","Emberiza",31,30,1,1,20.54,25.2,"Forest",2,"3","Herbivore","Granivore",11090010.05,61.42,100.29,"否","杂食性","4-5","WP",30,4.5,"Non_endemic","Long_distance_migrant","Plant_seed","Forest_primary",1.31260043926126,3.26575941076705,3.43398720448515,1.70474809223843,3.43398720448515,"Emberiza_rustica",-0.790509165951821,-0.211963147949057,1.26253887325416,0.358137395668069,1.92162506666485
"Emberiza rutila","Aves","PASSERIFORMES","Emberizidae","Emberiza","Emberiza rutila","Passeriformes","Emberizidae","Emberiza",31,30,0,0,17.5,28.4,"Forest",2,"3","Carnivore","Invertivore",4625666.61,55.34,110.52,"否","杂食性","4-5","SWP",31,4.5,"Non_endemic","Long_distance_migrant","Invertebrate","Forest_primary",1.24303804868629,3.38099467434464,3.46573590279973,1.70474809223843,3.43398720448515,"Emberiza_rutila",-0.881374493545735,0.0202507591993035,1.29436896030294,0.358137395668069,1.92162506666485
"Emberiza schoeniclus","Aves","PASSERIFORMES","Emberizidae","Emberiza","Emberiza schoeniclus","Passeriformes","Emberizidae","Emberiza",31,30,0,0,18.4,21.1,"Wetland",2,"2","Herbivore","Omnivore",23743379.81,55.24,72.59,"否","杂食性","4-6","SWPV",25,5,"Non_endemic","Partial_migrant","Omnivore","Non_forest",1.26481782300954,3.09557760852371,3.25809653802148,1.79175946922805,3.43398720448515,"Emberiza_schoeniclus",-0.852924834003483,-0.554901411789358,1.08619730582572,0.598398311719844,1.92162506666485
"Emberiza spodocephala","Aves","PASSERIFORMES","Emberizidae","Emberiza","Emberiza spodocephala","Passeriformes","Emberizidae","Emberiza",31,30,0,0,18.45,19.4,"Shrubland",2,"3","Carnivore","Invertivore",4863864.08,52.61,118.31,"否","杂食性","4-5","SWPV",33,4.5,"Non_endemic","Long_distance_migrant","Invertebrate","Non_forest",1.26599637049508,3.01553490085017,3.52636052461616,1.70474809223843,3.43398720448515,"Emberiza_spodocephala",-0.851385365585654,-0.716197783321426,1.35514899514393,0.358137395668069,1.92162506666485
"Emberiza sulphurata","Aves","PASSERIFORMES","Emberizidae","Emberiza","Emberiza sulphurata","Passeriformes","Emberizidae","Emberiza",31,30,1,1,14.89,26.9,"Forest",1,"3","Omnivore","Omnivore",111789.59,37.92,139.48,"否","杂食性","3-5","WP",10,4,"Non_endemic","Long_distance_migrant","Omnivore","Forest_primary",1.17289469775218,3.32862668882732,2.39789527279837,1.6094379124341,3.43398720448515,"Emberiza_sulphurata",-0.972998696056357,-0.0852774805853636,0.223790889026419,0.0949613386844429,1.92162506666485
"Emberiza tristrami","Aves","PASSERIFORMES","Emberizidae","Emberiza","Emberiza tristrami","Passeriformes","Emberizidae","Emberiza",31,30,0,0,18,22.5,"Forest",1,"3","Omnivore","Granivore",423016.56,47.92,134.74,"否","杂食性","5-6","SWP",29,5.5,"Non_endemic","Long_distance_migrant","Plant_seed","Forest_primary",1.25527250510331,3.15700042115011,3.40119738166216,1.87180217690159,3.43398720448515,"Emberiza_tristrami",-0.865393330720872,-0.43112652843157,1.22966499274327,0.819416929448424,1.92162506666485
"Emberiza variabilis","Aves","PASSERIFORMES","Emberizidae","Emberiza","Emberiza variabilis","Passeriformes","Emberizidae","Emberiza",31,30,0,0,23.8,23.8,"Shrubland",1,"3","Herbivore","Omnivore",222168.05,46.58,148.11,"否","食种子","5","PV",5,5,"Non_endemic","Long_distance_migrant","Omnivore","Non_forest",1.37657695705651,3.21084365317094,1.79175946922805,1.79175946922805,3.43398720448515,"Emberiza_variabilis",-0.706940340905206,-0.322625476818728,-0.383898761738348,0.598398311719844,1.92162506666485
"Emberiza yessoensis","Aves","PASSERIFORMES","Emberizidae","Emberiza","Emberiza yessoensis","Passeriformes","Emberizidae","Emberiza",31,30,2,1,13.49,17.5,"Wetland",2,"3","Herbivore","Granivore",52341.69,44.01,132.33,"否","杂食性","5-6","SWP",16,5.5,"Non_endemic","Long_distance_migrant","Plant_seed","Non_forest",1.1300119496719,2.91777073208428,2.83321334405622,1.87180217690159,3.43398720448515,"Emberiza_yessoensis",-1.02901394970469,-0.913205182822488,0.660224911131802,0.819416929448424,1.92162506666485
"Amandava amandava","Aves","PASSERIFORMES","Estrildidae","Amandava","Amandava amandava","Passeriformes","Estrildidae","Amandava",1,0,0,0,8.97,13.5,"Shrubland",2,"1","Herbivore","Granivore",3578715.84,20.6,89.38,"否","杂食性","6-8","R",3,7,"Non_endemic","Resident_low","Plant_seed","Non_forest",0.952792443044092,2.67414864942653,1.38629436111989,2.07944154167984,0,"Amandava_amandava",-1.26050554153569,-1.40413507637446,-0.79040329173344,1.39276291839853,-1.47201845540291
"Estrilda melpoda","Aves","PASSERIFORMES","Estrildidae","Estrilda","Estrilda melpoda","Passeriformes","Estrildidae","Estrilda",1,0,0,0,7.6,17.3,"Grassland",3,"1","Omnivore","Granivore",3732328.98,2.9,9.7,"否","杂食性","2-3","R",1,2.5,"Non_endemic","Resident_low","Plant_seed","Non_forest",0.880813592280791,2.90690105984738,0.693147180559945,1.25276296849537,0,"Estrilda_melpoda",-1.3545273513151,-0.935108973217812,-1.48532737574557,-0.889910430137798,-1.47201845540291
