province,year,climate_scenario,effort_scenario,hazard_mean
Shandong,2045,ssp585,doubled,0.0239595323801041
Hebei,2045,ssp585,doubled,0.0535790845751762
Xinjiang,2045,ssp585,doubled,0.0178081337362528
Inner Mongolia,2045,ssp585,doubled,0.0721430033445358
Tianjin,2045,ssp585,doubled,0.0388633050024509
Beijing,2045,ssp585,doubled,0.0320323295891285
Liaoning,2045,ssp585,doubled,0.0194942466914654
Jilin,2045,ssp585,doubled,0.139052852988243
Heilongjiang,2045,ssp585,doubled,0.0691721141338348
Hainan,2050,current,baseline,0.0503746047616005
Guangdong,2050,current,baseline,0.0856037586927414
Yunnan,2050,current,baseline,0.0192420091480017
Guangxi,2050,current,baseline,0.0344646796584129
Guizhou,2050,current,baseline,0.221927285194397
Fujian,2050,current,baseline,0.0216995142400265
Hunan,2050,current,baseline,0.0155808385461569
Jiangxi,2050,current,baseline,0.0217745471745729
Sichuan,2050,current,baseline,0.202341750264168
Tibet,2050,current,baseline,0.15326651930809
Zhejiang,2050,current,baseline,0.0144040891900659
Chongqing,2050,current,baseline,0.102338187396526
Hubei,2050,current,baseline,0.0267897006124258
Anhui,2050,current,baseline,0.0474686846137047
Shaanxi,2050,current,baseline,0.158420071005821
Qinghai,2050,current,baseline,0.1220967695117
Henan,2050,current,baseline,0.0573702044785023
Jiangsu,2050,current,baseline,0.0304173231124878
Shanghai,2050,current,baseline,0.0305352471768856
Gansu,2050,current,baseline,0.107303753495216
Shanxi,2050,current,baseline,0.236601561307907
Ningxia,2050,current,baseline,0.107820875942707
Shandong,2050,current,baseline,0.149762764573097
Hebei,2050,current,baseline,0.212589412927628
Xinjiang,2050,current,baseline,0.277350187301636
Inner Mongolia,2050,current,baseline,0.0432942733168602
Tianjin,2050,current,baseline,0.0968052074313164
Beijing,2050,current,baseline,0.111239202320576
Liaoning,2050,current,baseline,0.159969091415405
Jilin,2050,current,baseline,0.0418970435857773
Heilongjiang,2050,current,baseline,0.142421826720238
Hainan,2050,current,trend,0.0601965524256229
Guangdong,2050,current,trend,0.0910481736063957
Yunnan,2050,current,trend,0.0257154107093811
Guangxi,2050,current,trend,0.0535941310226917
Guizhou,2050,current,trend,0.0627772584557533
Fujian,2050,current,trend,0.0292689688503742
Hunan,2050,current,trend,0.0246927682310343
Jiangxi,2050,current,trend,0.022436598315835
Sichuan,2050,current,trend,0.110497586429119
Tibet,2050,current,trend,0.0884698927402496
Zhejiang,2050,current,trend,0.0270138625055552
Chongqing,2050,current,trend,0.0376227721571922
Hubei,2050,current,trend,0.046629048883915
Anhui,2050,current,trend,0.0281849689781666
Shaanxi,2050,current,trend,0.132275760173798
Qinghai,2050,current,trend,0.0575948841869831
Henan,2050,current,trend,0.0346325151622295
Jiangsu,2050,current,trend,0.0386308319866657
Shanghai,2050,current,trend,0.0293188933283091
Gansu,2050,current,trend,0.137172475457191
Shanxi,2050,current,trend,0.147974699735641
Ningxia,2050,current,trend,0.182911828160286
Shandong,2050,current,trend,0.0788803175091744
Hebei,2050,current,trend,0.118441224098206
Xinjiang,2050,current,trend,0.184280171990395
Inner Mongolia,2050,current,trend,0.073899582028389
Tianjin,2050,current,trend,0.0800061076879501
Beijing,2050,current,trend,0.0869338065385819
Liaoning,2050,current,trend,0.132879868149757
Jilin,2050,current,trend,0.0688846483826637
Heilongjiang,2050,current,trend,0.0853651091456413
Hainan,2050,current,doubled,0.0534191429615021
Guangdong,2050,current,doubled,0.068601556122303
Yunnan,2050,current,doubled,0.0335065610706806
Guangxi,2050,current,doubled,0.0700838714838028
Guizhou,2050,current,doubled,0.045569434762001
Fujian,2050,current,doubled,0.025552861392498
Hunan,2050,current,doubled,0.0326410494744778
Jiangxi,2050,current,doubled,0.0325219221413136
Sichuan,2050,current,doubled,0.0809899121522903
Tibet,2050,current,doubled,0.11090149730444
Zhejiang,2050,current,doubled,0.0204806607216597
Chongqing,2050,current,doubled,0.0827633067965508
Hubei,2050,current,doubled,0.063206747174263
Anhui,2050,current,doubled,0.0407111421227455
Shaanxi,2050,current,doubled,0.0886059626936913
Qinghai,2050,current,doubled,0.0961391255259514
Henan,2050,current,doubled,0.0498987622559071
Jiangsu,2050,current,doubled,0.0541202686727047
Shanghai,2050,current,doubled,0.0435698293149471
Gansu,2050,current,doubled,0.220131143927574
Shanxi,2050,current,doubled,0.192709133028984
Ningxia,2050,current,doubled,0.189179837703705
Shandong,2050,current,doubled,0.134560108184814
Hebei,2050,current,doubled,0.0764740332961083
Xinjiang,2050,current,doubled,0.133010908961296
Inner Mongolia,2050,current,doubled,0.172799646854401
Tianjin,2050,current,doubled,0.076122984290123
Beijing,2050,current,doubled,0.0910917147994041
Liaoning,2050,current,doubled,0.185927763581276
Jilin,2050,current,doubled,0.0532477460801601
Heilongjiang,2050,current,doubled,0.0894396901130676
Hainan,2050,ssp245,baseline,0.066765308380127
Guangdong,2050,ssp245,baseline,0.0922928005456924
Yunnan,2050,ssp245,baseline,0.113205291330814
Guangxi,2050,ssp245,baseline,0.0210753008723259
Guizhou,2050,ssp245,baseline,0.208284571766853
Fujian,2050,ssp245,baseline,0.0200433898717165
Hunan,2050,ssp245,baseline,0.0285070016980171
Jiangxi,2050,ssp245,baseline,0.0195688679814339
Sichuan,2050,ssp245,baseline,0.01850925385952
Tibet,2050,ssp245,baseline,0.168366193771362
Zhejiang,2050,ssp245,baseline,0.0460765585303307
Chongqing,2050,ssp245,baseline,0.073707714676857
Hubei,2050,ssp245,baseline,0.0684425011277199
Anhui,2050,ssp245,baseline,0.0641738474369049
Shaanxi,2050,ssp245,baseline,0.0419184751808643
Qinghai,2050,ssp245,baseline,0.263986855745316
Henan,2050,ssp245,baseline,0.0430669970810413
Jiangsu,2050,ssp245,baseline,0.0379961617290974
Shanghai,2050,ssp245,baseline,0.0399939678609371
Gansu,2050,ssp245,baseline,0.140659719705582
Shanxi,2050,ssp245,baseline,0.0898753851652145
Ningxia,2050,ssp245,baseline,0.122113339602947
Shandong,2050,ssp245,baseline,0.0445635952055454
Hebei,2050,ssp245,baseline,0.0455414317548275
Xinjiang,2050,ssp245,baseline,0.0358695052564144
Inner Mongolia,2050,ssp245,baseline,0.0827523171901703
Tianjin,2050,ssp245,baseline,0.0385879464447498
Beijing,2050,ssp245,baseline,0.0281941145658493
Liaoning,2050,ssp245,baseline,0.0539689213037491
Jilin,2050,ssp245,baseline,0.259236246347427
Heilongjiang,2050,ssp245,baseline,0.186448290944099
Hainan,2050,ssp245,trend,0.0263546109199524
Guangdong,2050,ssp245,trend,0.130369305610657
Yunnan,2050,ssp245,trend,0.0213707722723484
Guangxi,2050,ssp245,trend,0.0133821740746498
Guizhou,2050,ssp245,trend,0.0840779840946198
Fujian,2050,ssp245,trend,0.016683341935277
Hunan,2050,ssp245,trend,0.0197177585214376
Jiangxi,2050,ssp245,trend,0.0141102690249681
Sichuan,2050,ssp245,trend,0.0347828343510628
Tibet,2050,ssp245,trend,0.0909397527575493
Zhejiang,2050,ssp245,trend,0.03563067689538
Chongqing,2050,ssp245,trend,0.108008302748203
Hubei,2050,ssp245,trend,0.0495941787958145
Anhui,2050,ssp245,trend,0.0791881009936333
Shaanxi,2050,ssp245,trend,0.0346398502588272
Qinghai,2050,ssp245,trend,0.10735309869051
Henan,2050,ssp245,trend,0.0823309719562531
Jiangsu,2050,ssp245,trend,0.0398038811981678
Shanghai,2050,ssp245,trend,0.0235450007021427
Gansu,2050,ssp245,trend,0.0459239892661572
Shanxi,2050,ssp245,trend,0.0382501110434532
Ningxia,2050,ssp245,trend,0.136839285492897
Shandong,2050,ssp245,trend,0.0710588619112968
Hebei,2050,ssp245,trend,0.03251888230443
Xinjiang,2050,ssp245,trend,0.0319674350321293
Inner Mongolia,2050,ssp245,trend,0.0374007225036621
Tianjin,2050,ssp245,trend,0.0766613036394119
Beijing,2050,ssp245,trend,0.0212258007377386
Liaoning,2050,ssp245,trend,0.0246023181825876
Jilin,2050,ssp245,trend,0.188709393143654
Heilongjiang,2050,ssp245,trend,0.169192641973495
Hainan,2050,ssp245,doubled,0.039296206086874
Guangdong,2050,ssp245,doubled,0.122365728020668
Yunnan,2050,ssp245,doubled,0.0154778817668557
Guangxi,2050,ssp245,doubled,0.0166677292436361
Guizhou,2050,ssp245,doubled,0.115662105381489
Fujian,2050,ssp245,doubled,0.0184298250824213
Hunan,2050,ssp245,doubled,0.0233060847967863
Jiangxi,2050,ssp245,doubled,0.0175714176148176
Sichuan,2050,ssp245,doubled,0.0241893474012613
Tibet,2050,ssp245,doubled,0.0924402996897697
Zhejiang,2050,ssp245,doubled,0.0354649908840656
Chongqing,2050,ssp245,doubled,0.0721430033445358
Hubei,2050,ssp245,doubled,0.061494518071413
Anhui,2050,ssp245,doubled,0.049549050629139
Shaanxi,2050,ssp245,doubled,0.0527594238519669
Qinghai,2050,ssp245,doubled,0.0928160175681114
Henan,2050,ssp245,doubled,0.0559898130595684
Jiangsu,2050,ssp245,doubled,0.0396195650100708
Shanghai,2050,ssp245,doubled,0.0290958620607853
Gansu,2050,ssp245,doubled,0.0576572902500629
Shanxi,2050,ssp245,doubled,0.0620083808898926
Ningxia,2050,ssp245,doubled,0.058926098048687
Shandong,2050,ssp245,doubled,0.0456886440515518
Hebei,2050,ssp245,doubled,0.0655372589826584
Xinjiang,2050,ssp245,doubled,0.0511868298053742
Inner Mongolia,2050,ssp245,doubled,0.0452974513173103
Tianjin,2050,ssp245,doubled,0.0417986810207367
Beijing,2050,ssp245,doubled,0.0260660536587238
Liaoning,2050,ssp245,doubled,0.0470606163144112
Jilin,2050,ssp245,doubled,0.14056533575058
Heilongjiang,2050,ssp245,doubled,0.151956781744957
Hainan,2050,ssp585,baseline,0.0040377457626164
Guangdong,2050,ssp585,baseline,0.0302149225026369
Yunnan,2050,ssp585,baseline,0.03825693577528
Guangxi,2050,ssp585,baseline,0.00223353877663612
Guizhou,2050,ssp585,baseline,0.0219788700342178
Fujian,2050,ssp585,baseline,0.00248012063093483
Hunan,2050,ssp585,baseline,0.0017244762275368
Jiangxi,2050,ssp585,baseline,0.00165756628848612
Sichuan,2050,ssp585,baseline,0.0123928571119905
Tibet,2050,ssp585,baseline,0.0207768958061934
Zhejiang,2050,ssp585,baseline,0.0016374111874029
Chongqing,2050,ssp585,baseline,0.00430071074515581
Hubei,2050,ssp585,baseline,0.00398038281127811
Anhui,2050,ssp585,baseline,0.00370561704039574
Shaanxi,2050,ssp585,baseline,0.00526875862851739
Qinghai,2050,ssp585,baseline,0.0342601910233498
Henan,2050,ssp585,baseline,0.00483632227405906
Jiangsu,2050,ssp585,baseline,0.00339547288604081
Shanghai,2050,ssp585,baseline,0.00183933402877301
Gansu,2050,ssp585,baseline,0.0936957001686096
Shanxi,2050,ssp585,baseline,0.0685975179076195
Ningxia,2050,ssp585,baseline,0.0465142950415611
Shandong,2050,ssp585,baseline,0.00586292007938027
Hebei,2050,ssp585,baseline,0.0104751931503415
Xinjiang,2050,ssp585,baseline,0.0298086740076542
Inner Mongolia,2050,ssp585,baseline,0.0630944520235062
Tianjin,2050,ssp585,baseline,0.00577990105375648
Beijing,2050,ssp585,baseline,0.00422314507886767
Liaoning,2050,ssp585,baseline,0.0391805805265903
Jilin,2050,ssp585,baseline,0.124039135873318
Heilongjiang,2050,ssp585,baseline,0.0482003130018711
Hainan,2050,ssp585,trend,0.00449508847668767
Guangdong,2050,ssp585,trend,0.0248514618724585
Yunnan,2050,ssp585,trend,0.0221786573529243
Guangxi,2050,ssp585,trend,0.00322164199315012
Guizhou,2050,ssp585,trend,0.00704841362312436
Fujian,2050,ssp585,trend,0.00251843011938036
Hunan,2050,ssp585,trend,0.00246049067936838
Jiangxi,2050,ssp585,trend,0.00240422389470041
Sichuan,2050,ssp585,trend,0.0179186780005693
Tibet,2050,ssp585,trend,0.0211631134152412
Zhejiang,2050,ssp585,trend,0.00228478270582855
Chongqing,2050,ssp585,trend,0.00249141920357943
Hubei,2050,ssp585,trend,0.00492111640051007
Anhui,2050,ssp585,trend,0.00308249169029295
Shaanxi,2050,ssp585,trend,0.00434209546074271
Qinghai,2050,ssp585,trend,0.0339476503431797
Henan,2050,ssp585,trend,0.00616564229130745
Jiangsu,2050,ssp585,trend,0.0047346274368465
Shanghai,2050,ssp585,trend,0.00250524887815118
Gansu,2050,ssp585,trend,0.0976586192846298
Shanxi,2050,ssp585,trend,0.0212316941469908
Ningxia,2050,ssp585,trend,0.121909648180008
Shandong,2050,ssp585,trend,0.00449811108410358
Hebei,2050,ssp585,trend,0.00718082720413804
Xinjiang,2050,ssp585,trend,0.0212930403649807
Inner Mongolia,2050,ssp585,trend,0.0725286155939102
Tianjin,2050,ssp585,trend,0.00463922042399645
Beijing,2050,ssp585,trend,0.00499844364821911
Liaoning,2050,ssp585,trend,0.0170675180852413
Jilin,2050,ssp585,trend,0.0915303453803062
Heilongjiang,2050,ssp585,trend,0.0380831696093082
Hainan,2050,ssp585,doubled,0.00556550268083811
Guangdong,2050,ssp585,doubled,0.0138024110347033
Yunnan,2050,ssp585,doubled,0.00761354994028807
Guangxi,2050,ssp585,doubled,0.00354218552820385
Guizhou,2050,ssp585,doubled,0.00847732368856669
Fujian,2050,ssp585,doubled,0.00297487550415099
Hunan,2050,ssp585,doubled,0.00274638133123517
Jiangxi,2050,ssp585,doubled,0.00264365249313414
Sichuan,2050,ssp585,doubled,0.0206598043441772
Tibet,2050,ssp585,doubled,0.0176619272679091
Zhejiang,2050,ssp585,doubled,0.00236632651649416
Chongqing,2050,ssp585,doubled,0.00331078097224236
Hubei,2050,ssp585,doubled,0.00588369788601995
Anhui,2050,ssp585,doubled,0.00322881154716015
Shaanxi,2050,ssp585,doubled,0.00576657988131046
Qinghai,2050,ssp585,doubled,0.022104237228632
Henan,2050,ssp585,doubled,0.00677710957825184
Jiangsu,2050,ssp585,doubled,0.00490317400544882
Shanghai,2050,ssp585,doubled,0.00296610849909484
Gansu,2050,ssp585,doubled,0.0671730041503906
Shanxi,2050,ssp585,doubled,0.0345689542591572
Ningxia,2050,ssp585,doubled,0.0817256197333336
Shandong,2050,ssp585,doubled,0.00494502391666174
Hebei,2050,ssp585,doubled,0.0095276590436697
Xinjiang,2050,ssp585,doubled,0.0233694482594728
Inner Mongolia,2050,ssp585,doubled,0.058153972029686
Tianjin,2050,ssp585,doubled,0.00485907727852464
Beijing,2050,ssp585,doubled,0.00480816420167685
Liaoning,2050,ssp585,doubled,0.0255684088915586
Jilin,2050,ssp585,doubled,0.0657397732138634
Heilongjiang,2050,ssp585,doubled,0.0315172038972378
