species,order_occurrence,family_occurrence,longitude,latitude
Alcippe variegaticeps,PASSERIFORMES,Sylviidae,103.0335,29.66959
Aquila clanga,FALCONIFORMES,Accipitridae,103.0335,29.66959
Asio flammeus,STRIGIFORMES,Strigidae,103.0335,29.66959
Asio otus,STRIGIFORMES,Strigidae,103.0335,29.66959
Buteo buteo,FALCONIFORMES,Accipitridae,103.0335,29.66959
Certhia tianquanensis,PASSERIFORMES,Certhiidae,103.0335,29.66959
Chrysolophus amherstiae,GALLIFORMES,Phasianidae,103.0335,29.66959
Ciconia nigra,CICONIIFORMES,Pelecanidae,103.0335,29.66959
Falco tinnunculus,CICONIIFORMES,Falconidae,103.0335,29.66959
Garrulax formosus,PASSERIFORMES,Sylviidae,103.0335,29.66959
Glaucidium brodiei,STRIGIFORMES,Strigidae,103.0335,29.66959
Glaucidium cuculoides,STRIGIFORMES,Strigidae,103.0335,29.66959
Latoucheornis siemsseni,PASSERIFORMES,Fringillidae,103.0335,29.66959
Liocichla omeiensis,PASSERIFORMES,Sylviidae,103.0335,29.66959
Lophura nycthemera,GALLIFORMES,Phasianidae,103.0335,29.66959
Mergus squamatus,ANSERIFORMES,Anatidae,103.0335,29.66959
Otus bakkamoena,STRIGIFORMES,Strigidae,103.0335,29.66959
Paradoxornis paradoxus,PASSERIFORMES,Sylviidae,103.0335,29.66959
Paradoxornis zappeyi,PASSERIFORMES,Sylviidae,103.0335,29.66959
Parus davidi,PASSERIFORMES,Paridae,103.0335,29.66959
Pernis ptilorhynchus,FALCONIFORMES,Accipitridae,103.0335,29.66959
Pernis ptilorhynchus,FALCONIFORMES,Accipitridae,103.0335,29.66959
Porzana bicolor,GRUIFORMES,Rallidae,103.0335,29.66959
Strix uralensis,STRIGIFORMES,Strigidae,103.0335,29.66959
Tragopan temminckii,GALLIFORMES,Phasianidae,103.0335,29.66959
Treron sphenura,COLUMBIFORMES,Columbidae,103.0335,29.66959
Accipiter nisus,FALCONIFORMES,Accipitridae,99.095,29.672
Aquila chrysaetos,FALCONIFORMES,Accipitridae,99.095,29.672
Buteo buteo,FALCONIFORMES,Accipitridae,99.095,29.672
Crossoptilon crossoptilon,GALLIFORMES,Phasianidae,99.095,29.672
Crossoptilon harmani,GALLIFORMES,Phasianidae,99.095,29.672
Falco peregrinus,CICONIIFORMES,Falconidae,99.095,29.672
Falco tinnunculus,CICONIIFORMES,Falconidae,99.095,29.672
Gypaetus barbatus,FALCONIFORMES,Accipitridae,99.095,29.672
Ithaginis cruentus,GALLIFORMES,Phasianidae,99.095,29.672
Milvus lineatus,FALCONIFORMES,Accipitridae,99.095,29.672
Perisoreus internigrans,PASSERIFORMES,Corvidae,99.095,29.672
Psittacula derbiana,PSITTACIFORMES,Psittacidae,99.095,29.672
Pucrasia macrolopha,GALLIFORMES,Phasianidae,99.095,29.672
Tetraophasis szechenyii,GALLIFORMES,Phasianidae,99.095,29.672
Tetrastes  sewerzowi,GALLIFORMES,Phasianidae,99.095,29.672
Phasianus colchicus,GALLIFORMES,Phasianidae,109.03333,29.68333
Syrmaticus reevesii,GALLIFORMES,Phasianidae,109.03333,29.68333
Accipiter soloensis,FALCONIFORMES,Accipitridae,102.117,29.687
Accipiter trivirgatus,FALCONIFORMES,Accipitridae,102.117,29.687
Aegypius monachus,FALCONIFORMES,Accipitridae,102.117,29.687
Aquila clanga,FALCONIFORMES,Accipitridae,102.117,29.687
Circus cyaneus,FALCONIFORMES,Accipitridae,102.117,29.687
Circus melanoleucos,FALCONIFORMES,Accipitridae,102.117,29.687
Falco columbarius,CICONIIFORMES,Falconidae,102.117,29.687
Falco tinnunculus,CICONIIFORMES,Falconidae,102.117,29.687
Ithaginis cruentus,GALLIFORMES,Phasianidae,102.117,29.687
Lophophorus lhuysii,GALLIFORMES,Phasianidae,102.117,29.687
Paradoxornis zappeyi,PASSERIFORMES,Sylviidae,102.117,29.687
Pernis ptilorhynchus,FALCONIFORMES,Accipitridae,102.117,29.687
Treron sphenura,COLUMBIFORMES,Columbidae,102.117,29.687
Crossoptilon crossoptilon,GALLIFORMES,Phasianidae,100.11831,29.68914
Crossoptilon harmani,GALLIFORMES,Phasianidae,100.11831,29.68914
Tetraogallus tibetanus,GALLIFORMES,Phasianidae,89.9,29.7
Tetraogallus tibetanus,GALLIFORMES,Phasianidae,91.9,29.7
Crossoptilon harmani,GALLIFORMES,Phasianidae,93.8,29.7
Tetraogallus tibetanus,GALLIFORMES,Phasianidae,93.8,29.7
Ithaginis cruentus,GALLIFORMES,Phasianidae,97.9,29.7
Lophura nycthemera,GALLIFORMES,Phasianidae,116.2,29.7
Phasianus colchicus,GALLIFORMES,Phasianidae,116.2,29.7
Syrmaticus ellioti,GALLIFORMES,Phasianidae,116.2,29.7
Syrmaticus ellioti,GALLIFORMES,Phasianidae,116.2,29.7
Syrmaticus ellioti,GALLIFORMES,Phasianidae,117.61667,29.7
Cygnus columbianus,ANSERIFORMES,Anatidae,120.20461,29.70986
Anas formosa,ANSERIFORMES,Anatidae,113.48846,29.71211
Cygnus columbianus,ANSERIFORMES,Anatidae,113.48846,29.71211
Anser cygnoides,ANSERIFORMES,Anatidae,113.48846,29.71212
Anser erythropus,ANSERIFORMES,Anatidae,113.48846,29.71212
Aythya baeri,ANSERIFORMES,Anatidae,113.48846,29.71212
Aythya nyroca,ANSERIFORMES,Anatidae,113.48846,29.71212
Ciconia boyciana,CICONIIFORMES,Pelecanidae,113.48846,29.71212
Haliaeetus albicilla,FALCONIFORMES,Accipitridae,113.48846,29.71212
Oxyura leucocephala,ANSERIFORMES,Anatidae,113.48846,29.71212
Tringa guttifer,CICONIIFORMES,Scolopacidae,113.48846,29.71212
Bambusicola thoracica,GALLIFORMES,Phasianidae,107.4,29.71667
Syrmaticus reevesii,GALLIFORMES,Phasianidae,107.4,29.71667
Francolinus pintadeanus,GALLIFORMES,Phasianidae,118.3,29.71667
Arborophila rufipectus,GALLIFORMES,Phasianidae,103.55723,29.73319
Babax waddelli,PASSERIFORMES,Sylviidae,94.73333,29.73333
Pucrasia macrolopha,GALLIFORMES,Phasianidae,109.91667,29.73333
Ithaginis cruentus,GALLIFORMES,Phasianidae,100.25103,29.73678
Falco tinnunculus,CICONIIFORMES,Falconidae,99.79997,29.74619
Accipiter gentilis,FALCONIFORMES,Accipitridae,97.674,29.747
Babax koslowi,PASSERIFORMES,Sylviidae,97.674,29.747
Crossoptilon crossoptilon,GALLIFORMES,Phasianidae,97.674,29.747
Crossoptilon harmani,GALLIFORMES,Phasianidae,97.674,29.747
Ithaginis cruentus,GALLIFORMES,Phasianidae,97.674,29.747
Pandion haliaetus,FALCONIFORMES,Accipitridae,97.674,29.747
Psittacula derbiana,PSITTACIFORMES,Psittacidae,97.674,29.747
Tetraogallus tibetanus,GALLIFORMES,Phasianidae,97.674,29.747
Tetraophasis szechenyii,GALLIFORMES,Phasianidae,97.674,29.747
Pucrasia macrolopha,GALLIFORMES,Phasianidae,121.16667,29.75
Syrmaticus ellioti,GALLIFORMES,Phasianidae,121.2,29.75
Haliaeetus leucoryphus,FALCONIFORMES,Accipitridae,91.56028,29.75562
Mycteria leucocephala,CICONIIFORMES,Pelecanidae,91.56028,29.75562
Chrysolophus pictus,GALLIFORMES,Phasianidae,109.90297,29.76567
Garrulax elliotii,PASSERIFORMES,Sylviidae,109.90297,29.76567
Syrmaticus reevesii,GALLIFORMES,Phasianidae,109.90297,29.76567
Yuhina diademata,PASSERIFORMES,Sylviidae,109.90297,29.76567
Ithaginis cruentus,GALLIFORMES,Phasianidae,100.18444,29.76642
Crossoptilon crossoptilon,GALLIFORMES,Phasianidae,100.18505999999999,29.76742
Crossoptilon harmani,GALLIFORMES,Phasianidae,100.18505999999999,29.76742
Ithaginis cruentus,GALLIFORMES,Phasianidae,100.18347,29.76788
Crossoptilon crossoptilon,GALLIFORMES,Phasianidae,99.6889,29.77276
Crossoptilon harmani,GALLIFORMES,Phasianidae,99.6889,29.77276
Bubo bubo,STRIGIFORMES,Strigidae,99.01703,29.77429
Gypaetus barbatus,FALCONIFORMES,Accipitridae,99.68981,29.77579
Gyps himalayensis,FALCONIFORMES,Accipitridae,99.68787,29.77661
Crossoptilon crossoptilon,GALLIFORMES,Phasianidae,99.66553,29.78307
Crossoptilon harmani,GALLIFORMES,Phasianidae,99.66553,29.78307
Babax waddelli,PASSERIFORMES,Sylviidae,94.73333,29.78333
Accipiter soloensis,FALCONIFORMES,Accipitridae,103,29.78333
Aquila clanga,FALCONIFORMES,Accipitridae,103,29.78333
Bambusicola thoracica,GALLIFORMES,Phasianidae,118.18333,29.78333
Lophura nycthemera,GALLIFORMES,Phasianidae,118.18333,29.78333
Phasianus colchicus,GALLIFORMES,Phasianidae,118.18333,29.78333
Pucrasia macrolopha,GALLIFORMES,Phasianidae,118.18333,29.78333
Syrmaticus ellioti,GALLIFORMES,Phasianidae,118.18333,29.78333
Crossoptilon crossoptilon,GALLIFORMES,Phasianidae,100.22919,29.78397
Crossoptilon harmani,GALLIFORMES,Phasianidae,100.22919,29.78397
Syrmaticus ellioti,GALLIFORMES,Phasianidae,121.71981,29.78596
Aegypius monachus,FALCONIFORMES,Accipitridae,102.22489,29.78651
Chrysolophus amherstiae,GALLIFORMES,Phasianidae,102.22489,29.78651
Falco tinnunculus,CICONIIFORMES,Falconidae,102.22489,29.78651
Ithaginis cruentus,GALLIFORMES,Phasianidae,102.22489,29.78651
Liocichla omeiensis,PASSERIFORMES,Sylviidae,102.22489,29.78651
Paradoxornis zappeyi,PASSERIFORMES,Sylviidae,102.22489,29.78651
Parus davidi,PASSERIFORMES,Paridae,102.22489,29.78651
Crossoptilon crossoptilon,GALLIFORMES,Phasianidae,100.22446,29.7872
Crossoptilon harmani,GALLIFORMES,Phasianidae,100.22446,29.7872
Gyps himalayensis,FALCONIFORMES,Accipitridae,99.6776,29.7888
Crossoptilon crossoptilon,GALLIFORMES,Phasianidae,100.20914,29.7956
Crossoptilon harmani,GALLIFORMES,Phasianidae,100.20914,29.7956
Grus nigricollis,GRUIFORMES,Gruidae,102.84293,29.79569
Crossoptilon crossoptilon,GALLIFORMES,Phasianidae,100.20942,29.79664
Crossoptilon harmani,GALLIFORMES,Phasianidae,100.20942,29.79664
Crossoptilon harmani,GALLIFORMES,Phasianidae,91.7,29.8
Tetraogallus tibetanus,GALLIFORMES,Phasianidae,91.7,29.8
Chrysolophus amherstiae,GALLIFORMES,Phasianidae,95.7,29.8
Crossoptilon crossoptilon,GALLIFORMES,Phasianidae,95.7,29.8
Lophophorus impejanus,GALLIFORMES,Phasianidae,95.7,29.8
Lophura leucomelana,GALLIFORMES,Phasianidae,95.7,29.8
Phasianus colchicus,GALLIFORMES,Phasianidae,95.7,29.8
Tetraogallus tibetanus,GALLIFORMES,Phasianidae,95.7,29.8
Tetraophasis szechenyii,GALLIFORMES,Phasianidae,95.7,29.8
Tragopan temminckii,GALLIFORMES,Phasianidae,95.7,29.8
Chrysolophus amherstiae,GALLIFORMES,Phasianidae,102.2,29.8
Tragopan temminckii,GALLIFORMES,Phasianidae,102.2,29.8
Chrysolophus pictus,GALLIFORMES,Phasianidae,106.4,29.8
Bambusicola thoracica,GALLIFORMES,Phasianidae,107,29.8
Coturnix japonica,GALLIFORMES,Phasianidae,107,29.8
Phasianus colchicus,GALLIFORMES,Phasianidae,107,29.8
Bambusicola thoracica,GALLIFORMES,Phasianidae,107.7,29.8
Chrysolophus pictus,GALLIFORMES,Phasianidae,107.7,29.8
Phasianus colchicus,GALLIFORMES,Phasianidae,107.7,29.8
Syrmaticus reevesii,GALLIFORMES,Phasianidae,107.7,29.8
Syrmaticus ellioti,GALLIFORMES,Phasianidae,116.5,29.8
Syrmaticus ellioti,GALLIFORMES,Phasianidae,116.5,29.8
Syrmaticus ellioti,GALLIFORMES,Phasianidae,117.7,29.8
Bambusicola thoracica,GALLIFORMES,Phasianidae,118.43333,29.8
Lophura nycthemera,GALLIFORMES,Phasianidae,118.43333,29.8
Phasianus colchicus,GALLIFORMES,Phasianidae,118.43333,29.8
Pucrasia macrolopha,GALLIFORMES,Phasianidae,118.43333,29.8
Syrmaticus ellioti,GALLIFORMES,Phasianidae,118.43333,29.8
Bambusicola thoracica,GALLIFORMES,Phasianidae,121.5,29.8
Phasianus colchicus,GALLIFORMES,Phasianidae,121.5,29.8
Ithaginis cruentus,GALLIFORMES,Phasianidae,99.65802,29.80094
Accipiter nisus,FALCONIFORMES,Accipitridae,99.67188,29.80198
Accipiter nisus,FALCONIFORMES,Accipitridae,100.971,29.803
Athene brama,STRIGIFORMES,Strigidae,100.971,29.803
Crossoptilon crossoptilon,GALLIFORMES,Phasianidae,100.971,29.803
Crossoptilon harmani,GALLIFORMES,Phasianidae,100.971,29.803
Falco tinnunculus,CICONIIFORMES,Falconidae,100.971,29.803
Grus grus,GRUIFORMES,Gruidae,100.971,29.803
Psittacula derbiana,PSITTACIFORMES,Psittacidae,100.971,29.803
Pucrasia macrolopha,GALLIFORMES,Phasianidae,100.971,29.803
Sitta yunnanensis,PASSERIFORMES,Sittidae,100.971,29.803
Ithaginis cruentus,GALLIFORMES,Phasianidae,99.65482,29.80664
Crossoptilon crossoptilon,GALLIFORMES,Phasianidae,99.65314,29.81227
Crossoptilon harmani,GALLIFORMES,Phasianidae,99.65314,29.81227
Crossoptilon crossoptilon,GALLIFORMES,Phasianidae,99.653809999999993,29.81409
Crossoptilon harmani,GALLIFORMES,Phasianidae,99.653809999999993,29.81409
Ithaginis cruentus,GALLIFORMES,Phasianidae,99.653809999999993,29.81409
Bambusicola thoracica,GALLIFORMES,Phasianidae,110.43333,29.81667
Phasianus colchicus,GALLIFORMES,Phasianidae,110.43333,29.81667
Syrmaticus reevesii,GALLIFORMES,Phasianidae,110.43333,29.81667
Tragopan temminckii,GALLIFORMES,Phasianidae,110.43333,29.81667
Lophura nycthemera,GALLIFORMES,Phasianidae,115.21667,29.81667
Bambusicola thoracica,GALLIFORMES,Phasianidae,119.66667,29.81667
Lophura nycthemera,GALLIFORMES,Phasianidae,119.66667,29.81667
Phasianus colchicus,GALLIFORMES,Phasianidae,119.66667,29.81667
Pucrasia macrolopha,GALLIFORMES,Phasianidae,119.66667,29.81667
Syrmaticus ellioti,GALLIFORMES,Phasianidae,119.66667,29.81667
Gypaetus barbatus,FALCONIFORMES,Accipitridae,99.6434,29.81909
Alcippe striaticollis,PASSERIFORMES,Sylviidae,98.32259,29.81925
Carpodacus eos,PASSERIFORMES,Fringillidae,98.32259,29.81925
Chrysolophus amherstiae,GALLIFORMES,Phasianidae,98.32259,29.81925
Chrysolophus pictus,GALLIFORMES,Phasianidae,98.32259,29.81925
Garrulax henrici,PASSERIFORMES,Sylviidae,98.32259,29.81925
Lophophorus lhuysii,GALLIFORMES,Phasianidae,98.32259,29.81925
Montifringilla taczanowskii,PASSERIFORMES,Passeridae,98.32259,29.81925
Pseudopodoces humilis,PASSERIFORMES,Corvidae,98.32259,29.81925
Psittacula  derbiana,PSITTACIFORMES,Psittacidae,98.32259,29.81925
Tetraophasis szechenyii,GALLIFORMES,Phasianidae,98.32259,29.81925
Tetrastes  sewerzowi,GALLIFORMES,Phasianidae,98.32259,29.81925
Turdus kessleri,PASSERIFORMES,Muscicapidae,98.32259,29.81925
Chrysolophus pictus,GALLIFORMES,Phasianidae,106.37141,29.82149
Babax koslowi,PASSERIFORMES,Sylviidae,96.7068,29.82426
Crossoptilon crossoptilon,GALLIFORMES,Phasianidae,96.7068,29.82426
Gyps himalayensis,FALCONIFORMES,Accipitridae,99.63625,29.82491
Parus venustulus,PASSERIFORMES,Paridae,102.51081,29.83004
Tetrastes  sewerzowi,GALLIFORMES,Phasianidae,95.55,29.83333
Bambusicola thoracica,GALLIFORMES,Phasianidae,121.34108,29.84556
Parus venustulus,PASSERIFORMES,Paridae,121.34108,29.84556
Syrmaticus reevesii,GALLIFORMES,Phasianidae,107.40813,29.84697
Gypaetus barbatus,FALCONIFORMES,Accipitridae,99.79548,29.85102
Crossoptilon crossoptilon,GALLIFORMES,Phasianidae,99.94581,29.85566
Crossoptilon harmani,GALLIFORMES,Phasianidae,99.94581,29.85566
Circus macrourus,FALCONIFORMES,Accipitridae,90.55257,29.85886
Athene noctua,STRIGIFORMES,Strigidae,100.026,29.861
Ciconia nigra,CICONIIFORMES,Pelecanidae,100.026,29.861
Crossoptilon crossoptilon,GALLIFORMES,Phasianidae,100.026,29.861
Crossoptilon harmani,GALLIFORMES,Phasianidae,100.026,29.861
Falco columbarius,CICONIIFORMES,Falconidae,100.026,29.861
Falco tinnunculus,CICONIIFORMES,Falconidae,100.026,29.861
Grus grus,GRUIFORMES,Gruidae,100.026,29.861
Grus nigricollis,GRUIFORMES,Gruidae,100.026,29.861
Gypaetus barbatus,FALCONIFORMES,Accipitridae,100.026,29.861
Gyps himalayensis,FALCONIFORMES,Accipitridae,100.026,29.861
Milvus lineatus,FALCONIFORMES,Accipitridae,100.026,29.861
Tetraophasis szechenyii,GALLIFORMES,Phasianidae,100.026,29.861
Spizixos semitorques,PASSERIFORMES,Pycnonotidae,106.62407,29.86213
Bambusicola thoracica,GALLIFORMES,Phasianidae,106.03333,29.86667
Bambusicola thoracica,GALLIFORMES,Phasianidae,117.7,29.86667
Lophura nycthemera,GALLIFORMES,Phasianidae,117.7,29.86667
Phasianus colchicus,GALLIFORMES,Phasianidae,117.7,29.86667
Pucrasia macrolopha,GALLIFORMES,Phasianidae,117.7,29.86667
Syrmaticus reevesii,GALLIFORMES,Phasianidae,110.47306,29.86848
Accipiter soloensis,FALCONIFORMES,Accipitridae,101.633,29.873
Accipiter trivirgatus,FALCONIFORMES,Accipitridae,101.633,29.873
Aquila chrysaetos,FALCONIFORMES,Accipitridae,101.633,29.873
Aquila clanga,FALCONIFORMES,Accipitridae,101.633,29.873
Aquila nipalensis,FALCONIFORMES,Accipitridae,101.633,29.873
Chrysolophus amherstiae,GALLIFORMES,Phasianidae,101.633,29.873
Circus cyaneus,FALCONIFORMES,Accipitridae,101.633,29.873
Circus melanoleucos,FALCONIFORMES,Accipitridae,101.633,29.873
Crossoptilon crossoptilon,GALLIFORMES,Phasianidae,101.633,29.873
Crossoptilon harmani,GALLIFORMES,Phasianidae,101.633,29.873
Falco columbarius,CICONIIFORMES,Falconidae,101.633,29.873
Garrulax formosus,PASSERIFORMES,Sylviidae,101.633,29.873
Garrulax lunulatus,PASSERIFORMES,Sylviidae,101.633,29.873
Ithaginis cruentus,GALLIFORMES,Phasianidae,101.633,29.873
Lophophorus lhuysii,GALLIFORMES,Phasianidae,101.633,29.873
Milvus lineatus,FALCONIFORMES,Accipitridae,101.633,29.873
Parus davidi,PASSERIFORMES,Paridae,101.633,29.873
Pernis ptilorhynchus,FALCONIFORMES,Accipitridae,101.633,29.873
Psittacula derbiana,PSITTACIFORMES,Psittacidae,101.633,29.873
Tetraogallus tibetanus,GALLIFORMES,Phasianidae,101.633,29.873
Tetraophasis szechenyii,GALLIFORMES,Phasianidae,101.633,29.873
Tetrastes  sewerzowi,GALLIFORMES,Phasianidae,101.633,29.873
Carpodacus eos,PASSERIFORMES,Fringillidae,93.18557,29.88166
Chrysolophus amherstiae,GALLIFORMES,Phasianidae,93.18557,29.88166
Chrysolophus pictus,GALLIFORMES,Phasianidae,93.18557,29.88166
Ithaginis cruentus,GALLIFORMES,Phasianidae,93.18557,29.88166
Perisoreus internigrans,PASSERIFORMES,Corvidae,93.18557,29.88166
Pseudopodoces humilis,PASSERIFORMES,Corvidae,93.18557,29.88166
Psittacula  derbiana,PSITTACIFORMES,Psittacidae,93.18557,29.88166
Tetraophasis szechenyii,GALLIFORMES,Phasianidae,93.18557,29.88166
Tetrastes  sewerzowi,GALLIFORMES,Phasianidae,93.18557,29.88166
Carpodacus eos,PASSERIFORMES,Fringillidae,99.0585,29.88298
Montifringilla ruficollis,PASSERIFORMES,Passeridae,99.0585,29.88298
Montifringilla taczanowskii,PASSERIFORMES,Passeridae,99.0585,29.88298
Psittacula  derbiana,PSITTACIFORMES,Psittacidae,99.0585,29.88298
Sitta yunnanensis,PASSERIFORMES,Sittidae,99.0585,29.88298
Strix davidi,STRIGIFORMES,Strigidae,99.0585,29.88298
Turdus kessleri,PASSERIFORMES,Muscicapidae,99.0585,29.88298
Urocynchramus pylzowi,PASSERIFORMES,Fringillidae,99.0585,29.88298
Liocichla omeiensis,PASSERIFORMES,Sylviidae,102.33333,29.88333
Paradoxornis zappeyi,PASSERIFORMES,Sylviidae,102.33333,29.88333
Parus davidi,PASSERIFORMES,Paridae,102.33333,29.88333
Chrysolophus amherstiae,GALLIFORMES,Phasianidae,102.36667,29.88333
Syrmaticus reevesii,GALLIFORMES,Phasianidae,107.71667,29.88333
Bambusicola thoracica,GALLIFORMES,Phasianidae,110.03333,29.88333
Phasianus colchicus,GALLIFORMES,Phasianidae,110.03333,29.88333
Bambusicola thoracica,GALLIFORMES,Phasianidae,114.28333,29.88333
Syrmaticus ellioti,GALLIFORMES,Phasianidae,121.55,29.88333
Gypaetus barbatus,FALCONIFORMES,Accipitridae,99.98887,29.8844
Tetraogallus tibetanus,GALLIFORMES,Phasianidae,83.4,29.9
Tetraogallus tibetanus,GALLIFORMES,Phasianidae,90.7,29.9
Coturnix coturnix,GALLIFORMES,Phasianidae,91.9,29.9
Crossoptilon crossoptilon,GALLIFORMES,Phasianidae,93.3,29.9
Crossoptilon harmani,GALLIFORMES,Phasianidae,93.3,29.9
Tetraogallus tibetanus,GALLIFORMES,Phasianidae,93.3,29.9
Chrysolophus amherstiae,GALLIFORMES,Phasianidae,94.8,29.9
Tragopan satyra,GALLIFORMES,Phasianidae,94.8,29.9
Chrysolophus amherstiae,GALLIFORMES,Phasianidae,102.2,29.9
Falco tinnunculus,CICONIIFORMES,Falconidae,102.21667,29.9
Bambusicola thoracica,GALLIFORMES,Phasianidae,102.9,29.9
Chrysolophus amherstiae,GALLIFORMES,Phasianidae,102.9,29.9
Lophura nycthemera,GALLIFORMES,Phasianidae,102.9,29.9
Phasianus colchicus,GALLIFORMES,Phasianidae,102.9,29.9
Tragopan temminckii,GALLIFORMES,Phasianidae,102.9,29.9
Bambusicola thoracica,GALLIFORMES,Phasianidae,109.4,29.9
Chrysolophus pictus,GALLIFORMES,Phasianidae,109.4,29.9
Phasianus colchicus,GALLIFORMES,Phasianidae,109.4,29.9
Pucrasia macrolopha,GALLIFORMES,Phasianidae,121.7,29.9
Pucrasia macrolopha,GALLIFORMES,Phasianidae,121.7,29.9
Tetraophasis szechenyii,GALLIFORMES,Phasianidae,94.89167,29.90833
Chrysolophus amherstiae,GALLIFORMES,Phasianidae,103.03404,29.91009
Aegypius monachus,FALCONIFORMES,Accipitridae,102.38677,29.92716
Chrysolophus amherstiae,GALLIFORMES,Phasianidae,102.38677,29.92716
Falco tinnunculus,CICONIIFORMES,Falconidae,102.38677,29.92716
Ithaginis cruentus,GALLIFORMES,Phasianidae,102.38677,29.92716
Liocichla omeiensis,PASSERIFORMES,Sylviidae,102.38677,29.92716
Paradoxornis zappeyi,PASSERIFORMES,Sylviidae,102.38677,29.92716
Parus davidi,PASSERIFORMES,Paridae,102.38677,29.92716
Tragopan temminckii,GALLIFORMES,Phasianidae,102.38677,29.92716
Tetraophasis szechenyii,GALLIFORMES,Phasianidae,93.16667,29.93333
Lophura nycthemera,GALLIFORMES,Phasianidae,117.91667,29.93333
Syrmaticus ellioti,GALLIFORMES,Phasianidae,117.91667,29.93333
Coturnix japonica,GALLIFORMES,Phasianidae,121.71667,29.95
Paradoxornis zappeyi,PASSERIFORMES,Sylviidae,102.40054,29.95149
Garrulax formosus,PASSERIFORMES,Sylviidae,102.95113,29.97611
Athene noctua,STRIGIFORMES,Strigidae,100.23333,29.98333
Chrysolophus pictus,GALLIFORMES,Phasianidae,108.13333,29.98333
Bambusicola thoracica,GALLIFORMES,Phasianidae,102.99451,29.98831
Accipiter gentilis,FALCONIFORMES,Accipitridae,102.99501,29.98883
Bubo nipalensis,STRIGIFORMES,Strigidae,102.99501,29.98883
Grus nigricollis,GRUIFORMES,Gruidae,102.99501,29.98883
Ciconia nigra,CICONIIFORMES,Pelecanidae,100.26839,29.99574
Grus nigricollis,GRUIFORMES,Gruidae,100.26839,29.99574
Bambusicola thoracica,GALLIFORMES,Phasianidae,119.15028,29.99822
Spizixos semitorques,PASSERIFORMES,Pycnonotidae,119.15028,29.99822
Paradoxornis conpicillatus,PASSERIFORMES,Sylviidae,109.33173,29.99824
Tetraogallus tibetanus,GALLIFORMES,Phasianidae,86.4,30
Lophophorus impejanus,GALLIFORMES,Phasianidae,95,30
Lophura leucomelana,GALLIFORMES,Phasianidae,95,30
Tetraogallus tibetanus,GALLIFORMES,Phasianidae,96.9,30
Chrysolophus amherstiae,GALLIFORMES,Phasianidae,99.1,30
Coturnix japonica,GALLIFORMES,Phasianidae,99.1,30
Ithaginis cruentus,GALLIFORMES,Phasianidae,99.1,30
Phasianus colchicus,GALLIFORMES,Phasianidae,99.1,30
Pucrasia macrolopha,GALLIFORMES,Phasianidae,99.1,30
Tetraophasis szechenyii,GALLIFORMES,Phasianidae,99.1,30
Tetrastes  sewerzowi,GALLIFORMES,Phasianidae,99.1,30
Crossoptilon crossoptilon,GALLIFORMES,Phasianidae,100.2,30
Tetraogallus tibetanus,GALLIFORMES,Phasianidae,100.2,30
Tetraophasis szechenyii,GALLIFORMES,Phasianidae,100.2,30
Tetraogallus tibetanus,GALLIFORMES,Phasianidae,100.25,30
Chrysolophus amherstiae,GALLIFORMES,Phasianidae,101.9,30
Ithaginis cruentus,GALLIFORMES,Phasianidae,101.9,30
Lophophorus lhuysii,GALLIFORMES,Phasianidae,101.9,30
Phasianus colchicus,GALLIFORMES,Phasianidae,101.9,30
Tetraogallus tibetanus,GALLIFORMES,Phasianidae,101.9,30
Tetraophasis szechenyii,GALLIFORMES,Phasianidae,101.9,30
Tetrastes  sewerzowi,GALLIFORMES,Phasianidae,101.9,30
Accipiter nisus,FALCONIFORMES,Accipitridae,103,30
Aegypius monachus,FALCONIFORMES,Accipitridae,103,30
Buteo buteo,FALCONIFORMES,Accipitridae,103,30
Falco tinnunculus,CICONIIFORMES,Falconidae,103,30
Glaucidium cuculoides,STRIGIFORMES,Strigidae,103,30
Haliaeetus albicilla,FALCONIFORMES,Accipitridae,103,30
Liocichla omeiensis,PASSERIFORMES,Sylviidae,103,30
