species,order_occurrence,family_occurrence,longitude,latitude
Tetrastes  sewerzowi,GALLIFORMES,Phasianidae,99.3,29.3
Chrysolophus amherstiae,GALLIFORMES,Phasianidae,103,29.3
Syrmaticus ellioti,GALLIFORMES,Phasianidae,115.7,29.3
Babax koslowi,PASSERIFORMES,Sylviidae,96.50314,29.30234
Bubo bubo,STRIGIFORMES,Strigidae,100.14133,29.30688
Falco tinnunculus,CICONIIFORMES,Falconidae,100.14133,29.30688
Platalea minor,CICONIIFORMES,Threskiornithidae,113.10867,29.30749
Gypaetus barbatus,FALCONIFORMES,Accipitridae,100.14067,29.3076
Gyps himalayensis,FALCONIFORMES,Accipitridae,100.13559,29.30923
Crossoptilon crossoptilon,GALLIFORMES,Phasianidae,100.54102,29.31283
Crossoptilon harmani,GALLIFORMES,Phasianidae,100.54102,29.31283
Crossoptilon crossoptilon,GALLIFORMES,Phasianidae,100.42437,29.31951
Crossoptilon harmani,GALLIFORMES,Phasianidae,100.42437,29.31951
Gypaetus barbatus,FALCONIFORMES,Accipitridae,100.53937,29.32654
Paradoxornis zappeyi,PASSERIFORMES,Sylviidae,103.01667,29.33333
Chrysolophus pictus,GALLIFORMES,Phasianidae,107.71667,29.33333
Syrmaticus reevesii,GALLIFORMES,Phasianidae,107.71667,29.33333
Syrmaticus ellioti,GALLIFORMES,Phasianidae,115.76667,29.33333
Syrmaticus ellioti,GALLIFORMES,Phasianidae,118.23333,29.33333
Syrmaticus ellioti,GALLIFORMES,Phasianidae,118.23333,29.33333
Tragopan caboti,GALLIFORMES,Phasianidae,118.23333,29.33333
Crossoptilon crossoptilon,GALLIFORMES,Phasianidae,100.42101,29.33663
Crossoptilon harmani,GALLIFORMES,Phasianidae,100.42101,29.33663
Crossoptilon crossoptilon,GALLIFORMES,Phasianidae,100.43052,29.33668
Crossoptilon harmani,GALLIFORMES,Phasianidae,100.43052,29.33668
Ithaginis cruentus,GALLIFORMES,Phasianidae,100.43052,29.33668
Chrysolophus amherstiae,GALLIFORMES,Phasianidae,96.22436,29.33914
Garrulax henrici,PASSERIFORMES,Sylviidae,96.22436,29.33914
Psittacula  derbiana,PSITTACIFORMES,Psittacidae,96.22436,29.33914
Accipiter nisus,FALCONIFORMES,Accipitridae,100.41956,29.33946
Crossoptilon crossoptilon,GALLIFORMES,Phasianidae,100.41823,29.34045
Crossoptilon harmani,GALLIFORMES,Phasianidae,100.41823,29.34045
Falco tinnunculus,CICONIIFORMES,Falconidae,100.41823,29.34045
Gypaetus barbatus,FALCONIFORMES,Accipitridae,99.97721,29.34103
Crossoptilon crossoptilon,GALLIFORMES,Phasianidae,100.41556,29.34147
Crossoptilon harmani,GALLIFORMES,Phasianidae,100.41556,29.34147
Crossoptilon crossoptilon,GALLIFORMES,Phasianidae,100.38227,29.34176
Crossoptilon harmani,GALLIFORMES,Phasianidae,100.38227,29.34176
Crossoptilon crossoptilon,GALLIFORMES,Phasianidae,100.38268,29.3425
Crossoptilon harmani,GALLIFORMES,Phasianidae,100.38268,29.3425
Aquila chrysaetos,FALCONIFORMES,Accipitridae,100.38348,29.34295
Ithaginis cruentus,GALLIFORMES,Phasianidae,100.38079,29.34329
Gypaetus barbatus,FALCONIFORMES,Accipitridae,100.41061,29.34361
Grus nigricollis,GRUIFORMES,Gruidae,100.13496,29.3492
Crossoptilon crossoptilon,GALLIFORMES,Phasianidae,100.36784,29.35173
Crossoptilon harmani,GALLIFORMES,Phasianidae,100.36784,29.35173
Crossoptilon crossoptilon,GALLIFORMES,Phasianidae,100.36282,29.35282
Crossoptilon harmani,GALLIFORMES,Phasianidae,100.36282,29.35282
Chrysolophus pictus,GALLIFORMES,Phasianidae,110.46666,29.35351
Syrmaticus reevesii,GALLIFORMES,Phasianidae,110.46666,29.35351
Gypaetus barbatus,FALCONIFORMES,Accipitridae,100.41477,29.35815
Bambusicola thoracica,GALLIFORMES,Phasianidae,110.55,29.35833
Chrysolophus pictus,GALLIFORMES,Phasianidae,110.55,29.35833
Phasianus colchicus,GALLIFORMES,Phasianidae,110.55,29.35833
Pucrasia macrolopha,GALLIFORMES,Phasianidae,110.55,29.35833
Tragopan temminckii,GALLIFORMES,Phasianidae,110.55,29.35833
Crossoptilon crossoptilon,GALLIFORMES,Phasianidae,100.35275,29.35911
Crossoptilon harmani,GALLIFORMES,Phasianidae,100.35275,29.35911
Syrmaticus ellioti,GALLIFORMES,Phasianidae,114.63333,29.36667
Haliaeetus leucoryphus,FALCONIFORMES,Accipitridae,90.45844,29.36946
Mycteria leucocephala,CICONIIFORMES,Pelecanidae,90.45845,29.36946
Leptopoecile elegans,PASSERIFORMES,Sylviidae,95.16342,29.37059
Psittacula  derbiana,PSITTACIFORMES,Psittacidae,95.16342,29.37059
Accipiter nisus,FALCONIFORMES,Accipitridae,103.06359,29.37463
Buteo buteo,FALCONIFORMES,Accipitridae,103.06359,29.37463
Chrysolophus amherstiae,GALLIFORMES,Phasianidae,103.06359,29.37463
Glaucidium brodiei,STRIGIFORMES,Strigidae,103.06359,29.37463
Ithaginis cruentus,GALLIFORMES,Phasianidae,103.06359,29.37463
Paradoxornis zappeyi,PASSERIFORMES,Sylviidae,103.06359,29.37463
Porzana bicolor,GRUIFORMES,Rallidae,103.06359,29.37463
Tragopan temminckii,GALLIFORMES,Phasianidae,103.06359,29.37463
Grus nigricollis,GRUIFORMES,Gruidae,100.08473,29.37605
Grus nigricollis,GRUIFORMES,Gruidae,100.08735,29.38517
Paradoxornis zappeyi,PASSERIFORMES,Sylviidae,102.20616,29.38591
Parus davidi,PASSERIFORMES,Paridae,102.20616,29.38591
Grus nigricollis,GRUIFORMES,Gruidae,100.0846,29.38901
Accipiter gentilis,FALCONIFORMES,Accipitridae,102.11809,29.39858
Accipiter nisus,FALCONIFORMES,Accipitridae,102.11809,29.39858
Chrysolophus amherstiae,GALLIFORMES,Phasianidae,102.11809,29.39858
Falco tinnunculus,CICONIIFORMES,Falconidae,102.11809,29.39858
Garrulax formosus,PASSERIFORMES,Sylviidae,102.11809,29.39858
Glaucidium cuculoides,STRIGIFORMES,Strigidae,102.11809,29.39858
Ithaginis cruentus,GALLIFORMES,Phasianidae,102.11809,29.39858
Lophophorus lhuysii,GALLIFORMES,Phasianidae,102.11809,29.39858
Tragopan temminckii,GALLIFORMES,Phasianidae,102.11809,29.39858
Tetraogallus tibetanus,GALLIFORMES,Phasianidae,88.2,29.4
Tetraogallus tibetanus,GALLIFORMES,Phasianidae,90.1,29.4
Tetraogallus tibetanus,GALLIFORMES,Phasianidae,90.1,29.4
Crossoptilon harmani,GALLIFORMES,Phasianidae,94.3,29.4
Tetraogallus tibetanus,GALLIFORMES,Phasianidae,94.3,29.4
Lerwa lerwa,GALLIFORMES,Phasianidae,94.6,29.4
Crossoptilon crossoptilon,GALLIFORMES,Phasianidae,96.7,29.4
Crossoptilon crossoptilon,GALLIFORMES,Phasianidae,96.7,29.4
Chrysolophus pictus,GALLIFORMES,Phasianidae,109.3,29.4
Chrysolophus pictus,GALLIFORMES,Phasianidae,109.4,29.4
Bambusicola thoracica,GALLIFORMES,Phasianidae,110.15,29.4
Chrysolophus pictus,GALLIFORMES,Phasianidae,110.15,29.4
Phasianus colchicus,GALLIFORMES,Phasianidae,110.15,29.4
Syrmaticus ellioti,GALLIFORMES,Phasianidae,110.15,29.4
Syrmaticus reevesii,GALLIFORMES,Phasianidae,110.15,29.4
Tragopan temminckii,GALLIFORMES,Phasianidae,110.15,29.4
Bambusicola thoracica,GALLIFORMES,Phasianidae,111.1,29.4
Chrysolophus pictus,GALLIFORMES,Phasianidae,111.1,29.4
Bambusicola thoracica,GALLIFORMES,Phasianidae,115.9,29.4
Bambusicola thoracica,GALLIFORMES,Phasianidae,115.9,29.4
Phasianus colchicus,GALLIFORMES,Phasianidae,115.9,29.4
Phasianus colchicus,GALLIFORMES,Phasianidae,115.9,29.4
Phasianus colchicus,GALLIFORMES,Phasianidae,115.9,29.4
Crossoptilon crossoptilon,GALLIFORMES,Phasianidae,94.21,29.41
Crossoptilon harmani,GALLIFORMES,Phasianidae,94.21,29.41
Gallinago nemoricola,CICONIIFORMES,Scolopacidae,94.21,29.41
Lophophorus impejanus,GALLIFORMES,Phasianidae,94.21,29.41
Milvus lineatus,FALCONIFORMES,Accipitridae,94.21,29.41
Pandion haliaetus,FALCONIFORMES,Accipitridae,94.21,29.41
Tetraophasis szechenyii,GALLIFORMES,Phasianidae,94.21,29.41
Babax koslowi,PASSERIFORMES,Sylviidae,97.52867,29.41432
Grus nigricollis,GRUIFORMES,Gruidae,100.11346,29.42765
Mergus squamatus,ANSERIFORMES,Anatidae,100.11346,29.42765
Haliaeetus albicilla,FALCONIFORMES,Accipitridae,120.14753,29.4339
Pelecanus crispus,CICONIIFORMES,Pelecanidae,120.14753,29.4339
Carpodacus eos,PASSERIFORMES,Fringillidae,96.52084,29.43477
Crossoptilon crossoptilon,GALLIFORMES,Phasianidae,96.52084,29.43477
Garrulax henrici,PASSERIFORMES,Sylviidae,96.52084,29.43477
Garrulax maximus,PASSERIFORMES,Sylviidae,96.52084,29.43477
Pseudopodoces humilis,PASSERIFORMES,Corvidae,96.50676,29.43564
Ithaginis cruentus,GALLIFORMES,Phasianidae,86.99495,29.43754
Ithaginis cruentus,GALLIFORMES,Phasianidae,100.20188,29.44819
Crossoptilon harmani,GALLIFORMES,Phasianidae,91.66667,29.45
Syrmaticus reevesii,GALLIFORMES,Phasianidae,109.38333,29.45
Tragopan temminckii,GALLIFORMES,Phasianidae,109.38333,29.45
Lophophorus lhuysii,GALLIFORMES,Phasianidae,101.5,29.46667
Lophophorus lhuysii,GALLIFORMES,Phasianidae,103,29.46667
Phasianus colchicus,GALLIFORMES,Phasianidae,121.86667,29.46667
Syrmaticus ellioti,GALLIFORMES,Phasianidae,121.86667,29.46667
Ithaginis cruentus,GALLIFORMES,Phasianidae,99.96407,29.46784
Gypaetus barbatus,FALCONIFORMES,Accipitridae,101.54237,29.4735
Ithaginis cruentus,GALLIFORMES,Phasianidae,101.54237,29.4735
Lophophorus lhuysii,GALLIFORMES,Phasianidae,101.54237,29.4735
Tetraophasis szechenyii,GALLIFORMES,Phasianidae,101.54237,29.4735
Aquila chrysaetos,FALCONIFORMES,Accipitridae,100.1968,29.47643
Crossoptilon crossoptilon,GALLIFORMES,Phasianidae,100.35604,29.47744
Crossoptilon harmani,GALLIFORMES,Phasianidae,100.35604,29.47744
Ithaginis cruentus,GALLIFORMES,Phasianidae,100.35604,29.47744
Bambusicola thoracica,GALLIFORMES,Phasianidae,119.26667,29.48333
Lophura nycthemera,GALLIFORMES,Phasianidae,119.26667,29.48333
Phasianus colchicus,GALLIFORMES,Phasianidae,119.26667,29.48333
Pucrasia macrolopha,GALLIFORMES,Phasianidae,119.26667,29.48333
Syrmaticus ellioti,GALLIFORMES,Phasianidae,119.26667,29.48333
Ithaginis cruentus,GALLIFORMES,Phasianidae,100.20211,29.48398
Arborophila mandellii,GALLIFORMES,Phasianidae,97.15081,29.48638
Bombycilla japonica,PASSERIFORMES,Bombycillidae,119.39132,29.48765
Aquila chrysaetos,FALCONIFORMES,Accipitridae,100.2035,29.49013
Arborophila torqueola,GALLIFORMES,Phasianidae,94.3,29.5
Crossoptilon harmani,GALLIFORMES,Phasianidae,94.3,29.5
Crossoptilon harmani,GALLIFORMES,Phasianidae,94.3,29.5
Lophophorus impejanus,GALLIFORMES,Phasianidae,94.3,29.5
Tragopan temminckii,GALLIFORMES,Phasianidae,94.3,29.5
Lerwa lerwa,GALLIFORMES,Phasianidae,94.8,29.5
Lophophorus lhuysii,GALLIFORMES,Phasianidae,101.75,29.5
Lophophorus lhuysii,GALLIFORMES,Phasianidae,101.75,29.5
Lophophorus lhuysii,GALLIFORMES,Phasianidae,102.03,29.5
Lerwa lerwa,GALLIFORMES,Phasianidae,102.03333,29.5
Lophophorus lhuysii,GALLIFORMES,Phasianidae,102.03333,29.5
Bambusicola thoracica,GALLIFORMES,Phasianidae,103.3,29.5
Chrysolophus amherstiae,GALLIFORMES,Phasianidae,103.3,29.5
Lophura nycthemera,GALLIFORMES,Phasianidae,103.3,29.5
Lophura nycthemera,GALLIFORMES,Phasianidae,103.3,29.5
Phasianus colchicus,GALLIFORMES,Phasianidae,103.3,29.5
Tragopan temminckii,GALLIFORMES,Phasianidae,103.3,29.5
Bambusicola thoracica,GALLIFORMES,Phasianidae,106.5,29.5
Chrysolophus pictus,GALLIFORMES,Phasianidae,106.5,29.5
Phasianus colchicus,GALLIFORMES,Phasianidae,106.5,29.5
Syrmaticus reevesii,GALLIFORMES,Phasianidae,106.5,29.5
Tragopan temminckii,GALLIFORMES,Phasianidae,106.5,29.5
Lophura nycthemera,GALLIFORMES,Phasianidae,114,29.5
Syrmaticus ellioti,GALLIFORMES,Phasianidae,114,29.5
Syrmaticus ellioti,GALLIFORMES,Phasianidae,114,29.5
Lophura nycthemera,GALLIFORMES,Phasianidae,114.5,29.5
Syrmaticus ellioti,GALLIFORMES,Phasianidae,114.5,29.5
Syrmaticus reevesii,GALLIFORMES,Phasianidae,110.60971,29.51159
Chrysolophus pictus,GALLIFORMES,Phasianidae,108.76667,29.51667
Syrmaticus reevesii,GALLIFORMES,Phasianidae,108.76667,29.51667
Bambusicola thoracica,GALLIFORMES,Phasianidae,109.3,29.51667
Phasianus colchicus,GALLIFORMES,Phasianidae,109.3,29.51667
Syrmaticus reevesii,GALLIFORMES,Phasianidae,109.3,29.51667
Ithaginis cruentus,GALLIFORMES,Phasianidae,100.34517,29.5183
Crossoptilon crossoptilon,GALLIFORMES,Phasianidae,99.90205,29.5322
Crossoptilon harmani,GALLIFORMES,Phasianidae,99.90205,29.5322
Alcippe variegaticeps,PASSERIFORMES,Sylviidae,103.35,29.53333
Garrulax formosus,PASSERIFORMES,Sylviidae,103.35,29.53333
Latoucheornis siemsseni,PASSERIFORMES,Fringillidae,103.35,29.53333
Liocichla omeiensis,PASSERIFORMES,Sylviidae,103.35,29.53333
Paradoxornis paradoxus,PASSERIFORMES,Sylviidae,103.35,29.53333
Paradoxornis zappeyi,PASSERIFORMES,Sylviidae,103.35,29.53333
Parus davidi,PASSERIFORMES,Paridae,103.35,29.53333
Bambusicola thoracica,GALLIFORMES,Phasianidae,112.55,29.53333
Phasianus colchicus,GALLIFORMES,Phasianidae,112.55,29.53333
Garrulax elliotii,PASSERIFORMES,Sylviidae,107.42409,29.53375
Spizixos semitorques,PASSERIFORMES,Pycnonotidae,107.42409,29.53375
Syrmaticus reevesii,GALLIFORMES,Phasianidae,107.42409,29.53375
Yuhina diademata,PASSERIFORMES,Sylviidae,107.42409,29.53375
Crossoptilon crossoptilon,GALLIFORMES,Phasianidae,99.90149,29.53396
Crossoptilon harmani,GALLIFORMES,Phasianidae,99.90149,29.53396
Crossoptilon crossoptilon,GALLIFORMES,Phasianidae,99.9074,29.53469
Crossoptilon harmani,GALLIFORMES,Phasianidae,99.9074,29.53469
Crossoptilon crossoptilon,GALLIFORMES,Phasianidae,99.90063,29.53593
Crossoptilon harmani,GALLIFORMES,Phasianidae,99.90063,29.53593
Crossoptilon crossoptilon,GALLIFORMES,Phasianidae,99.90078,29.53638
Crossoptilon harmani,GALLIFORMES,Phasianidae,99.90078,29.53638
Crossoptilon crossoptilon,GALLIFORMES,Phasianidae,99.90356,29.53745
Crossoptilon harmani,GALLIFORMES,Phasianidae,99.90356,29.53745
Ithaginis cruentus,GALLIFORMES,Phasianidae,99.90356,29.53745
Strix uralensis,STRIGIFORMES,Strigidae,99.90227,29.53764
Ithaginis cruentus,GALLIFORMES,Phasianidae,100.18448,29.53777
Buteo hemilasius,FALCONIFORMES,Accipitridae,99.90201,29.53901
Alcippe variegaticeps,PASSERIFORMES,Sylviidae,102.91667,29.55
Garrulax formosus,PASSERIFORMES,Sylviidae,102.91667,29.55
Latoucheornis siemsseni,PASSERIFORMES,Fringillidae,102.91667,29.55
Liocichla omeiensis,PASSERIFORMES,Sylviidae,102.91667,29.55
Lophophorus lhuysii,GALLIFORMES,Phasianidae,102.91667,29.55
Paradoxornis paradoxus,PASSERIFORMES,Sylviidae,102.91667,29.55
Paradoxornis zappeyi,PASSERIFORMES,Sylviidae,102.91667,29.55
Parus davidi,PASSERIFORMES,Paridae,102.91667,29.55
Tragopan caboti,GALLIFORMES,Phasianidae,110.75,29.55
Tragopan caboti,GALLIFORMES,Phasianidae,110.75,29.55
Crossoptilon crossoptilon,GALLIFORMES,Phasianidae,99.89607,29.55019
Crossoptilon harmani,GALLIFORMES,Phasianidae,99.89607,29.55019
Gyps himalayensis,FALCONIFORMES,Accipitridae,100.1625,29.55267
Circus macrourus,FALCONIFORMES,Accipitridae,115.91927,29.55739
Paradoxornis heudei,PASSERIFORMES,Sylviidae,115.91927,29.55739
Gallinago nemoricola,CICONIIFORMES,Scolopacidae,94.86131,29.5643
Tetrastes  sewerzowi,GALLIFORMES,Phasianidae,94.5,29.56667
Syrmaticus reevesii,GALLIFORMES,Phasianidae,106.58333,29.56667
Buteo hemilasius,FALCONIFORMES,Accipitridae,100.14145,29.57059
Ithaginis cruentus,GALLIFORMES,Phasianidae,99.83342,29.57092
Ithaginis cruentus,GALLIFORMES,Phasianidae,99.53408,29.57154
Accipiter gentilis,FALCONIFORMES,Accipitridae,103.145,29.575
Accipiter nisus,FALCONIFORMES,Accipitridae,103.145,29.575
Accipiter soloensis,FALCONIFORMES,Accipitridae,103.145,29.575
Accipiter trivirgatus,FALCONIFORMES,Accipitridae,103.145,29.575
Alcippe variegaticeps,PASSERIFORMES,Sylviidae,103.145,29.575
Aquila clanga,FALCONIFORMES,Accipitridae,103.145,29.575
Asio flammeus,STRIGIFORMES,Strigidae,103.145,29.575
Asio otus,STRIGIFORMES,Strigidae,103.145,29.575
Buteo buteo,FALCONIFORMES,Accipitridae,103.145,29.575
Chrysolophus amherstiae,GALLIFORMES,Phasianidae,103.145,29.575
Ciconia nigra,CICONIIFORMES,Pelecanidae,103.145,29.575
Falco tinnunculus,CICONIIFORMES,Falconidae,103.145,29.575
Garrulax formosus,PASSERIFORMES,Sylviidae,103.145,29.575
Glaucidium brodiei,STRIGIFORMES,Strigidae,103.145,29.575
Glaucidium cuculoides,STRIGIFORMES,Strigidae,103.145,29.575
Latoucheornis siemsseni,PASSERIFORMES,Fringillidae,103.145,29.575
Liocichla omeiensis,PASSERIFORMES,Sylviidae,103.145,29.575
Lophophorus lhuysii,GALLIFORMES,Phasianidae,103.145,29.575
Lophura nycthemera,GALLIFORMES,Phasianidae,103.145,29.575
Mergus squamatus,ANSERIFORMES,Anatidae,103.145,29.575
Otus bakkamoena,STRIGIFORMES,Strigidae,103.145,29.575
Paradoxornis paradoxus,PASSERIFORMES,Sylviidae,103.145,29.575
Paradoxornis zappeyi,PASSERIFORMES,Sylviidae,103.145,29.575
Parus davidi,PASSERIFORMES,Paridae,103.145,29.575
Pernis ptilorhynchus,FALCONIFORMES,Accipitridae,103.145,29.575
Porzana bicolor,GRUIFORMES,Rallidae,103.145,29.575
Tragopan temminckii,GALLIFORMES,Phasianidae,103.145,29.575
Treron sphenura,COLUMBIFORMES,Columbidae,103.145,29.575
Chrysolophus amherstiae,GALLIFORMES,Phasianidae,103.375,29.575
Babax waddelli,PASSERIFORMES,Sylviidae,91.22087,29.57996
Parus superciliosus,PASSERIFORMES,Paridae,91.22087,29.57996
Pseudopodoces humilis,PASSERIFORMES,Corvidae,91.22087,29.57996
Lerwa lerwa,GALLIFORMES,Phasianidae,94.86667,29.58333
Syrmaticus reevesii,GALLIFORMES,Phasianidae,111.36667,29.58333
Tragopan temminckii,GALLIFORMES,Phasianidae,111.36667,29.58333
Buteo hemilasius,FALCONIFORMES,Accipitridae,100.12124,29.58365
Crossoptilon crossoptilon,GALLIFORMES,Phasianidae,99.89586,29.58933
Crossoptilon harmani,GALLIFORMES,Phasianidae,99.89586,29.58933
Chrysolophus amherstiae,GALLIFORMES,Phasianidae,102.59,29.59
Tragopan temminckii,GALLIFORMES,Phasianidae,102.59,29.59
Crossoptilon crossoptilon,GALLIFORMES,Phasianidae,99.90473,29.59341
Crossoptilon harmani,GALLIFORMES,Phasianidae,99.90473,29.59341
Falco cherrug,CICONIIFORMES,Falconidae,99.89782,29.59512
Gypaetus barbatus,FALCONIFORMES,Accipitridae,100.00294,29.59718
Bombycilla japonica,PASSERIFORMES,Bombycillidae,102.59622,29.59733
Haliaeetus albicilla,FALCONIFORMES,Accipitridae,102.59622,29.59733
Liocichla omeiensis,PASSERIFORMES,Sylviidae,102.59622,29.59733
Buteo hemilasius,FALCONIFORMES,Accipitridae,99.90179,29.59756
Buteo hemilasius,FALCONIFORMES,Accipitridae,100.00027,29.59881
Crossoptilon crossoptilon,GALLIFORMES,Phasianidae,99.8972,29.59913
Crossoptilon harmani,GALLIFORMES,Phasianidae,99.8972,29.59913
Crossoptilon crossoptilon,GALLIFORMES,Phasianidae,99.90245,29.59978
Crossoptilon harmani,GALLIFORMES,Phasianidae,99.90245,29.59978
Tetraogallus tibetanus,GALLIFORMES,Phasianidae,89,29.6
Crossoptilon harmani,GALLIFORMES,Phasianidae,90.9,29.6
Crossoptilon crossoptilon,GALLIFORMES,Phasianidae,91.1,29.6
Crossoptilon harmani,GALLIFORMES,Phasianidae,91.1,29.6
Ithaginis cruentus,GALLIFORMES,Phasianidae,91.1,29.6
Tetraogallus tibetanus,GALLIFORMES,Phasianidae,91.1,29.6
Tetraogallus tibetanus,GALLIFORMES,Phasianidae,91.1,29.6
Crossoptilon harmani,GALLIFORMES,Phasianidae,91.3,29.6
Chrysolophus amherstiae,GALLIFORMES,Phasianidae,93.8,29.6
Crossoptilon harmani,GALLIFORMES,Phasianidae,93.8,29.6
Lophura leucomelana,GALLIFORMES,Phasianidae,93.8,29.6
Pavo muticus,GALLIFORMES,Phasianidae,93.8,29.6
Polyplectron bicalcaratum,GALLIFORMES,Phasianidae,93.8,29.6
Pucrasia macrolopha,GALLIFORMES,Phasianidae,93.8,29.6
Tetraogallus tibetanus,GALLIFORMES,Phasianidae,93.8,29.6
Tetrastes  sewerzowi,GALLIFORMES,Phasianidae,93.8,29.6
Crossoptilon crossoptilon,GALLIFORMES,Phasianidae,97.8,29.6
Ithaginis cruentus,GALLIFORMES,Phasianidae,97.8,29.6
Tetraogallus tibetanus,GALLIFORMES,Phasianidae,97.8,29.6
Tetraophasis szechenyii,GALLIFORMES,Phasianidae,97.8,29.6
Chrysolophus amherstiae,GALLIFORMES,Phasianidae,98.5,29.6
Chrysolophus pictus,GALLIFORMES,Phasianidae,98.5,29.6
Crossoptilon crossoptilon,GALLIFORMES,Phasianidae,98.5,29.6
Ithaginis cruentus,GALLIFORMES,Phasianidae,98.5,29.6
Lophophorus lhuysii,GALLIFORMES,Phasianidae,98.5,29.6
Phasianus colchicus,GALLIFORMES,Phasianidae,98.5,29.6
Phasianus colchicus,GALLIFORMES,Phasianidae,98.5,29.6
Pucrasia macrolopha,GALLIFORMES,Phasianidae,98.5,29.6
Tetraogallus tibetanus,GALLIFORMES,Phasianidae,98.5,29.6
Tetraophasis szechenyii,GALLIFORMES,Phasianidae,98.5,29.6
Tetraophasis szechenyii,GALLIFORMES,Phasianidae,98.5,29.6
Tetrastes  sewerzowi,GALLIFORMES,Phasianidae,98.5,29.6
Tetrastes  sewerzowi,GALLIFORMES,Phasianidae,98.5,29.6
Tetrastes  sewerzowi,GALLIFORMES,Phasianidae,98.5,29.6
Chrysolophus amherstiae,GALLIFORMES,Phasianidae,101.8,29.6
Crossoptilon crossoptilon,GALLIFORMES,Phasianidae,101.8,29.6
Crossoptilon crossoptilon,GALLIFORMES,Phasianidae,101.8,29.6
Ithaginis cruentus,GALLIFORMES,Phasianidae,101.8,29.6
Lerwa lerwa,GALLIFORMES,Phasianidae,101.8,29.6
Tetraophasis szechenyii,GALLIFORMES,Phasianidae,101.8,29.6
Tragopan temminckii,GALLIFORMES,Phasianidae,101.8,29.6
Parus davidi,PASSERIFORMES,Paridae,102.06667,29.6
Bambusicola thoracica,GALLIFORMES,Phasianidae,103.73333,29.6
Chrysolophus pictus,GALLIFORMES,Phasianidae,109.1,29.6
Syrmaticus ellioti,GALLIFORMES,Phasianidae,115.6,29.6
Bambusicola thoracica,GALLIFORMES,Phasianidae,115.8,29.6
Phasianus colchicus,GALLIFORMES,Phasianidae,115.8,29.6
Bambusicola thoracica,GALLIFORMES,Phasianidae,119,29.6
Lophura nycthemera,GALLIFORMES,Phasianidae,119,29.6
Phasianus colchicus,GALLIFORMES,Phasianidae,119,29.6
Pucrasia macrolopha,GALLIFORMES,Phasianidae,119,29.6
Syrmaticus ellioti,GALLIFORMES,Phasianidae,119.01667,29.6
Crossoptilon crossoptilon,GALLIFORMES,Phasianidae,99.89589,29.60142
Crossoptilon harmani,GALLIFORMES,Phasianidae,99.89589,29.60142
Ithaginis cruentus,GALLIFORMES,Phasianidae,99.90384,29.60312
Grus monacha,GRUIFORMES,Gruidae,116.74254,29.60341
Syrmaticus ellioti,GALLIFORMES,Phasianidae,121.18333,29.61667
Syrmaticus ellioti,GALLIFORMES,Phasianidae,118.23701,29.6214
Chrysolophus pictus,GALLIFORMES,Phasianidae,108.08949,29.62164
Spizixos semitorques,PASSERIFORMES,Pycnonotidae,108.08949,29.62164
Chrysolophus pictus,GALLIFORMES,Phasianidae,108.15346,29.62639
Spizixos semitorques,PASSERIFORMES,Pycnonotidae,108.15346,29.62639
Yuhina diademata,PASSERIFORMES,Sylviidae,108.15346,29.62639
Grus nigricollis,GRUIFORMES,Gruidae,100.02319,29.63005
Tetraogallus tibetanus,GALLIFORMES,Phasianidae,91.01667,29.63333
Phasianus colchicus,GALLIFORMES,Phasianidae,111.76667,29.63333
Paradoxornis zappeyi,PASSERIFORMES,Sylviidae,103.44029,29.63907
Alcippe variegaticeps,PASSERIFORMES,Sylviidae,103.4403,29.63907
Arborophila rufipectus,GALLIFORMES,Phasianidae,103.4403,29.63907
Paradoxornis zappeyi,PASSERIFORMES,Sylviidae,103.4403,29.63908
Anas formosa,ANSERIFORMES,Anatidae,116.42416,29.64199
Anser cygnoides,ANSERIFORMES,Anatidae,116.42416,29.64199
Coturnicops exquisitus,GRUIFORMES,Rallidae,116.42416,29.64199
Grus leucogeranus,GRUIFORMES,Gruidae,116.42416,29.642
Grus monacha,GRUIFORMES,Gruidae,116.42416,29.642
Grus vipio,GRUIFORMES,Gruidae,116.42416,29.642
Haliaeetus albicilla,FALCONIFORMES,Accipitridae,116.42416,29.642
Megalurus pryeri,PASSERIFORMES,Sylviidae,116.42416,29.642
Cygnus columbianus,ANSERIFORMES,Anatidae,116.42417,29.642
Ithaginis cruentus,GALLIFORMES,Phasianidae,101.38271,29.6542
Psittacula derbiana,PSITTACIFORMES,Psittacidae,101.38271,29.6542
Crossoptilon crossoptilon,GALLIFORMES,Phasianidae,100.27351,29.66342
Crossoptilon harmani,GALLIFORMES,Phasianidae,100.27351,29.66342
Ithaginis cruentus,GALLIFORMES,Phasianidae,100.27351,29.66342
Glaucidium brodiei,STRIGIFORMES,Strigidae,102.61667,29.66667
Syrmaticus ellioti,GALLIFORMES,Phasianidae,115.65,29.66667
Lophura nycthemera,GALLIFORMES,Phasianidae,121.41667,29.66667
Syrmaticus ellioti,GALLIFORMES,Phasianidae,121.41667,29.66667
Aceros nipalensis,BUCEROTIFORMES,Bucerotidae,95.66704,29.6692
Buceros bicornis,BUCEROTIFORMES,Bucerotidae,95.66704,29.6692
Accipiter gentilis,FALCONIFORMES,Accipitridae,103.0335,29.66959
Accipiter nisus,FALCONIFORMES,Accipitridae,103.0335,29.66959
Accipiter soloensis,FALCONIFORMES,Accipitridae,103.0335,29.66959
Accipiter trivirgatus,FALCONIFORMES,Accipitridae,103.0335,29.66959
