"species","order","n_new_records","new_record","mass","migration_av","trophic_level_av","centroid_latitude","centroid_longitude","migration_cn","range_size_provinces","iucn_pool","log_mass","migration_class","iucn_group","risk_group"
"Melanocorypha calandra","Passeriformes",0,0,61.6,"2","Omnivore",41.54,39.54,"RP",1,"LC",1.78958071216443,"Partial migrant","LC","LC/NE"
"Melanocorypha maxima","Passeriformes",0,0,74.99,"2","Herbivore",33.64,96.29,"RW",6,"LC",1.87500335360004,"Partial migrant","LC","LC/NE"
"Melanocorypha mongolica","Passeriformes",0,0,53.94,"2","Omnivore",44.3,105.89,"S",12,"LC",1.73191094211687,"Partial migrant","LC","LC/NE"
"Melanocorypha yeltoniensis","Passeriformes",0,0,59.93,"2","Omnivore",50.74,63.43,"WP",1,"LC",1.77764427769648,"Partial migrant","LC","LC/NE"
"Mirafra javanica","Passeriformes",0,0,23,"1","Omnivore",-2.45,94.78,"R",4,"LC",1.36172783601759,"Resident/low mobility","LC","LC/NE"
"Alcippe davidi","Passeriformes",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown"
"Alcippe fratercula","Passeriformes",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown"
"Alcippe hueti","Passeriformes",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown"
"Alcippe morrisonia","Passeriformes",1,1,15.26,"2","Omnivore",25.8,107.54,"RW",18,"LC",1.18355453361886,"Partial migrant","LC","LC/NE"
"Alcippe nipalensis","Passeriformes",0,0,15.8,"1","Omnivore",26.01,92.13,"R",2,"LC",1.19865708695442,"Resident/low mobility","LC","LC/NE"
"Alcippe poioicephala","Passeriformes",0,0,20.7,"1","Carnivore",20.28,91.99,"R",1,"LC",1.31597034545692,"Resident/low mobility","LC","LC/NE"
"Artamus fuscus","Passeriformes",3,1,39.8,"1","Carnivore",19.83,91.87,"R",5,"LC",1.59988307207369,"Resident/low mobility","LC","LC/NE"
"Bombycilla garrulus","Passeriformes",0,0,54.41,"3","Herbivore",61.26,25.88,"WP",23,"LC",1.7356787259059,"Full migrant","LC","LC/NE"
"Bombycilla japonica","Passeriformes",3,1,42.3,"2","Omnivore",52.34,131.42,"SWPV",27,"NT",1.62634036737504,"Partial migrant","NT","NT"
"Calcarius lapponicus","Passeriformes",0,0,27.84,"3","Herbivore",68.82,-6.27,"WPV",20,"LC",1.44466923093852,"Full migrant","LC","LC/NE"
"Plectrophenax nivalis","Passeriformes",2,1,42.2,"3","Herbivore",69.82,-29.77,"WV",7,"LC",1.62531245096167,"Full migrant","LC","LC/NE"
"Coracina macei","Passeriformes",1,1,105,"1","Carnivore",20.18,79.29,"R",9,"LC",2.02118929906994,"Resident/low mobility","LC","LC/NE"
"Lalage melaschistos","Passeriformes",1,1,43,"1","Carnivore",27.04,105.6,"RSWPV",25,"LC",1.63346845557959,"Resident/low mobility","LC","LC/NE"
"Lalage nigra","Passeriformes",0,0,28.4,"1","Carnivore",2.4,110.61,"V",1,"LC",1.45331834004704,"Resident/low mobility","LC","LC/NE"
"Pericrocotus brevirostris","Passeriformes",0,0,16.49,"1","Carnivore",25.1,98.2,"S",7,"LC",1.21722065564452,"Resident/low mobility","LC","LC/NE"
"Pericrocotus cantonensis","Passeriformes",1,1,16.26,"3","Carnivore",27.98,110.92,"SP",19,"LC",1.21112054125805,"Full migrant","LC","LC/NE"
"Pericrocotus divaricatus","Passeriformes",1,1,24.6,"3","Carnivore",43.69,133.27,"SP",24,"LC",1.39093510710338,"Full migrant","LC","LC/NE"
"Pericrocotus ethologus","Passeriformes",3,1,18.97,"3","Carnivore",29.06,100.65,"SWV",18,"LC",1.27806733088866,"Full migrant","LC","LC/NE"
"Pericrocotus roseus","Passeriformes",0,0,19.2,"1","Carnivore",25.53,95.74,"S",9,"LC",1.28330122870355,"Resident/low mobility","LC","LC/NE"
"Pericrocotus solaris","Passeriformes",2,1,14.5,"1","Carnivore",22.67,103.76,"RP",16,"LC",1.16136800223497,"Resident/low mobility","LC","LC/NE"
"Pericrocotus speciosus","Passeriformes",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown"
"Pericrocotus tegimae","Passeriformes",0,0,21,"1","Carnivore",32.8,131.49,"V",1,"LC",1.32221929473392,"Resident/low mobility","LC","LC/NE"
"Certhia discolor","Passeriformes",0,0,10.4,"1","Carnivore",28.17,88.48,"R",1,"LC",1.01703333929878,"Resident/low mobility","LC","LC/NE"
"Certhia familiaris","Passeriformes",1,1,9,"1","Omnivore",51.19,74.31,"R",12,"LC",0.954242509439325,"Resident/low mobility","LC","LC/NE"
"Certhia himalayana","Passeriformes",1,1,8.8,"1","Carnivore",33.09,89.16,"R",8,"LC",0.944482672150169,"Resident/low mobility","LC","LC/NE"
"Certhia hodgsoni","Passeriformes",0,0,9,"1","Carnivore",30.2,91.37,"R",5,"LC",0.954242509439325,"Resident/low mobility","LC","LC/NE"
"Certhia manipurensis","Passeriformes",0,0,10.4,"1","Carnivore",22.88,96.69,"R",1,"LC",1.01703333929878,"Resident/low mobility","LC","LC/NE"
"Certhia nipalensis","Passeriformes",0,0,11.1,"1","Carnivore",28.23,91.29,"R",2,"LC",1.04532297878666,"Resident/low mobility","LC","LC/NE"
"Certhia tianquanensis","Passeriformes",1,1,9,"1","Omnivore",31.05,103.35,"R",2,"LC",0.954242509439325,"Resident/low mobility","LC","LC/NE"
"Chloropsis aurifrons","Passeriformes",0,0,32.31,"1","Omnivore",19.89,91.9,"R",2,"LC",1.50933695801764,"Resident/low mobility","LC","LC/NE"
"Chloropsis cochinchinensis","Passeriformes",0,0,24.5,"1","Omnivore",-7.42,109.57,"R",2,"EN",1.38916608436453,"Resident/low mobility","Threatened","Threatened/DD"
"Chloropsis hardwickii","Passeriformes",0,0,32.29,"3","Omnivore",23.17,96.32,"R",14,"LC",1.50906804501716,"Full migrant","LC","LC/NE"
"Chloropsis lazulina","Passeriformes",0,0,32.29,"3","Omnivore",23.67,109.1,NA,NA,"LC",1.50906804501716,"Full migrant","LC","LC/NE"
"Cinclus cinclus","Passeriformes",0,0,61.47,"1","Carnivore",47.26,56.5,"R",7,"LC",1.78866321312086,"Resident/low mobility","LC","LC/NE"
"Cinclus pallasii","Passeriformes",0,0,76,"1","Carnivore",40.55,117.35,"R",33,"LC",1.88081359228079,"Resident/low mobility","LC","LC/NE"
"Cisticola exilis","Passeriformes",1,1,7.04,"1","Carnivore",-1.02,122.27,"R",14,"LC",0.847572659142112,"Resident/low mobility","LC","LC/NE"
"Cisticola juncidis","Passeriformes",1,1,6.81,"3","Carnivore",10.73,63.11,"RSW",27,"LC",0.833147111912785,"Full migrant","LC","LC/NE"
"Orthotomus atrogularis","Passeriformes",0,0,7.68,"1","Carnivore",9.41,104.98,"R",2,"LC",0.885361220031512,"Resident/low mobility","LC","LC/NE"
"Orthotomus sutorius","Passeriformes",0,0,7.5,"1","Carnivore",21.01,90.34,"R",11,"LC",0.8750612633917,"Resident/low mobility","LC","LC/NE"
"Prinia atrogularis","Passeriformes",3,1,11.8,"1","Carnivore",27.72,92.73,"R",9,"LC",1.07188200730613,"Resident/low mobility","LC","LC/NE"
"Prinia crinigera","Passeriformes",0,0,13.73,"1","Carnivore",27.95,102.36,"R",20,"LC",1.13767053723676,"Resident/low mobility","LC","LC/NE"
"Prinia flaviventris","Passeriformes",2,1,7,"1","Carnivore",13.87,100.1,"R",11,"LC",0.845098040014257,"Resident/low mobility","LC","LC/NE"
"Prinia hodgsonii","Passeriformes",0,0,6.4,"1","Carnivore",20.43,88.2,"R",5,"LC",0.806179973983887,"Resident/low mobility","LC","LC/NE"
"Prinia inornata","Passeriformes",2,1,7,"1","Carnivore",22.26,93,"R",19,"LC",0.845098040014257,"Resident/low mobility","LC","LC/NE"
"Prinia rufescens","Passeriformes",1,1,6.48,"1","Carnivore",18.17,100.45,"R",5,"LC",0.811575005870593,"Resident/low mobility","LC","LC/NE"
"Prinia striata","Passeriformes",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown"
"Prinia superciliaris","Passeriformes",0,0,11.8,"1","Carnivore",20.41,103.62,NA,NA,"LC",1.07188200730613,"Resident/low mobility","LC","LC/NE"
"Cissa chinensis","Passeriformes",0,0,126.64,"1","Carnivore",19.06,99.9,"R",3,"LC",2.1025709018543,"Resident/low mobility","LC","LC/NE"
"Cissa hypoleuca","Passeriformes",0,0,125,"1","Carnivore",20.34,106.68,"R",3,"LC",2.09691001300806,"Resident/low mobility","LC","LC/NE"
"Corvus corax","Passeriformes",0,0,927.97,"2","Omnivore",54.65,18.59,"RSWP",10,"LC",2.96753393629962,"Partial migrant","LC","LC/NE"
"Corvus cornix","Passeriformes",0,0,NA,NA,NA,NA,NA,"W",1,NA,NA,NA,"Unknown","Unknown"
"Corvus corone","Passeriformes",0,0,570,"1","Carnivore",52.96,78.23,"RWPV",27,"LC",2.75587485567249,"Resident/low mobility","LC","LC/NE"
"Corvus dauuricus","Passeriformes",0,0,208,"2","Omnivore",41.79,113.35,"RSWV",33,"LC",2.31806333496276,"Partial migrant","LC","LC/NE"
"Corvus frugilegus","Passeriformes",0,0,452.1,"1","Omnivore",50.24,76.75,"RWPV",29,"LC",2.65523450703429,"Resident/low mobility","LC","LC/NE"
"Corvus macrorhynchos","Passeriformes",0,0,513.14,"1","Omnivore",29.04,107.25,"R",34,"LC",2.71023586985355,"Resident/low mobility","LC","LC/NE"
"Corvus monedula","Passeriformes",0,0,246,"2","Omnivore",48.54,45.36,"SW",2,"LC",2.39093510710338,"Partial migrant","LC","LC/NE"
"Corvus pectoralis","Passeriformes",0,0,470.53,"1","Omnivore",29.49,113.94,"RV",27,"VU",2.67258731834585,"Resident/low mobility","Threatened","Threatened/DD"
"Corvus splendens","Passeriformes",0,0,292.55,"1","Omnivore",23.16,80.57,"RV",4,"LC",2.46620010244674,"Resident/low mobility","LC","LC/NE"
"Cyanopica cyanus","Passeriformes",0,0,95.91,"1","Omnivore",42.1,118.42,"RW",25,"LC",1.98186389099135,"Resident/low mobility","LC","LC/NE"
"Dendrocitta formosae","Passeriformes",1,1,102.74,"1","Omnivore",25.48,105.19,"R",15,"LC",2.01173956138832,"Resident/low mobility","LC","LC/NE"
"Dendrocitta frontalis","Passeriformes",0,0,100,"1","Carnivore",26.44,96.49,"R",2,"LC",2,"Resident/low mobility","LC","LC/NE"
"Dendrocitta vagabunda","Passeriformes",0,0,100,"1","Carnivore",22.02,83.51,"R",1,"LC",2,"Resident/low mobility","LC","LC/NE"
"Garrulus glandarius","Passeriformes",0,0,159.46,"2","Omnivore",51.02,62.66,"R",29,"LC",2.20265175975734,"Partial migrant","LC","LC/NE"
"Nucifraga caryocatactes","Passeriformes",0,0,182.51,"2","Omnivore",57.8,99.93,"RWP",18,"LC",2.26128666509846,"Partial migrant","LC","LC/NE"
"Perisoreus infaustus","Passeriformes",0,0,84.4,"1","Omnivore",59.77,93.47,"R",3,"LC",1.92634244662566,"Resident/low mobility","LC","LC/NE"
"Perisoreus internigrans","Passeriformes",0,0,102,"1","Omnivore",32.34,100.92,"R",4,"NT",2.00860017176192,"Resident/low mobility","NT","NT"
"Pica bottanensis","Passeriformes",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown"
"Pica pica","Passeriformes",0,0,217.48,"1","Omnivore",48.8,71.45,NA,NA,"LC",2.33741932432967,"Resident/low mobility","LC","LC/NE"
"Pica serica","Passeriformes",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown"
"Podoces biddulphi","Passeriformes",1,1,130.5,"2","Omnivore",39.5,83.1,"R",2,"NT",2.1156105116743,"Partial migrant","NT","NT"
"Podoces hendersoni","Passeriformes",0,0,120.49,"2","Omnivore",44.51,94.48,"R",5,"LC",2.08095100437948,"Partial migrant","LC","LC/NE"
"Pyrrhocorax graculus","Passeriformes",0,0,211,"2","Carnivore",38.96,65.01,"R",8,"LC",2.32428245529769,"Partial migrant","LC","LC/NE"
"Pyrrhocorax pyrrhocorax","Passeriformes",0,0,276.68,"2","Carnivore",40.2,85.68,"R",16,"LC",2.44197776700664,"Partial migrant","LC","LC/NE"
"Temnurus temnurus","Passeriformes",1,1,138,"1","Carnivore",19.1,106.26,"R",2,"LC",2.13987908640124,"Resident/low mobility","LC","LC/NE"
"Urocissa caerulea","Passeriformes",0,0,256.98,"1","Omnivore",23.8,121.1,"R",1,"LC",2.40989932478021,"Resident/low mobility","LC","LC/NE"
"Urocissa erythroryncha","Passeriformes",0,0,151.52,"1","Carnivore",26.37,107.36,"R",27,"LC",2.1804699616592,"Resident/low mobility","LC","LC/NE"
"Urocissa flavirostris","Passeriformes",0,0,149.19,"1","Carnivore",28.24,87.92,"R",2,"LC",2.17373971395189,"Resident/low mobility","LC","LC/NE"
"Urocissa whiteheadi","Passeriformes",0,0,200,"1","Omnivore",19.2,109.74,"R",4,"EN",2.30102999566398,"Resident/low mobility","Threatened","Threatened/DD"
"Dicaeum agile","Passeriformes",0,0,9,"1","Herbivore",16.87,91.52,"R",2,"LC",0.954242509439325,"Resident/low mobility","LC","LC/NE"
"Dicaeum chrysorrheum","Passeriformes",0,0,9,"1","Herbivore",10.78,103.76,"R",2,"LC",0.954242509439325,"Resident/low mobility","LC","LC/NE"
"Dicaeum cruentatum","Passeriformes",1,1,5.6,"1","Herbivore",14.78,104.8,"R",9,"LC",0.7481880270062,"Resident/low mobility","LC","LC/NE"
"Dicaeum ignipectus","Passeriformes",1,1,5.72,"1","Herbivore",24.88,103.67,"R",18,"LC",0.757396028793024,"Resident/low mobility","LC","LC/NE"
"Dicaeum melanozanthum","Passeriformes",0,0,8.46,"1","Carnivore",25.86,97.8,"RS",4,"LC",0.927370363039024,"Resident/low mobility","LC","LC/NE"
"Dicaeum minullum","Passeriformes",1,1,6.2,"1","Herbivore",19.49,102.91,NA,NA,"LC",0.792391689498254,"Resident/low mobility","LC","LC/NE"
"Dicrurus aeneus","Passeriformes",0,0,26,"1","Carnivore",14.77,98.92,"R",8,"LC",1.41497334797082,"Resident/low mobility","LC","LC/NE"
"Dicrurus annectens","Passeriformes",1,1,44,"3","Carnivore",22.13,98.94,NA,NA,"LC",1.64345267648619,"Full migrant","LC","LC/NE"
"Dicrurus hottentottus","Passeriformes",3,1,79.19,"1","Carnivore",21.4,103.03,"RSP",31,"LC",1.89867034296553,"Resident/low mobility","LC","LC/NE"
"Dicrurus leucophaeus","Passeriformes",0,0,37.6,"1","Carnivore",25.68,107.28,"RSWP",25,"LC",1.57518784492766,"Resident/low mobility","LC","LC/NE"
"Dicrurus macrocercus","Passeriformes",0,0,48.3,"1","Carnivore",25.16,96.34,"RS",33,"LC",1.68394713075151,"Resident/low mobility","LC","LC/NE"
"Dicrurus paradiseus","Passeriformes",0,0,85.82,"1","Carnivore",14.98,94.83,"R",2,"LC",1.93358851019665,"Resident/low mobility","LC","LC/NE"
"Dicrurus remifer","Passeriformes",1,1,43.1,"1","Carnivore",18.91,99.14,"SP",2,"LC",1.63447727016073,"Resident/low mobility","LC","LC/NE"
"Elachura formosa","Passeriformes",2,1,5,"1","Carnivore",24.86,99.87,"R",4,"LC",0.698970004336019,"Resident/low mobility","LC","LC/NE"
"Emberiza aureola","Passeriformes",0,0,19.6,"3","Omnivore",58.85,103.13,"SWP",33,"CR",1.29225607135648,"Full migrant","Threatened","Threatened/DD"
"Emberiza bruniceps","Passeriformes",0,0,24.8,"3","Omnivore",43.78,67.02,"S",1,"LC",1.39445168082622,"Full migrant","LC","LC/NE"
"Emberiza buchanani","Passeriformes",1,1,21.2,"3","Omnivore",42.43,74.82,"S",1,"LC",1.32633586092875,"Full migrant","LC","LC/NE"
"Emberiza calandra","Passeriformes",0,0,48.5,"2","Herbivore",44.09,27.42,"SW",1,"LC",1.68574173860226,"Partial migrant","LC","LC/NE"
"Emberiza chrysophrys","Passeriformes",2,1,17.97,"3","Omnivore",59.19,114.08,"WP",27,"LC",1.25454807710897,"Full migrant","LC","LC/NE"
"Emberiza cia","Passeriformes",0,0,23.43,"2","Omnivore",39.73,43.32,"R",2,"LC",1.36977228859696,"Partial migrant","LC","LC/NE"
"Emberiza cioides","Passeriformes",0,0,21.02,"2","Herbivore",43.23,110.38,"RSWV",29,"LC",1.32263271169222,"Partial migrant","LC","LC/NE"
"Emberiza citrinella","Passeriformes",1,1,29.7,"2","Herbivore",56.2,51.75,"SWV",4,"LC",1.47275644931721,"Partial migrant","LC","LC/NE"
"Emberiza elegans","Passeriformes",3,1,16.84,"2","Omnivore",39.44,120.22,"SWP",30,"LC",1.22634208716363,"Partial migrant","LC","LC/NE"
"Emberiza fucata","Passeriformes",0,0,19.8,"3","Herbivore",44.35,121.8,"RSWP",32,"LC",1.29666519026153,"Full migrant","LC","LC/NE"
"Emberiza godlewskii","Passeriformes",2,1,19,"2","Omnivore",41.64,102.92,"RSW",21,"LC",1.27875360095283,"Partial migrant","LC","LC/NE"
"Emberiza hortulana","Passeriformes",1,1,19.9,"3","Omnivore",52.13,47.51,"SP",1,"LC",1.29885307640971,"Full migrant","LC","LC/NE"
"Emberiza jankowskii","Passeriformes",0,0,22.5,"2","Omnivore",44.76,121.08,"SWP",6,"EN",1.35218251811136,"Partial migrant","Threatened","Threatened/DD"
"Emberiza koslowi","Passeriformes",0,0,25,"2","Herbivore",32.11,97.86,"R",3,"LC",1.39794000867204,"Partial migrant","LC","LC/NE"
"Emberiza lathami","Passeriformes",0,0,21.9,"2","Herbivore",24.68,97.16,NA,NA,"LC",1.34044411484012,"Partial migrant","LC","LC/NE"
"Emberiza leucocephalos","Passeriformes",1,1,28.5,"3","Omnivore",56.37,101.24,"RSWV",18,"LC",1.45484486000851,"Full migrant","LC","LC/NE"
"Emberiza melanocephala","Passeriformes",1,1,28.31,"3","Omnivore",38.73,39.34,"PV",5,"LC",1.4519398693651,"Full migrant","LC","LC/NE"
"Emberiza pallasi","Passeriformes",1,1,13.96,"3","Omnivore",61.71,119.82,"SWP",25,"LC",1.14488541828714,"Full migrant","LC","LC/NE"
"Emberiza personata","Passeriformes",0,0,18.45,"3","Carnivore",44.33,142.55,NA,NA,"LC",1.26599637049508,"Full migrant","LC","LC/NE"
"Emberiza pusilla","Passeriformes",1,1,14.57,"3","Herbivore",62.69,104.75,"WP",34,"LC",1.16345955176999,"Full migrant","LC","LC/NE"
"Emberiza rustica","Passeriformes",1,1,20.54,"3","Herbivore",61.42,100.29,"WP",30,"VU",1.31260043926126,"Full migrant","Threatened","Threatened/DD"
"Emberiza rutila","Passeriformes",0,0,17.5,"3","Carnivore",55.34,110.52,"SWP",31,"LC",1.24303804868629,"Full migrant","LC","LC/NE"
"Emberiza schoeniclus","Passeriformes",0,0,18.4,"2","Herbivore",55.24,72.59,"SWPV",25,"LC",1.26481782300954,"Partial migrant","LC","LC/NE"
"Emberiza siemsseni","Passeriformes",4,1,20,"3","Omnivore",32.27,106.09,"SW",14,"LC",1.30102999566398,"Full migrant","LC","LC/NE"
"Emberiza spodocephala","Passeriformes",0,0,18.45,"3","Carnivore",52.61,118.31,"SWPV",33,"LC",1.26599637049508,"Full migrant","LC","LC/NE"
"Emberiza stewarti","Passeriformes",1,1,15.96,"3","Herbivore",38.62,71.82,"V",1,"LC",1.20303288701471,"Full migrant","LC","LC/NE"
"Emberiza sulphurata","Passeriformes",1,1,14.89,"3","Omnivore",37.92,139.48,"WP",10,"LC",1.17289469775218,"Full migrant","LC","LC/NE"
"Emberiza tristrami","Passeriformes",0,0,18,"3","Omnivore",47.92,134.74,"SWP",29,"LC",1.25527250510331,"Full migrant","LC","LC/NE"
"Emberiza variabilis","Passeriformes",0,0,23.8,"3","Herbivore",46.58,148.11,"PV",5,"LC",1.37657695705651,"Full migrant","LC","LC/NE"
"Emberiza yessoensis","Passeriformes",3,1,13.49,"3","Herbivore",44.01,132.33,"SWP",16,"NT",1.1300119496719,"Full migrant","NT","NT"
"Emberiza yunnanensis","Passeriformes",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown"
"Amandava amandava","Passeriformes",0,0,8.97,"1","Herbivore",20.6,89.38,"R",3,"LC",0.952792443044092,"Resident/low mobility","LC","LC/NE"
"Erythrura prasina","Passeriformes",0,0,14.7,"1","Herbivore",1.64,108.07,"R",1,"LC",1.16731733474818,"Resident/low mobility","LC","LC/NE"
"Estrilda melpoda","Passeriformes",0,0,7.6,"1","Omnivore",2.9,9.7,"R",1,"LC",0.880813592280791,"Resident/low mobility","LC","LC/NE"
"Euodice malabarica","Passeriformes",0,0,12,"1","Herbivore",23.36,75.36,"R",1,"LC",1.07918124604762,"Resident/low mobility","LC","LC/NE"
"Lonchura atricapilla","Passeriformes",0,0,12.4,"1","Herbivore",13.42,104.1,"R",6,"LC",1.09342168516224,"Resident/low mobility","LC","LC/NE"
"Lonchura oryzivora","Passeriformes",0,0,24.8,"1","Herbivore",-7.57,111.44,"R",7,NA,1.39445168082622,"Resident/low mobility","Unknown","Unknown"
"Lonchura punctulata","Passeriformes",0,0,13.6,"1","Herbivore",18.7,96.89,"R",19,"LC",1.13353890837022,"Resident/low mobility","LC","LC/NE"
"Lonchura striata","Passeriformes",3,1,12.3,"1","Herbivore",19.24,100.4,"R",23,"LC",1.0899051114394,"Resident/low mobility","LC","LC/NE"
"Psarisomus dalhousiae","Passeriformes",1,1,67,"1","Carnivore",18.29,99.95,"R",4,"LC",1.82607480270083,"Resident/low mobility","LC","LC/NE"
"Serilophus lunatus","Passeriformes",0,0,34,"1","Carnivore",17.07,101.68,"R",4,"LC",1.53147891704226,"Resident/low mobility","LC","LC/NE"
"Acanthis flammea","Passeriformes",1,1,13,"2","Herbivore",64.52,23.24,"WV",16,"LC",1.11394335230684,"Partial migrant","LC","LC/NE"
"Acanthis hornemanni","Passeriformes",0,0,NA,NA,NA,NA,NA,"WP",5,NA,NA,NA,"Unknown","Unknown"
"Agraphospiza rubescens","Passeriformes",0,0,19,"1","Herbivore",29.65,99.41,"R",6,"LC",1.27875360095283,"Resident/low mobility","LC","LC/NE"
"Bucanetes mongolicus","Passeriformes",3,1,21.5,"2","Herbivore",41.69,85.41,"RV",9,"LC",1.33243845991561,"Partial migrant","LC","LC/NE"
"Callacanthis burtoni","Passeriformes",1,1,38.14,"1","Herbivore",31.67,78.13,"R",1,"LC",1.58138068870999,"Resident/low mobility","LC","LC/NE"
"Carduelis carduelis","Passeriformes",2,1,16,"1","Herbivore",50.13,35.73,"R",3,"LC",1.20411998265592,"Resident/low mobility","LC","LC/NE"
"Carpodacus davidianus","Passeriformes",0,0,NA,NA,NA,NA,NA,"R",7,NA,NA,NA,"Unknown","Unknown"
"Carpodacus dubius","Passeriformes",0,0,30.99,"2","Herbivore",32.64,99.21,"R",7,"LC",1.49122157623928,"Partial migrant","LC","LC/NE"
"Carpodacus edwardsii","Passeriformes",0,0,26.5,"2","Herbivore",29.21,98.2,"R",6,"LC",1.42324587393681,"Partial migrant","LC","LC/NE"
"Carpodacus erythrinus","Passeriformes",0,0,23.97,"3","Herbivore",54.13,89.33,"SWP",32,"LC",1.37966803403365,"Full migrant","LC","LC/NE"
"Carpodacus formosanus","Passeriformes",0,0,22.08,"1","Herbivore",23.75,121.09,"R",1,"LC",1.34399906905716,"Resident/low mobility","LC","LC/NE"
"Carpodacus grandis","Passeriformes",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown","Unknown"
"Carpodacus lepidus","Passeriformes",0,0,NA,NA,NA,NA,NA,NA,NA,"LC",NA,NA,"LC","LC/NE"
"Carpodacus pulcherrimus","Passeriformes",0,0,19.2,"2","Herbivore",34.68,101.75,"R",7,"LC",1.28330122870355,"Partial migrant","LC","LC/NE"
"Carpodacus puniceus","Passeriformes",0,0,46.58,"2","Herbivore",34.78,88.31,"R",7,"LC",1.66819948419866,"Partial migrant","LC","LC/NE"
"Carpodacus rhodochlamys","Passeriformes",0,0,33.4,"2","Herbivore",44.92,88.37,"R",1,"LC",1.52374646681156,"Partial migrant","LC","LC/NE"
"Carpodacus roborowskii","Passeriformes",1,1,33.4,"1","Herbivore",34.75,96.73,"R",2,"LC",1.52374646681156,"Resident/low mobility","LC","LC/NE"
"Carpodacus rodochroa","Passeriformes",0,0,17.81,"2","Herbivore",29.95,82.07,"R",2,"LC",1.25066391946324,"Partial migrant","LC","LC/NE"
"Carpodacus rodopeplus","Passeriformes",0,0,23,"2","Herbivore",29.79,81.82,"R",1,"LC",1.36172783601759,"Partial migrant","LC","LC/NE"
"Carpodacus roseus","Passeriformes",0,0,28.6,"3","Herbivore",58.85,118.64,"WP",20,"LC",1.45636603312904,"Full migrant","LC","LC/NE"
"Carpodacus rubicilla","Passeriformes",0,0,43.2,"1","Herbivore",34.78,87.24,"R",4,"LC",1.63548374681491,"Resident/low mobility","LC","LC/NE"
