"species_lat","class_lat","order_lat","family_lat","genus_lat","species","order","family","genus","genus_size","n_congeners","n_new_records","new_record","mass","hwi","habitat_av","habitat_density_av","migration_av_raw","trophic_level_av","trophic_niche_av","range_size_av","centroid_latitude","centroid_longitude","endemic_cn","diet_cn","clutch_raw","migration_cn_raw","range_size_provinces","clutch_size","endemic_status","migration_class_av","diet_group_av","forest_association","log_mass","log_hwi","log_range_provinces","log_clutch_size","log_n_congeners","tree_label","phylo_species"
"Branta hutchinsii","Aves","ANSERIFORMES","Anatidae","Branta","Branta hutchinsii","Anseriformes","Anatidae","Branta",5,4,2,1,2811.68,44.6,"Grassland",3,"3","Herbivore","Herbivore terrestrial",1274687.67,66.72,-124.78,"否","杂食性","4-5","V",3,4.5,"Non_endemic","Long_distance_migrant","Plant_seed","Non_forest",3.44896589168836,3.81990771652034,1.38629436111989,1.70474809223843,1.6094379124341,"Branta_hutchinsii","Branta_hutchinsii"
"Branta leucopsis","Aves","ANSERIFORMES","Anatidae","Branta","Branta leucopsis","Anseriformes","Anatidae","Branta",5,4,1,1,1683.97,50.6,"Grassland",3,"3","Herbivore","Herbivore terrestrial",178673.97,72.42,-0.02,"否","杂食性","4-7","V",2,5.5,"Non_endemic","Long_distance_migrant","Plant_seed","Non_forest",3.22633435025715,3.94352167248752,1.09861228866811,1.87180217690159,1.6094379124341,"Branta_leucopsis","Branta_leucopsis"
"Branta ruficollis","Aves","ANSERIFORMES","Anatidae","Branta","Branta ruficollis","Anseriformes","Anatidae","Branta",5,4,4,1,1226.47,53.2,"Grassland",3,"3","Herbivore","Herbivore terrestrial",754114,71.96,90.31,"否","杂食性","3-8","VW",8,5.5,"Non_endemic","Long_distance_migrant","Plant_seed","Non_forest",3.08865692963674,3.9926809084456,2.19722457733622,1.87180217690159,1.6094379124341,"Branta_ruficollis","Branta_ruficollis"
"Bucephala clangula","Aves","ANSERIFORMES","Anatidae","Bucephala","Bucephala clangula","Anseriformes","Anatidae","Bucephala",1,0,0,0,918.56,51.4,"Wetland",3,"3","Carnivore","Aquatic predator",22082935.41,58.51,35.56,"否","食肉，食虫","8-12","SWP",33,10,"Non_endemic","Long_distance_migrant","Vertebrate_aquatic","Non_forest",2.96310752952354,3.958906591327,3.52636052461616,2.39789527279837,0,"Bucephala_clangula","Bucephala_clangula"
"Clangula hyemalis","Aves","ANSERIFORMES","Anatidae","Clangula","Clangula hyemalis","Anseriformes","Anatidae","Clangula",1,0,7,1,871,50.9,"Wetland",3,"3","Carnivore","Aquatic predator",9492361.68,68.24,-27.99,"否","食肉，食虫","6-8","WP",19,7,"Non_endemic","Long_distance_migrant","Vertebrate_aquatic","Non_forest",2.94001815500766,3.94931879017184,2.99573227355399,2.07944154167984,0,"Clangula_hyemalis","Clangula_hyemalis"
"Cygnus columbianus","Aves","ANSERIFORMES","Anatidae","Cygnus","Cygnus columbianus","Anseriformes","Anatidae","Cygnus",3,2,1,1,6377.96,45.3,"Wetland",3,"3","Herbivore","Herbivore aquatic",5272186.12,67.98,51.4,"否","杂食性","2-5","WP",27,3.5,"Non_endemic","Long_distance_migrant","Plant_seed","Non_forest",3.80468179119516,3.83514196109219,3.3322045101752,1.50407739677627,1.09861228866811,"Cygnus_columbianus","Cygnus_columbianus"
"Cygnus cygnus","Aves","ANSERIFORMES","Anatidae","Cygnus","Cygnus cygnus","Anseriformes","Anatidae","Cygnus",3,2,1,1,9349.99,44.8,"Wetland",3,"3","Herbivore","Herbivore aquatic",17099815.6,58.93,97.43,"否","杂食性","4-5","SWPV",27,4.5,"Non_endemic","Long_distance_migrant","Plant_seed","Non_forest",3.97081114638619,3.82428409112014,3.3322045101752,1.70474809223843,1.09861228866811,"Cygnus_cygnus","Cygnus_cygnus"
"Cygnus olor","Aves","ANSERIFORMES","Anatidae","Cygnus","Cygnus olor","Anseriformes","Anatidae","Cygnus",3,2,3,1,10682.04,42.1,"Wetland",3,"3","Herbivore","Herbivore aquatic",4915289.2,49.96,41.72,"否","杂食性","5-6","SPV",18,5.5,"Non_endemic","Long_distance_migrant","Plant_seed","Non_forest",4.02865419989662,3.7635229971097,2.94443897916644,1.87180217690159,1.09861228866811,"Cygnus_olor","Cygnus_olor"
"Dendrocygna javanica","Aves","ANSERIFORMES","Anatidae","Dendrocygna","Dendrocygna javanica","Anseriformes","Anatidae","Dendrocygna",1,0,1,1,519.61,32.9,"Wetland",3,"2","Herbivore","Herbivore aquatic",7094720.18,20.14,92.69,"否","杂食性","10","RSPV",9,10,"Non_endemic","Partial_migrant","Plant_seed","Non_forest",2.71567750056694,3.5234150143864,2.30258509299405,2.39789527279837,0,"Dendrocygna_javanica","Dendrocygna_javanica"
"Histrionicus histrionicus","Aves","ANSERIFORMES","Anatidae","Histrionicus","Histrionicus histrionicus","Anseriformes","Anatidae","Histrionicus",1,0,3,1,561.57,50,"Marine",3,"2","Carnivore","Aquatic predator",7912681.94,59.49,20.66,"否","食肉，食虫","4-8","P",9,6,"Non_endemic","Partial_migrant","Vertebrate_aquatic","Non_forest",2.74940389901053,3.93182563272433,2.30258509299405,1.94591014905531,0,"Histrionicus_histrionicus","Histrionicus_histrionicus"
"Marmaronetta angustirostris","Aves","ANSERIFORMES","Anatidae","Marmaronetta","Marmaronetta angustirostris","Anseriformes","Anatidae","Marmaronetta",1,0,0,0,477,47.7,"Wetland",3,"2","Herbivore","Herbivore aquatic",1461550.24,37.8,47.74,"否","杂食性","7-13","S",1,10,"Non_endemic","Partial_migrant","Plant_seed","Non_forest",2.67851837904011,3.88567903008854,0.693147180559945,2.39789527279837,0,"Marmaronetta_angustirostris","Marmaronetta_angustirostris"
"Melanitta fusca","Aves","ANSERIFORMES","Anatidae","Melanitta","Melanitta fusca","Anseriformes","Anatidae","Melanitta",3,2,3,1,1800.17,49.9,"Wetland",3,"3","Carnivore","Aquatic predator",5118144.61,62.27,68.59,"否","杂食性","6-10","WPV",21,8,"Non_endemic","Long_distance_migrant","Vertebrate_aquatic","Non_forest",3.2553135198676,3.92986292355648,3.09104245335832,2.19722457733622,1.09861228866811,"Melanitta_fusca","Melanitta_fusca"
"Mergellus albellus","Aves","ANSERIFORMES","Anatidae","Mergellus","Mergellus albellus","Anseriformes","Anatidae","Mergellus",1,0,0,0,608.55,53.8,"Wetland",3,"3","Carnivore","Aquatic predator",11990223.32,60.6,90.3,"否","食肉","8","SWPV",33,8,"Non_endemic","Long_distance_migrant","Vertebrate_aquatic","Non_forest",2.78429626676001,4.00369019395397,3.52636052461616,2.19722457733622,0,"Mergellus_albellus","Mergellus_albellus"
"Mergus merganser","Aves","ANSERIFORMES","Anatidae","Mergus","Mergus merganser","Anseriformes","Anatidae","Mergus",3,2,0,0,1451.02,46,"Riverine",3,"3","Carnivore","Aquatic predator",24915961.61,54.96,28.88,"否","食肉，食虫","8-13","RSWPV",32,10.5,"Non_endemic","Long_distance_migrant","Vertebrate_aquatic","Non_forest",3.16167339853682,3.85014760171006,3.49650756146648,2.4423470353692,1.09861228866811,"Mergus_merganser","Mergus_merganser"
"Mergus serrator","Aves","ANSERIFORMES","Anatidae","Mergus","Mergus serrator","Anseriformes","Anatidae","Mergus",3,2,4,1,1015.17,49.3,"Wetland",3,"3","Carnivore","Aquatic predator",23632905.44,60.86,26.86,"否","食肉，食虫","10","SWPV",23,10,"Non_endemic","Long_distance_migrant","Vertebrate_aquatic","Non_forest",3.00653877513574,3.91800507710569,3.17805383034795,2.39789527279837,1.09861228866811,"Mergus_serrator","Mergus_serrator"
"Mergus squamatus","Aves","ANSERIFORMES","Anatidae","Mergus","Mergus squamatus","Anseriformes","Anatidae","Mergus",3,2,0,0,1234,48.6,"Wetland",3,"3","Carnivore","Aquatic predator",302689.47,45.96,134.05,"否","食肉，食虫","10","SWPV",27,10,"Non_endemic","Long_distance_migrant","Vertebrate_aquatic","Non_forest",3.09131515969722,3.90399083373088,3.3322045101752,2.39789527279837,1.09861228866811,"Mergus_squamatus","Mergus_squamatus"
"Netta rufina","Aves","ANSERIFORMES","Anatidae","Netta","Netta rufina","Anseriformes","Anatidae","Netta",1,0,4,1,1118,47.5,"Wetland",3,"2","Herbivore","Herbivore aquatic",6127779.64,46.6,71.79,"否","杂食性","6-12","SWPV",19,9,"Non_endemic","Partial_migrant","Plant_seed","Non_forest",3.0484418035504,3.88156379794344,2.99573227355399,2.30258509299405,0,"Netta_rufina","Netta_rufina"
"Nettapus coromandelianus","Aves","ANSERIFORMES","Anatidae","Nettapus","Nettapus coromandelianus","Anseriformes","Anatidae","Nettapus",1,0,0,0,391.33,43.9,"Wetland",3,"1","Herbivore","Herbivore aquatic",9230293.27,16.85,100.56,"否","杂食性","8-14","RSV",20,11,"Non_endemic","Resident_low","Plant_seed","Non_forest",2.59254314290461,3.80443779474821,3.04452243772342,2.484906649788,0,"Nettapus_coromandelianus","Nettapus_coromandelianus"
"Oxyura leucocephala","Aves","ANSERIFORMES","Anatidae","Oxyura","Oxyura leucocephala","Anseriformes","Anatidae","Oxyura",1,0,2,1,661.09,47,"Wetland",3,"1","Omnivore","Aquatic predator",4016410.78,48.43,65.67,"否","杂食性","6-10","SW",3,8,"Non_endemic","Resident_low","Vertebrate_aquatic","Non_forest",2.82026058784064,3.87120101090789,1.38629436111989,2.19722457733622,0,"Oxyura_leucocephala","Oxyura_leucocephala"
"Polysticta stelleri","Aves","ANSERIFORMES","Anatidae","Polysticta","Polysticta stelleri","Anseriformes","Anatidae","Polysticta",1,0,0,0,806.76,49.1,"Marine",3,"3","Carnivore","Aquatic predator",2209280.29,70.64,58.58,"否","杂食性","6-7","WV",3,6.5,"Non_endemic","Long_distance_migrant","Vertebrate_aquatic","Non_forest",2.90674435730235,3.91402100809082,1.38629436111989,2.01490302054226,0,"Polysticta_stelleri","Polysticta_stelleri"
"Sarkidiornis melanotos","Aves","ANSERIFORMES","Anatidae","Sarkidiornis","Sarkidiornis melanotos","Anseriformes","Anatidae","Sarkidiornis",1,0,0,0,2610,42.7,"Wetland",3,"1","Herbivore","Herbivore aquatic",18695511.28,0.53,30.99,"否","杂食性","9-12","V",3,10.5,"Non_endemic","Resident_low","Plant_seed","Non_forest",3.41664050733828,3.77734810210154,1.38629436111989,2.4423470353692,0,"Sarkidiornis_melanotos","Sarkidiornis_melanotos"
"Tadorna ferruginea","Aves","ANSERIFORMES","Anatidae","Tadorna","Tadorna ferruginea","Anseriformes","Anatidae","Tadorna",2,1,0,0,1235.03,48.5,"Wetland",3,"2","Omnivore","Omnivore",18403211.28,41.82,70.95,"否","杂食性","8-10","RSWP",33,9,"Non_endemic","Partial_migrant","Omnivore","Non_forest",3.09167750713108,3.90197266957464,3.52636052461616,2.30258509299405,0.693147180559945,"Tadorna_ferruginea","Tadorna_ferruginea"
"Tadorna tadorna","Aves","ANSERIFORMES","Anatidae","Tadorna","Tadorna tadorna","Anseriformes","Anatidae","Tadorna",2,1,0,0,1146.83,51.8,"Coastal",3,"2","Carnivore","Aquatic predator",9435093.57,48.41,66.23,"否","杂食性","8-10","SWP",33,9,"Non_endemic","Partial_migrant","Vertebrate_aquatic","Non_forest",3.05949904516043,3.96651119071222,3.52636052461616,2.30258509299405,0.693147180559945,"Tadorna_tadorna","Tadorna_tadorna"
"Aceros nipalensis","Aves","BUCEROTIFORMES","Bucerotidae","Aceros","Aceros nipalensis","Bucerotiformes","Bucerotidae","Aceros",1,0,0,0,2385,21.6,"Forest",1,"1","Herbivore","Frugivore",284350.69,24.08,97.27,"否","杂食性","1-2","R",2,1.5,"Non_endemic","Resident_low","Fruit_nectar","Forest_primary",3.37748838337613,3.11794990627824,1.09861228866811,0.916290731874155,0,"Aceros_nipalensis","Aceros_nipalensis"
"Anorrhinus austeni","Aves","BUCEROTIFORMES","Bucerotidae","Anorrhinus","Anorrhinus austeni","Bucerotiformes","Bucerotidae","Anorrhinus",1,0,0,0,933,19.6,"Forest",1,"1","Omnivore","Frugivore",774356.6,20.03,100.79,"否","杂食性","3-4","R",1,3.5,"Non_endemic","Resident_low","Fruit_nectar","Forest_primary",2.9698816437465,3.02529107579554,0.693147180559945,1.50407739677627,0,"Anorrhinus_austeni","Anorrhinus_austeni"
"Anthracoceros albirostris","Aves","BUCEROTIFORMES","Bucerotidae","Anthracoceros","Anthracoceros albirostris","Bucerotiformes","Bucerotidae","Anthracoceros",1,0,0,0,892.89,15.9,"Forest",2,"1","Omnivore","Frugivore",4467706.59,14.07,99.91,"否","杂食性","2-3","R",3,2.5,"Non_endemic","Resident_low","Fruit_nectar","Forest_primary",2.95079795907269,2.82731362192903,1.38629436111989,1.25276296849537,0,"Anthracoceros_albirostris","Anthracoceros_albirostris"
"Buceros bicornis","Aves","BUCEROTIFORMES","Bucerotidae","Buceros","Buceros bicornis","Bucerotiformes","Bucerotidae","Buceros",1,0,0,0,2790.79,25.7,"Forest",1,"1","Omnivore","Frugivore",2951578.25,15.78,98.02,"否","杂食性","2","R",2,2,"Non_endemic","Resident_low","Fruit_nectar","Forest_primary",3.44572715813948,3.2846635654062,1.09861228866811,1.09861228866811,0,"Buceros_bicornis","Buceros_bicornis"
"Upupa epops","Aves","BUCEROTIFORMES","Upupidae","Upupa","Upupa epops","Bucerotiformes","Upupidae","Upupa",1,0,0,0,66.93,21.4,"Grassland",3,"3","Carnivore","Invertivore",46881685.44,29.41,61.88,"否","食虫","6-8","RSWP",34,7,"Non_endemic","Long_distance_migrant","Invertebrate","Non_forest",1.8256208250035,3.10906095886099,3.55534806148941,2.07944154167984,0,"Upupa_epops","Upupa_epops"
"Apus apus","Aves","CAPRIMULGIFORMES","Apodidae","Apus","Apus apus","Caprimulgiformes","Apodidae","Apus",6,5,0,0,37.6,71.6,"Human Modified",1,"3","Carnivore","Invertivore",24779919.71,48.52,57.95,"否","食虫","3","SP",19,3,"Non_endemic","Long_distance_migrant","Invertebrate","Non_forest",1.57518784492766,4.28496492183075,2.99573227355399,1.38629436111989,1.79175946922805,"Apus_apus","Apus_apus"
"Apus nipalensis","Aves","CAPRIMULGIFORMES","Apodidae","Apus","Apus nipalensis","Caprimulgiformes","Apodidae","Apus",6,5,0,0,29.82,67.6,"Human Modified",1,"3","Carnivore","Invertivore",5768014.18,16.15,106.18,"否","食虫","2-4","RSP",14,3,"Non_endemic","Long_distance_migrant","Invertebrate","Non_forest",1.47450763911698,4.22829253473184,2.70805020110221,1.38629436111989,1.79175946922805,"Apus_nipalensis","Apus_nipalensis"
"Apus pacificus","Aves","CAPRIMULGIFORMES","Apodidae","Apus","Apus pacificus","Caprimulgiformes","Apodidae","Apus",6,5,0,0,39.43,69.4,"Woodland",1,"2","Carnivore","Invertivore",15859868.87,46.94,116.49,"否","食虫","2-3","SP",32,2.5,"Non_endemic","Partial_migrant","Invertebrate","Forest_primary",1.59582677707322,4.254193263164,3.49650756146648,1.25276296849537,1.79175946922805,"Apus_pacificus","Apus_pacificus"
"Cypsiurus balasiensis","Aves","CAPRIMULGIFORMES","Apodidae","Cypsiurus","Cypsiurus balasiensis","Caprimulgiformes","Apodidae","Cypsiurus",1,0,0,0,9.11,68.3,"Human Modified",1,"1","Carnivore","Invertivore",6838834.25,15.1,95.81,"否","食虫","2","R",2,2,"Non_endemic","Resident_low","Invertebrate","Non_forest",0.959518376972998,4.23844490619586,1.09861228866811,1.09861228866811,0,"Cypsiurus_balasiensis","Cypsiurus_balasiensis"
"Hirundapus caudacutus","Aves","CAPRIMULGIFORMES","Apodidae","Hirundapus","Hirundapus caudacutus","Caprimulgiformes","Apodidae","Hirundapus",4,3,1,1,95.5,72.2,"Woodland",1,"3","Carnivore","Invertivore",6143488.25,46.53,112.91,"否","食虫","2-6","RSP",25,4,"Non_endemic","Long_distance_migrant","Invertebrate","Forest_primary",1.98000337158375,4.29319542096727,3.25809653802148,1.6094379124341,1.38629436111989,"Hirundapus_caudacutus","Hirundapus_caudacutus"
"Tachymarptis melba","Aves","CAPRIMULGIFORMES","Apodidae","Tachymarptis","Tachymarptis melba","Caprimulgiformes","Apodidae","Tachymarptis",1,0,0,0,100.38,72.5,"Rock",1,"3","Carnivore","Invertivore",7307949.41,21.34,40.29,"否","食虫","NA","S",2,NA,"Non_endemic","Long_distance_migrant","Invertebrate","Non_forest",2.00164719134604,4.29728540621879,1.09861228866811,NA,0,"Tachymarptis_melba","Tachymarptis_melba"
"Caprimulgus aegyptius","Aves","CAPRIMULGIFORMES","Caprimulgidae","Caprimulgus","Caprimulgus aegyptius","Caprimulgiformes","Caprimulgidae","Caprimulgus",5,4,0,0,77.3,50.6,"Desert",3,"3","Carnivore","Invertivore",2808450.27,36.18,43.65,"否","食虫","2","V",1,2,"Non_endemic","Long_distance_migrant","Invertebrate","Non_forest",1.88817949391832,3.94352167248752,0.693147180559945,1.09861228866811,1.6094379124341,"Caprimulgus_aegyptius","Caprimulgus_aegyptius"
"Caprimulgus affinis","Aves","CAPRIMULGIFORMES","Caprimulgidae","Caprimulgus","Caprimulgus affinis","Caprimulgiformes","Caprimulgidae","Caprimulgus",5,4,0,0,58.7,45.3,"Grassland",3,"2","Carnivore","Invertivore",4956065.32,17.18,94.41,"否","食虫","2","RS",8,2,"Non_endemic","Partial_migrant","Invertebrate","Non_forest",1.76863810124761,3.83514196109219,2.19722457733622,1.09861228866811,1.6094379124341,"Caprimulgus_affinis","Caprimulgus_affinis"
"Caprimulgus europaeus","Aves","CAPRIMULGIFORMES","Caprimulgidae","Caprimulgus","Caprimulgus europaeus","Caprimulgiformes","Caprimulgidae","Caprimulgus",5,4,0,0,67,53.4,"Shrubland",2,"3","Carnivore","Invertivore",19002486.05,47.43,55.71,"否","食虫","2","S",4,2,"Non_endemic","Long_distance_migrant","Invertebrate","Non_forest",1.82607480270083,3.9963641538619,1.6094379124341,1.09861228866811,1.6094379124341,"Caprimulgus_europaeus","Caprimulgus_europaeus"
"Caprimulgus macrurus","Aves","CAPRIMULGIFORMES","Caprimulgidae","Caprimulgus","Caprimulgus macrurus","Caprimulgiformes","Caprimulgidae","Caprimulgus",5,4,1,1,66.2,47.1,"Woodland",2,"1","Carnivore","Invertivore",5755294.28,7.52,110.9,"否","食虫","2","VR",2,2,"Non_endemic","Resident_low","Invertebrate","Forest_primary",1.8208579894397,3.87328217711172,1.09861228866811,1.09861228866811,1.6094379124341,"Caprimulgus_macrurus","Caprimulgus_macrurus"
"Brachyramphus perdix","Aves","CHARADRIIFORMES","Alcidae","Brachyramphus","Brachyramphus perdix","Charadriiformes","Alcidae","Brachyramphus",1,0,1,1,220,58.9,"Marine",3,"3","Carnivore","Aquatic predator",1124351.71,54.22,149.82,"否","食肉","1","PV",6,1,"Non_endemic","Long_distance_migrant","Vertebrate_aquatic","Non_forest",2.34242268082221,4.0926765051214,1.94591014905531,0.693147180559945,0,"Brachyramphus_perdix","Brachyramphus_perdix"
"Cerorhinca monocerata","Aves","CHARADRIIFORMES","Alcidae","Cerorhinca","Cerorhinca monocerata","Charadriiformes","Alcidae","Cerorhinca",1,0,0,0,482.24,52,"Marine",3,"3","Carnivore","Aquatic predator",316387.33,50.73,-51.05,"否","食肉","1","W",1,1,"Non_endemic","Long_distance_migrant","Vertebrate_aquatic","Non_forest",2.68326323063454,3.97029191355212,0.693147180559945,0.693147180559945,0,"Cerorhinca_monocerata","Cerorhinca_monocerata"
"Synthliboramphus antiquus","Aves","CHARADRIIFORMES","Alcidae","Synthliboramphus","Synthliboramphus antiquus","Charadriiformes","Alcidae","Synthliboramphus",2,1,1,1,217.72,51.9,"Marine",3,"3","Carnivore","Aquatic predator",435862.76,50.68,-15.49,"否","食肉","2","SWPV",12,2,"Non_endemic","Long_distance_migrant","Vertebrate_aquatic","Non_forest",2.33789832564504,3.96840333886425,2.56494935746154,1.09861228866811,0.693147180559945,"Synthliboramphus_antiquus","Synthliboramphus_antiquus"
"Synthliboramphus wumizusume","Aves","CHARADRIIFORMES","Alcidae","Synthliboramphus","Synthliboramphus wumizusume","Charadriiformes","Alcidae","Synthliboramphus",2,1,0,0,198,49.5,"Marine",3,"3","Carnivore","Aquatic predator",571030.78,34.63,134.76,"否","食肉","2","V",2,2,"Non_endemic","Long_distance_migrant","Vertebrate_aquatic","Non_forest",2.29666519026153,3.92197333628131,1.09861228866811,1.09861228866811,0.693147180559945,"Synthliboramphus_wumizusume","Synthliboramphus_wumizusume"
"Uria aalge","Aves","CHARADRIIFORMES","Alcidae","Uria","Uria aalge","Charadriiformes","Alcidae","Uria",1,0,0,0,991.93,57.5,"Marine",3,"3","Carnivore","Aquatic predator",1547284.08,58.79,-17.82,"否","食肉","NA","V",1,NA,"Non_endemic","Long_distance_migrant","Vertebrate_aquatic","Non_forest",2.9964810252929,4.06902675423781,0.693147180559945,NA,0,"Uria_aalge","Uria_aalge"
"Burhinus oedicnemus","Aves","CHARADRIIFORMES","Burhinidae","Burhinus","Burhinus oedicnemus","Charadriiformes","Burhinidae","Burhinus",1,0,0,0,459,47.7,"Grassland",3,"3","Carnivore","Invertivore",9168330.74,40.04,45.22,"否","食肉，食虫","2","SWV",3,2,"Non_endemic","Long_distance_migrant","Invertebrate","Non_forest",2.66181268553726,3.88567903008854,1.38629436111989,1.09861228866811,0,"Burhinus_oedicnemus","Burhinus_oedicnemus"
"Charadrius alexandrinus","Aves","CHARADRIIFORMES","Charadriidae","Charadrius","Charadrius alexandrinus","Charadriiformes","Charadriidae","Charadrius",10,9,0,0,42.3,55,"Coastal",3,"2","Carnivore","Aquatic predator",13539453.43,40.96,74.32,"否","食虫，食肉","4","RSWP",33,4,"Non_endemic","Partial_migrant","Vertebrate_aquatic","Non_forest",1.62634036737504,4.02535169073515,3.52636052461616,1.6094379124341,2.30258509299405,"Charadrius_alexandrinus","Charadrius_alexandrinus"
"Charadrius dubius","Aves","CHARADRIIFORMES","Charadriidae","Charadrius","Charadrius dubius","Charadriiformes","Charadriidae","Charadrius",10,9,0,0,38.7,51,"Wetland",3,"3","Carnivore","Aquatic predator",33641119.87,43.86,79.16,"否","食虫","3-4","RSWP",34,3.5,"Non_endemic","Long_distance_migrant","Vertebrate_aquatic","Non_forest",1.58771096501891,3.95124371858143,3.55534806148941,1.50407739677627,2.30258509299405,"Charadrius_dubius","Charadrius_dubius"
